OPEID,NAME,CITY,STATE,Insttype,Recips,Awards
258900,UNIVERSITY OF NEW HAMPSHIRE,DURHAM,NH,Public 4 Year,"3,317","12,532,805"
3437300,UPPER VALLEY TEACHER TRANING PROGRAM,LEBANON,NH,Private 2 Year,18,"74,425"
529100,WHITE MOUNTAINS COMMUNITY COLLEGE,BERLIN,NH,Public 2 Year,592,"1,802,545"
3389300,ACADEMY OF MASSAGE THERAPY,ENGLEWOOD,NJ,Proprietary 2 Year,79,"251,721"
4136400,AMERICAN INSTITUTE OF MEDICAL SCIENCES &,SOUTH PLAINFIELD,NJ,Proprietary 2 Year,100,"343,468"
1085100,ANTHEM INSTITUTE,PARSIPPANY,NJ,Proprietary 2 Year,"1,180","4,103,991"
2525900,ARTISTIC ACADEMY OF HAIR DESIGN,MORRIS PLAINS,NJ,Proprietary 2 Year,87,"313,348"
4188700,ASI CAREER INSTITUTE,TURNERSVILLE,NJ,Proprietary 2 Year,19,"52,629"
259600,ATLANTIC COMMUNITY COLLEGE,MAYS LANDING,NJ,Public 2 Year,"4,872","15,421,089"
4081300,BAIS MEDRASH TORAS CHESED,LAKEWOOD,NJ,Private 4 Year,51,"241,949"
2132300,BERDAN INSTITUTE,TOTOWA,NJ,Proprietary 2 Year,773,"2,690,930"
473600,BERGEN COMMUNITY COLLEGE,PARAMUS,NJ,Public 2 Year,"6,781","24,038,429"
2312000,BERGEN COUNTY TECHNICAL SCHOOLS,HACKENSACK,NJ,Public 2 Year,61,"233,710"
750200,BERKELEY COLLEGE,WOODLAND PARK,NJ,Proprietary 4 Year,"1,773","6,595,658"
750202,BERKELEY COLLEGE - PARAMUS,PARAMUS,NJ,Proprietary 4 Year,436,"1,667,165"
750201,BERKELEY COLLEGE - WOODBRIDGE,WOODBRIDGE,NJ,Proprietary 4 Year,634,"2,543,593"
4181400,BEST CARE TRAINING INSTITUTE,EAST ORANGE,NJ,Proprietary 2 Year,118,"432,489"
794700,BETH MEDRASH GOVOHA OF AMERICA,LAKEWOOD,NJ,Private 4 Year,"2,133","9,873,850"
259700,BLOOMFIELD COLLEGE,BLOOMFIELD,NJ,Private 4 Year,"1,518","6,349,322"
840400,BROOKDALE COMMUNITY COLLEGE,LINCROFT,NJ,Public 2 Year,"4,878","16,538,196"
773000,BURLINGTON COUNTY COLLEGE,PEMBERTON,NJ,Public 2 Year,"3,637","11,677,962"
259800,CALDWELL COLLEGE,CALDWELL,NJ,Private 4 Year,669,"2,616,147"
686500,CAMDEN COUNTY COLLEGE,BLACKWOOD,NJ,Public 2 Year,"6,841","22,920,010"
907800,CAPRI INSTITUTE OF HAIR DESIGN,CLIFTON,NJ,Proprietary 2 Year,262,"921,679"
2103700,CAPRI INSTITUTE OF HAIR DESIGN,PARAMUS,NJ,Proprietary 2 Year,126,"410,821"
2183600,CAPRI INSTITUTE OF HAIR DESIGN,KENILWORTH,NJ,Proprietary 2 Year,157,"560,513"
2265500,CAPRI INSTITUTE OF HAIR DESIGN,BRICK TOWN,NJ,Proprietary 2 Year,158,"533,162"
259900,CENTENARY COLLEGE,HACKETTSTOWN,NJ,Private 4 Year,578,"2,295,968"
4134100,CENTER FOR ALLIED HEALTH & NURSING EDUCA,HACKENSACK,NJ,Proprietary 2 Year,"1,346","4,949,654"
3324300,CENTRAL CAREER SCHOOL,SOUTH PLAINFIELD,NJ,Proprietary 2 Year,139,"417,690"
4184500,CHRISTINE VALMY INTERNATIONAL SCHOOL OF,PINE BROOK,NJ,Proprietary 2 Year,35,"97,254"
264200,COLLEGE OF NEW JERSEY (THE),EWING,NJ,Public 4 Year,"1,197","4,911,564"
260000,COLLEGE OF SAINT ELIZABETH,MORRISTOWN,NJ,Private 4 Year,392,"1,682,201"
2252700,CONCORDE SCHOOL OF HAIR DESIGN,OCEAN TWSP,NJ,Proprietary 2 Year,321,"1,092,500"
2248600,COOPER HEALTH SYS-CTR ALLIED HEALTH,CAMDEN,NJ,Private 2 Year,16,"52,755"
772900,COUNTY COLLEGE OF MORRIS,RANDOLPH,NJ,Public 2 Year,"2,159","7,281,259"
260100,CUMBERLAND COUNTY COLLEGE,VINELAND,NJ,Public 2 Year,"2,566","8,834,482"
2154000,DIVERS ACAD OF EASTERN SEABOARD,ERIAL,NJ,Proprietary 2 Year,110,"299,108"
1234600,DOVER BUSINESS COLLEGE,CLIFTON,NJ,Proprietary 2 Year,"1,391","4,007,490"
2223900,DRAKE COLLEGE OF BUSINESS,ELIZABETH,NJ,Proprietary 2 Year,"3,557","14,802,190"
260300,DREW UNIVERSITY,MADISON,NJ,Private 4 Year,513,"2,206,445"
2131100,DU CRET SCHOOL OF THE ARTS,PLAINFIELD,NJ,Private 2 Year,18,"62,662"
3122600,EASTERN INTERNATIONAL COLLEGE,JERSEY CITY,NJ,Proprietary 2 Year,368,"1,481,865"
3811300,EASTERN SCHOOL OF ACUPUNCTURE AND TRADIT,MONTCLAIR,NJ,Proprietary 2 Year,3,"9,250"
2053700,EASTWICK COLLEGE,RAMSEY,NJ,Proprietary 2 Year,761,"2,199,132"
2149800,EMPIRE BEAUTY SCHOOL,LAUREL SPRNGS CLEMENTON,NJ,Proprietary 2 Year,327,"1,143,434"
2344200,EMPIRE BEAUTY SCHOOL,CHERRY HILL,NJ,Proprietary 2 Year,315,"1,001,654"
710700,ESSEX COUNTY COLLEGE,NEWARK,NJ,Public 2 Year,"8,504","32,150,043"
2261800,EUROPEAN ACADEMY OF COSMETOLOGY,UNION,NJ,Proprietary 2 Year,139,"469,836"
260702,FAIRLEIGH DICKINSON UNIV-ED WMS CLG,HACKENSACK,NJ,Private 4 Year,6,"14,445"
260700,FAIRLEIGH DICKINSON UNIV-TEANECK,TEANECK,NJ,Private 4 Year,"2,593","10,467,938"
261000,FELICIAN COLLEGE,LODI,NJ,Private 4 Year,955,"3,953,109"
4125000,GENTLE HEALING SCHOOL OF MASSAGE,CRANBURY,NJ,Proprietary 2 Year,8,"17,567"
260800,GEORGIAN COURT UNIVERSITY,LAKEWOOD,NJ,Private 4 Year,807,"3,172,365"
690100,GLOUCESTER COUNTY COLLEGE,SEWELL,NJ,Public 2 Year,"2,284","8,341,207"
2104000,HARRIS SCHOOL OF BUSINESS,CHERRY HILL,NJ,Proprietary 2 Year,"1,927","5,917,101"
2586900,HARRIS SCHOOL OF BUSINESS,VOORHEES,NJ,Proprietary 2 Year,"1,270","3,846,570"
3803300,HEALTHCARE TRAINING INSTITUTE,UNION,NJ,Proprietary 2 Year,257,"887,341"
849400,HO HO KUS SCHL OF TRADE & TECH SCIENCES,PATERSON,NJ,Proprietary 2 Year,203,"737,007"
1246200,HOHOKUS - HACKENSACK SCHOOL OF BUSINESS,HACKENSACK,NJ,Proprietary 2 Year,596,"1,917,578"
2092300,HOHOKUS SCHOOL - RETS/NUTLEY,NUTLEY,NJ,Proprietary 2 Year,592,"1,863,759"
641700,HOLY NAME HOSPITAL SCH OF NURSING,TEANECK,NJ,Private 2 Year,46,"158,655"
1295400,HUDSON COUNTY COMMUNITY COLLEGE,JERSEY CITY,NJ,Public 2 Year,"8,071","28,553,050"
3197300,INSTITUTE FOR HEALTH EDUCATION(THE),JERSEY CITY,NJ,Proprietary 2 Year,190,"755,264"
3536300,INSTITUTE FOR THERAPEUTIC MASSAGE,HASKELL,NJ,Proprietary 2 Year,92,"265,719"
2146800,JOE KUBERT SCH OF CARTOON & GRAPHIC,DOVER,NJ,Proprietary 2 Year,31,"136,125"
262200,KEAN UNIVERSITY,UNION,NJ,Public 4 Year,"6,106","24,275,930"
3530300,"KEY SKILLS LEARNING, INC.",CLIFTON,NJ,Proprietary 2 Year,3,"4,319"
4173100,LAB PAUL MITCHELL PARTNER SCHOOL (THE),EWING,NJ,Proprietary 2 Year,62,"223,915"
750600,LINCOLN TECHNICAL INSTITUTE,UNION,NJ,Proprietary 2 Year,"2,475","8,564,643"
1246100,LINCOLN TECHNICAL INSTITUTE,EDISON,NJ,Proprietary 2 Year,"4,404","14,492,182"
2291000,LINCOLN TECHNICAL INSTITUTE,SOUTH PLAINFIELD,NJ,Proprietary 2 Year,253,"970,167"
474000,MERCER COUNTY COMMUNITY COLLEGE,TRENTON,NJ,Public 2 Year,"4,054","13,378,713"
4180300,MESIVTA KESER TORAH,BELMAR,NJ,Private 4 Year,34,"181,825"
3637300,METRO AUTO ELECTRONICS TRAINING INSTITUT,KENILWORTH,NJ,Proprietary 2 Year,14,"42,087"
261500,MIDDLESEX COUNTY COLLEGE,EDISON,NJ,Public 2 Year,"5,772","20,171,828"
539900,MONMOUTH COUNTY VOCATIONAL SCH DIST,FREEHOLD,NJ,Public 2 Year,49,"197,804"
261600,MONMOUTH UNIVERSITY,WEST LONG BRANCH,NJ,Private 4 Year,"1,261","5,033,541"
261700,MONTCLAIR STATE UNIVERSITY,MONTCLAIR,NJ,Public 4 Year,"5,573","23,003,622"
1152300,MORRIS COUNTY SCHOOL OF TECHNOLOGY,DENVILLE,NJ,Public 2 Year,15,"71,600"
642000,MOUNTAINSIDE HOSP SCH NRSG,MONTCLAIR,NJ,Proprietary 2 Year,12,"32,828"
642100,MUHLENBERG SNYDER SCHOOLS,PLAINFIELD,NJ,Private 2 Year,210,"555,806"
4154900,NATIONAL CAREER INSTITUTE,EAST ORANGE,NJ,Proprietary 2 Year,315,"1,194,179"
1170800,NATURAL MOTION INST OF HAIR DESIGN,JERSEY CITY,NJ,Proprietary 2 Year,122,"453,498"
3424500,NEW COMMUNITY WORKFORCE DEVELOPMENT,NEWARK,NJ,Private 2 Year,394,"1,221,206"
2223700,NEW HORIZON INST OF COSMETOLOGY,WEST NEW YORK,NJ,Proprietary 2 Year,201,"653,656"
261300,NEW JERSEY CITY UNIVERSITY,JERSEY CITY,NJ,Public 4 Year,"4,176","17,188,162"
262100,NEW JERSEY INST OF TECHNOLOGY,NEWARK,NJ,Public 4 Year,"2,540","10,295,504"
262400,OCEAN COUNTY COLLEGE,TOMS RIVER,NJ,Public 2 Year,"3,841","13,086,148"
2523700,OCEAN COUNTY VOCATIONAL-TECH SCHOOL,TOMS RIVER,NJ,Public 2 Year,162,"495,623"
2219600,OMEGA INSTITUTE,PENNSAUKEN,NJ,Proprietary 2 Year,249,"883,028"
1062900,P B COSMETOLOGY EDUCATION CENTRE,GLOUCESTER CITY,NJ,Proprietary 2 Year,174,"625,846"
759300,PARISIAN BEAUTY ACADEMY,HACKENSACK,NJ,Proprietary 2 Year,231,"772,859"
999400,PASSAIC COUNTY COMMUNITY COLLEGE,PATERSON,NJ,Public 2 Year,"6,573","20,758,538"
3650600,PC AGE,JERSEY CITY,NJ,Proprietary 2 Year,259,"944,528"
3650603,PC AGE,EDISON,NJ,Proprietary 2 Year,1,"2,775"
2131600,PENNCO TECH,BLACKWOOD,NJ,Proprietary 2 Year,772,"2,835,162"
3625300,PERFORMANCE TRAINING INSTITUTE,TOMS RIVER,NJ,Proprietary 2 Year,932,"3,304,672"
262700,PRINCETON UNIVERSITY,PRINCETON,NJ,Private 4 Year,638,"2,417,064"
2558700,PRISM CAREER INSTITUTE,HAMMONTON,NJ,Proprietary 2 Year,682,"2,184,963"
3077500,RABBI JACOB JOSEPH SCHOOL,EDISON,NJ,Private 4 Year,22,"104,950"
860900,RABBINICAL COLLEGE OF AMERICA,MORRISTOWN,NJ,Private 4 Year,100,"463,457"
934400,RAMAPO COLLEGE OF NEW JERSEY,MAHWAH,NJ,Public 4 Year,"1,451","5,832,797"
773100,RARITAN VALLEY COMMUNITY COLLEGE,SOMERVILLE,NJ,Public 2 Year,"2,198","7,096,004"
1209000,REIGNBOW BEAUTY ACADEMY,PERTH AMBOY,NJ,Proprietary 2 Year,165,"569,568"
2528200,REIGNBOW BEAUTY ACADEMY,NORTH PLAINFIELD,NJ,Proprietary 2 Year,132,"432,830"
934500,RICHARD STOCKTON COLLEGE OF NJ,POMONA,NJ,Public 4 Year,"2,749","10,815,368"
262800,RIDER UNIVERSITY,LAWRENCEVILLE,NJ,Private 4 Year,"1,258","4,902,784"
1090300,RIZZIERI INSTITUTE,VOORHEES,NJ,Proprietary 2 Year,134,"450,565"
2061800,ROMAN ACADEMY OF BEAUTY CULTURE,HAWTHORNE,NJ,Proprietary 2 Year,73,"241,126"
260900,ROWAN UNIVERSITY,GLASSBORO,NJ,Public 4 Year,"3,346","13,209,628"
262900,"RUTGERS, THE STATE UNIVERSITY OF NJ",NEW BRUNS-NEWARK-CAMDEN,NJ,Public 4 Year,"15,658","65,296,844"
263800,SAINT PETER'S UNIVERSITY,JERSEY CITY,NJ,Private 4 Year,"1,272","5,398,675"
546100,SALEM COMMUNITY COLLEGE,CARNEY'S POINT,NJ,Public 2 Year,719,"2,507,408"
4191400,SCHOOL OF COURT REPORTING (THE),MARLTON,NJ,Proprietary 2 Year,42,"134,272"
263200,SETON HALL UNIVERSITY,SOUTH ORANGE,NJ,Private 4 Year,"1,569","6,497,337"
2234600,SHORE BEAUTY SCHOOL,PLEASANTVILLE,NJ,Proprietary 2 Year,140,"469,050"
3666300,SOMERSET CHRISTIAN COLLEGE,ZAREPHATH,NJ,Private 4 Year,220,"838,925"
642900,ST FRANCIS MEDICAL CTR SCH NURSING,TRENTON,NJ,Private 2 Year,3,"11,700"
4154500,STARTING POINTS FOR CHILDREN,JERSEY CITY,NJ,Private 2 Year,101,"274,026"
3187300,STENOTECH CAREER INSTITUTE,FAIRFIELD,NJ,Proprietary 2 Year,61,"253,858"
263900,STEVENS INSTITUTE OF TECHNOLOGY,HOBOKEN,NJ,Private 4 Year,584,"2,288,746"
2568800,SUSSEX COUNTY COMMUNITY COLLEGE,NEWTON,NJ,Public 2 Year,"1,262","4,057,284"
1198900,TALMUDICAL ACADEMY,ADELPHIA,NJ,Private 4 Year,49,"233,725"
545200,TETERBORO SCH OF AERONAUTICS,TETERBORO,NJ,Proprietary 2 Year,177,"698,568"
2192200,THOMAS EDISON STATE COLLEGE,TRENTON,NJ,Public 4 Year,"2,156","5,055,902"
4131200,TOTAL IMAGE BEAUTY ACADEMY,JERSEY CITY,NJ,Proprietary 2 Year,64,"249,876"
264300,UNION COUNTY COLLEGE,CRANFORD,NJ,Public 2 Year,"6,569","22,722,676"
2232500,UNION COUNTY VOCATIONAL TECH INST,SCOTCH PLAINS,NJ,Public 2 Year,68,"231,368"
1039400,UNIV OF MEDICINE & DENTISTRY OF NJ,NEWARK,NJ,Public 4 Year,184,"626,274"
2503900,WARREN COUNTY COMMUNITY COLLEGE,WASHINGTON,NJ,Public 2 Year,755,"2,409,633"
262500,WILLIAM PATERSON UNIVERSITY,WAYNE,NJ,Public 4 Year,"4,309","17,262,318"
4192400,YESHIVA GEDOLAH ZICHRON LEYMA,LINDEN,NJ,Private 4 Year,16,"57,925"
4131100,YESHIVA TORAS CHAIM,LAKEWOOD,NJ,Private 4 Year,121,"630,800"
4123400,YESHIVAS BE'ER YITZCHOK,ELIZABETH,NJ,Private 4 Year,52,"250,539"
4174500,AVEDA INSTITUTE OF NEW MEXICO (THE),ALBUQUERQUE,NM,Proprietary 2 Year,106,"372,090"
474200,CENTRAL NEW MEXICO COMMUNITY COLLEGE,ALBUQUERQUE,NM,Public 2 Year,"14,626","36,534,081"
474300,CLOVIS COMMUNITY COLLEGE,CLOVIS,NM,Public 2 Year,"1,339","4,133,871"
1063200,DEWOLFF CLG HAIRSTYLING/COSMETOLOGY,ALBUQUERQUE,NM,Proprietary 2 Year,125,"463,992"
265100,EASTERN NEW MEXICO UNIV PORTALES,PORTALES,NM,Public 4 Year,"2,452","9,405,691"
265101,EASTERN NEW MEXICO UNIV-ROSWELL CAM,ROSWELL,NM,Public 4 Year,"1,679","5,895,288"
2146400,INSTITUTE OF AMERICAN INDIAN ARTS,SANTA FE,NM,Public 4 Year,228,"1,001,153"
996200,LUNA COMMUNITY COLLEGE,LAS VEGAS,NM,Public 2 Year,709,"2,665,025"
3944300,MASSAGE THERAPY TRAINING INSTITUTE,LAS CRUCES,NM,Proprietary 2 Year,37,"129,260"
3206300,MESALANDS COMMUNITY COLLEGE,TUCUMCARI,NM,Public 2 Year,272,"1,018,567"
2357600,NAVAJO TECHNICAL COLLEGE,CROWNPOINT,NM,Public 4 Year,"1,316","5,544,506"
265300,NEW MEXICO HIGHLANDS UNIVERSITY,LAS VEGAS,NM,Public 4 Year,"1,435","5,652,501"
265400,NEW MEXICO INST OF MINING & TECH,SOCORRO,NM,Public 4 Year,407,"1,678,063"
265500,NEW MEXICO JUNIOR COLLEGE,HOBBS,NM,Public 2 Year,924,"3,299,666"
265600,NEW MEXICO MILITARY INSTITUTE,ROSWELL,NM,Public 2 Year,189,"737,711"
265700,NEW MEXICO STATE UNIVERSITY,LAS CRUCES,NM,Public 4 Year,"14,376","55,489,512"
2083900,NORTHERN NEW MEXICO COLLEGE,EL RITO,NM,Public 4 Year,"1,065","3,959,900"
1300500,OLYMPIAN UNIVERSITY OF COSMETOLOGY,ALAMOGORDO,NM,Proprietary 2 Year,"1,564","5,329,652"
3678300,PIMA MEDICAL INSTITUTE,ALBURQUERQUE,NM,Proprietary 2 Year,35,"104,293"
266000,SAN JUAN COLLEGE,FARMINGTON,NM,Public 2 Year,"3,622","12,953,087"
2278100,SANTA FE COMMUNITY COLLEGE,SANTA FE,NM,Public 2 Year,"2,156","7,603,250"
264900,SANTA FE UNIVERSITY OF ART AND DESIGN,SANTA FE,NM,Proprietary 4 Year,220,"897,356"
2511000,SOUTHWESTERN INDIAN POLYTECH INST,ALBUQUERQUE,NM,Public 2 Year,436,"1,279,658"
209300,ST JOHN'S COLLEGE,SANTA FE,NM,Private 4 Year,128,"577,461"
266300,THE UNIVERSITY OF NEW MEXICO,ALBUQUERQUE,NM,Public 4 Year,"14,976","57,835,238"
4162400,TONI AND GUY HAIR ACADEMY,ALBUQUERQUE,NM,Proprietary 2 Year,88,"361,168"
3430300,UNIVERSAL THERAPEUTIC MASSAGE INSTITUTE,ALBUQUERQUE,NM,Proprietary 2 Year,72,"254,146"
265000,UNIVERSITY OF THE SOUTHWEST,HOBBS,NM,Private 4 Year,226,"911,708"
4178500,VOGUE COLLEGE OF COSMETOLOGY,SANTA FE,NM,Proprietary 2 Year,33,"126,470"
266400,WESTERN NEW MEXICO UNIVERSITY,SILVER CITY,NM,Public 4 Year,"1,571","6,284,911"
1323200,ACADEMY OF HAIR DESIGN,LAS VEGAS,NV,Proprietary 2 Year,151,"552,392"
4171000,ADVANCED TRAINING INSTITUTE,LAS VEGAS,NV,Proprietary 2 Year,227,"662,691"
4190300,AMERICAN INSTITUTE OF MEDICAL SONOGRAPHY,LAS VEGAS,NV,Proprietary 2 Year,12,"48,275"
4147600,AVEDA INSTITUTE LAS VEGAS,LAS VEGAS,NV,Proprietary 2 Year,94,"332,874"
2621500,CAREER COLLEGE OF NORTHERN NEVADA,SPARKS,NV,Proprietary 2 Year,681,"2,142,867"
3088200,CARSON CITY BEAUTY ACADEMY,CARSON CITY,NV,Proprietary 2 Year,113,"458,446"
1036200,COLLEGE OF SOUTHERN NEVADA,LAS VEGAS,NV,Public 4 Year,"15,816","44,098,186"
4191100,DESTINATION ACADEMY FOR SPA AND SALON PR,LAS VEGAS,NV,Proprietary 2 Year,18,"68,500"
2237500,EVEREST COLLEGE,LAS VEGAS,NV,Proprietary 2 Year,"1,094","3,575,178"
3787300,EXPERTISE SCHOOL OF BEAUTY,LAS VEGAS,NV,Private 2 Year,196,"788,950"
697700,GREAT BASIN COLLEGE,ELKO,NV,Public 4 Year,887,"2,872,292"
3975300,INSTITUTE OF PROFESSIONAL CAREERS,LAS VEGAS,NV,Proprietary 2 Year,12,"40,440"
4144800,INTERNATIONAL ACADEMY OF STYLE,RENO,NV,Proprietary 2 Year,93,"407,434"
3043200,KAPLAN COLLEGE,LAS VEGAS,NV,Proprietary 2 Year,929,"3,201,113"
737100,MARINELLO SCHOOL OF BEAUTY,RENO,NV,Proprietary 2 Year,390,"1,347,392"
736700,MARINELLO SCHOOLS OF BEAUTY,LAS VEGAS,NV,Proprietary 2 Year,472,"1,634,491"
4114300,NEVADA STATE COLLEGE,HENDERSON,NV,Public 4 Year,"1,261","4,577,011"
3838500,NORTHWEST HEALTH CAREERS,LAS VEGAS,NV,Proprietary 2 Year,240,"831,702"
4186300,PAUL MITCHELL THE SCHOOL LAS VEGAS,LAS VEGAS,NV,Proprietary 2 Year,144,"571,394"
4203100,PAUL MITCHELL THE SCHOOL RENO,RENO,NV,Proprietary 2 Year,127,"448,418"
919200,SIERRA NEVADA COLLEGE,INCLINE VILLAGE,NV,Private 4 Year,243,"981,544"
2107700,TRUCKEE MEADOWS COMMUNITY CLG,RENO,NV,Public 2 Year,"5,291","15,021,742"
256800,UNIVERSITY OF NEVADA RENO,RENO,NV,Public 4 Year,"4,225","16,102,600"
256900,UNIVERSITY OF NEVADA-LAS VEGAS,LAS VEGAS,NV,Public 4 Year,"7,718","30,268,755"
4065300,UNIVERSITY OF SOUTHERN NEVADA,HENDERSON,NV,Private 4 Year,77,"321,099"
1036300,WESTERN NEVADA COLLEGE,CARSON CITY,NV,Public 4 Year,"2,059","6,220,069"
4156000,ACADEMY OF COSMETOLOGY & ESTHETICS NYC (,STATEN ISLAND,NY,Proprietary 2 Year,100,"380,485"
4157500,ACCESS CAREERS,BROOKLYN,NY,Proprietary 2 Year,18,"48,765"
4043300,ACE COMPUTER TRAINING CENTER,FOREST HILLS,NY,Proprietary 2 Year,67,"259,126"
266600,ADELPHI UNIVERSITY,GARDEN CITY,NY,Private 4 Year,"1,534","6,247,531"
3103700,ADIRONDACK BEAUTY SCHOOL,GLEN FALLS,NY,Proprietary 2 Year,19,"79,600"
286000,ADIRONDACK COMMUNITY COLLEGE,QUEENSBURY,NY,Public 2 Year,"1,794","6,225,267"
4204300,AESTHETIC SCIENCE INSTITUTE (THE),LATHAM,NY,Proprietary 2 Year,8,"19,264"
2171900,AILEY SCHOOL (THE),NEW YORK,NY,Private 2 Year,31,"134,528"
288500,ALBANY COLLEGE OF PHARMACY AND HEALTH SC,ALBANY,NY,Private 4 Year,234,"950,458"
2170200,ALBANY SCHOHARIE SCHENECTADY,ALBANY,NY,Public 2 Year,144,"541,250"
266800,ALFRED UNIVERSITY,ALFRED,NY,Private 4 Year,769,"3,015,878"
3358300,ALLEN SCHOOL,JAMAICA,NY,Proprietary 2 Year,"2,333","8,032,820"
1081300,AMERICAN ACAD MCALLISTER INST,NEW YORK,NY,Private 2 Year,181,"531,128"
746500,AMERICAN ACADEMY OF DRAMATIC ARTS,NEW YORK,NY,Private 2 Year,168,"737,912"
3342400,AMERICAN BARBER INSTITUTE,NEW YORK,NY,Proprietary 2 Year,92,"286,007"
3903400,AMERICAN BEAUTY SCHOOL,BRONX,NY,Proprietary 2 Year,310,"883,601"
757200,AMERICAN MUSICAL AND DRAMATIC ACAD,NEW YORK,NY,Private 4 Year,635,"2,778,219"
4137700,ANN MARIE'S WORLD OF BEAUTY SCHOOL,BINGHAMTON,NY,Proprietary 2 Year,13,"43,482"
3426400,ANTHEM INSTITUTE,NEW YORK,NY,Proprietary 2 Year,411,"1,134,944"
751800,APEX TECHNICAL SCHOOL,NEW YORK,NY,Proprietary 2 Year,"1,703","6,298,040"
643501,ARNOT OGDEN MEDICAL CENTER,ELMIRA,NY,Private 2 Year,40,"145,837"
2525600,ART INSTITUTE OF NEW YORK CITY (THE),NEW YORK,NY,Proprietary 2 Year,"1,664","5,831,800"
3095500,ASA INST BUSINESS & COMPUTER TECH,BROOKLYN,NY,Proprietary 2 Year,"6,154","24,648,398"
2506000,ASSOCIATED BETH RIVKAH SCHOOLS,BROOKLYN,NY,Private 2 Year,95,"500,875"
4178700,ATELIER ESTHETIQUE INSTITUTE OF ESTHETIC,NEW YORK,NY,Proprietary 2 Year,128,"342,831"
737200,AUSTIN'S SCHOOL OF SPA TECHNOLOGY,ALBANY,NY,Proprietary 2 Year,423,"1,103,084"
3839300,AVEDA INSTITUTE NEW YORK,NEW YORK,NY,Proprietary 2 Year,165,"533,014"
2622900,BAIS MEDRASH ELYON,MONSEY,NY,Private 4 Year,5,"27,400"
267100,BARD COLLEGE,ANNANDALE-ON-HUDSON,NY,Private 4 Year,358,"1,482,719"
270800,BARNARD COLLEGE-COLUMBIA UNIV,NEW YORK,NY,Private 4 Year,480,"2,138,272"
739100,BEAUTY SCHOOL OF MIDDLETOWN,MIDDLETOWN,NY,Proprietary 2 Year,72,"231,341"
4192800,BE'ER YAAKOV TALMUDIC SEMINARY,SPRING VALLEY,NY,Private 4 Year,205,"1,119,975"
3713300,BEIS MEDRASH HEICHAL DOVID,FAR ROCKAWAY,NY,Private 4 Year,33,"160,862"
1183000,BERK TRADE AND BUSINESS SCHOOL,LONG ISLAND CITY,NY,Proprietary 2 Year,219,"606,170"
739400,BERKELEY COLLEGE,NEW YORK,NY,Proprietary 4 Year,"3,996","14,929,972"
739402,BERKELEY COLLEGE  -  WESTCHESTER CAMPUS,WHITE PLAINS,NY,Proprietary 4 Year,604,"2,304,691"
1119200,BETH HAMEDRASH SHAAREI YOSHER INST,BROOKLYN,NY,Private 4 Year,22,"118,125"
1192200,BETH HATALMUD RABBINICAL CLG,BROOKLYN,NY,Private 4 Year,30,"165,350"
283600,BINGHAMTON UNIVERSITY (SUNY),BINGHAMTON,NY,Public 4 Year,"3,431","14,677,250"
2138500,BOCES RENSSELAER SCHOOL OF PN,CASTLETON,NY,Public 2 Year,45,"214,580"
1302900,BORICUA COLLEGE,NEW YORK,NY,Private 4 Year,"1,451","5,869,264"
2106800,BRAMSON ORT COLLEGE,FOREST HILLS,NY,Private 2 Year,"1,168","4,454,564"
2075700,BRIARCLIFFE COLLEGE,BETHPAGE,NY,Proprietary 4 Year,"1,924","7,222,023"
928400,BRITTANY BEAUTY SCHOOL,LEVITTOWN,NY,Proprietary 2 Year,436,"1,383,371"
286200,BROOME COMMUNITY COLLEGE,BINGHAMTON,NY,Public 2 Year,"3,153","11,259,478"
2153600,BROOME-TIOGA BOCES PN PROG,BINGHAMTON,NY,Public 2 Year,42,"119,551"
267800,BRYANT & STRATTON COLLEGE,BUFFALO,NY,Proprietary 4 Year,"17,802","63,860,536"
284200,BUFFALO STATE COLLEGE - SUNY,BUFFALO,NY,Public 4 Year,"5,068","20,122,587"
2572900,BUSINESS INFORMATICS CENTER,VALLEY STREAM,NY,Proprietary 2 Year,62,"231,518"
268100,CANISIUS COLLEGE,BUFFALO,NY,Private 4 Year,"1,023","3,897,108"
2056400,CAPRI COSMETOLOGY LEARNING CENTER,NANUET,NY,Proprietary 2 Year,223,"679,409"
4125600,CAREER SCHOOL OF NY,STATEN ISLAND,NY,Private 2 Year,100,"308,653"
2110900,CATTARAUGUS/ALLEGANY BOCES,OLEAN,NY,Public 2 Year,82,"260,229"
286100,CAYUGA COMMUNITY COLLEGE,AUBURN,NY,Public 2 Year,"2,613","9,194,429"
2145800,CAYUGA ONONDAGA BOCES,AUBURN,NY,Public 2 Year,38,"159,969"
268500,CAZENOVIA COLLEGE,CAZENOVIA,NY,Private 4 Year,480,"1,926,539"
3773300,CENTER FOR NATURAL WELLNESS SCHOOL OF MA,ALBANY,NY,Proprietary 2 Year,82,"274,896"
1292700,CENTRAL TECH NURSING PROGRAM,SYRACUSE,NY,Public 2 Year,54,"202,712"
477600,CENTRAL YESHIVA TOMCHEI TMIMIM LUBA,BROOKLYN,NY,Private 4 Year,521,"2,655,075"
843700,CHAMPLAIN VALLEY - TEC/PRN,PLATTSBURGH,NY,Public 2 Year,21,"87,672"
1161400,CHAMPLAIN VALLEY HOSP SCH RAD TECH,PLATTSBURGH,NY,Private 2 Year,4,"15,150"
3096200,CHARLES STUART SCHOOL,BROOKLYN,NY,Proprietary 2 Year,37,"126,717"
