OPEID,NAME,CITY,STATE,Insttype,Recips,Awards
316500,OKLAHOMA CHRISTIAN UNIVERSITY,OKLAHOMA CITY,OK,Private 4 Year,558,"2,158,310"
1039100,OKLAHOMA CITY COMMUNITY COLLEGE,OKLAHOMA CITY,OK,Public 2 Year,"6,478","20,099,955"
316600,OKLAHOMA CITY UNIVERSITY,OKLAHOMA CITY,OK,Private 4 Year,488,"1,879,530"
3396300,OKLAHOMA HEALTH ACADEMY,TULSA,OK,Proprietary 2 Year,101,"388,646"
3396400,OKLAHOMA HEALTH ACADEMY,MOORE,OK,Proprietary 2 Year,42,"124,479"
317400,OKLAHOMA PANHANDLE STATE UNIVERSITY,GOODWELL,OK,Public 4 Year,665,"2,594,762"
3030700,OKLAHOMA SCHOOL OF PHOTOGRAPHY,MOORE,OK,Proprietary 2 Year,30,"129,962"
964700,"OKLAHOMA STATE UNIV, OKLA CITY",OKLAHOMA CITY,OK,Public 4 Year,"3,930","12,040,931"
317000,OKLAHOMA STATE UNIVERSITY,STILLWATER,OK,Public 4 Year,"6,208","24,101,916"
317200,OKLAHOMA STATE UNIVERSITY-OKMULGEE,OKMULGEE,OK,Public 4 Year,"1,858","6,143,519"
315100,OKLAHOMA WESLEYAN UNIVERSITY,BARTLESVILLE,OK,Private 4 Year,537,"1,606,932"
398500,ORAL ROBERTS UNIVERSITY,TULSA,OK,Private 4 Year,"1,162","4,770,011"
1120600,PIONEER TECHNOLOGY CENTER,PONCA CITY,OK,Public 2 Year,84,"270,137"
2306800,PLATT COLLEGE,TULSA,OK,Proprietary 4 Year,"1,876","6,616,864"
3124800,PLATT COLLEGE,LAWTON,OK,Proprietary 2 Year,280,"906,787"
3109800,PONCA CITY BEAUTY COLLEGE,PONCA CITY,OK,Proprietary 2 Year,45,"182,288"
2597400,PONTOTOC TECHNOLOGY CENTER SCHOOL,ADA,OK,Public 2 Year,101,"415,631"
3329400,PRYOR BEAUTY COLLEGE,PRYOR,OK,Proprietary 2 Year,88,"364,816"
531200,RED RIVER TECHNOLOGY CENTER,DUNCAN,OK,Public 2 Year,94,"278,901"
315600,REDLANDS COMMUNITY COLLEGE,EL RENO,OK,Public 2 Year,"1,076","3,459,961"
316800,ROGERS STATE UNIVERSITY,CLAREMORE,OK,Public 4 Year,"2,575","9,190,544"
918500,ROSE STATE COLLEGE,MIDWEST CITY,OK,Public 2 Year,"3,862","12,765,946"
2184400,SAND SPRINGS BEAUTY COLLEGE,SAND SPRINGS,OK,Proprietary 2 Year,139,"481,733"
317800,SEMINOLE STATE COLLEGE,SEMINOLE,OK,Public 2 Year,"1,138","4,092,435"
3453400,SHAWNEE BEAUTY COLLEGE,SHAWNEE,OK,Proprietary 2 Year,29,"121,909"
317900,SOUTHEASTERN OKLAHOMA STATE UNIV,DURANT,OK,Public 4 Year,"2,036","7,791,395"
314900,SOUTHERN NAZARENE UNIVERSITY,BETHANY,OK,Private 4 Year,840,"2,983,600"
1034200,SOUTHERN OKLAHOMA TECHNOLOGY CENTER,ARDMORE,OK,Public 2 Year,86,"222,849"
3103800,SOUTHERN SCHOOL OF BEAUTY,DURANT,OK,Proprietary 2 Year,41,"162,907"
3008700,SOUTHWEST TECHNOLOGY CENTER,ALTUS,OK,Public 2 Year,72,"276,702"
318000,SOUTHWESTERN CHRISTIAN UNIVERSITY,BETHANY,OK,Private 4 Year,496,"1,874,021"
318100,SOUTHWESTERN OKLAHOMA STATE UNIV,WEATHERFORD,OK,Public 4 Year,"2,089","7,688,454"
767800,SPARTAN COLLEGE OF AERONAUTICS AND TECHN,TULSA,OK,Proprietary 4 Year,913,"3,331,805"
318300,ST GREGORY'S UNIVERSITY,SHAWNEE,OK,Private 4 Year,380,"1,385,627"
3024700,STILLWATER BEAUTY ACADEMY,STILLWATER,OK,Proprietary 2 Year,28,"126,827"
3078500,TECH INST OF COSMETOLOGY ARTS & SCI,TULSA,OK,Proprietary 2 Year,45,"202,063"
861900,TRI COUNTY TECHNOLOGY CENTER,BARTLESVILLE,OK,Public 2 Year,118,"377,735"
976300,TULSA COMMUNITY COLLEGE,TULSA,OK,Public 2 Year,"9,857","31,476,751"
531100,TULSA COUNTY AREA VOC TECH SCHOOL,TULSA,OK,Public 2 Year,557,"1,908,063"
961800,TULSA WELDING SCHOOL,TULSA,OK,Proprietary 2 Year,"2,234","8,340,719"
315200,UNIV OF CENTRAL OKLAHOMA,EDMOND,OK,Public 4 Year,"5,806","21,857,698"
316700,UNIV OF SCIENCE & ARTS OF OKLAHOMA,CHICKASHA,OK,Public 4 Year,522,"2,105,733"
318400,UNIVERSITY OF OKLAHOMA,NORMAN,OK,Public 4 Year,"5,874","22,753,936"
318500,UNIVERSITY OF TULSA,TULSA,OK,Private 4 Year,547,"2,237,700"
791100,VIRGILS BEAUTY COLLEGE,MUSKOGEE,OK,Proprietary 2 Year,39,"163,732"
2600500,WES WATKINS TECHNOLOGY CENTER,WETUMKA,OK,Public 2 Year,107,"421,323"
1076200,WESTERN OK AREA VOC TECH SCH DIST12,BURNS FLAT,OK,Public 2 Year,101,"383,386"
314600,WESTERN OKLAHOMA STATE COLLEGE,ALTUS,OK,Public 2 Year,911,"3,015,741"
2531200,WOODWARD BEAUTY COLLEGE,WOODWARD,OK,Proprietary 2 Year,28,"108,992"
2556500,YUKON BEAUTY COLLEGE,YUKON,OK,Proprietary 2 Year,26,"100,544"
3783400,ABDILL CAREER COLLEGE,MEDFORD,OR,Proprietary 2 Year,107,"344,667"
1050700,ACADEMY OF HAIR DESIGN,SALEM,OR,Proprietary 2 Year,73,"277,760"
781900,ART INSTITUTE OF PORTLAND (THE),PORTLAND,OR,Proprietary 4 Year,"1,189","4,033,462"
4171400,AVEDA INSTITUTE PORTLAND,PORTLAND,OR,Proprietary 2 Year,246,"929,797"
2154400,BEAU MONDE CLG OF HAIR DESIGN,PORTLAND,OR,Proprietary 2 Year,123,"461,912"
3668300,BIRTHINGWAY COLLEGE OF MIDWIFERY,PORTLAND,OR,Private 4 Year,42,"135,161"
318600,BLUE MOUNTAIN COMMUNITY COLLEGE,PENDLETON,OR,Public 2 Year,"1,474","4,949,924"
3042500,CARRINGTON COLLEGE,PORTLAND,OR,Proprietary 2 Year,890,"3,038,786"
318800,CENTRAL OREGON COMMUNITY COLLEGE,BEND,OR,Public 2 Year,"5,079","16,214,539"
321800,CHEMEKETA COMMUNITY COLLEGE,SALEM,OR,Public 2 Year,"8,014","27,348,259"
487800,CLACKAMAS COMMUNITY COLLEGE,OREGON CITY,OR,Public 2 Year,"3,535","12,105,047"
318900,CLATSOP COMMUNITY COLLEGE,ASTORIA,OR,Public 2 Year,820,"2,669,342"
2106100,COLLEGE OF COSMETOLOGY,KLAMATH FALLS,OR,Proprietary 2 Year,96,"388,945"
2337900,COLLEGE OF HAIR DESIGN CAREERS,SALEM,OR,Proprietary 2 Year,61,"256,745"
2104900,COLLEGE OF LEGAL ARTS,PORTLAND,OR,Proprietary 2 Year,205,"684,786"
4151900,COLUMBIA GORGE COMMUNITY COLLEGE,THE DALLES,OR,Public 2 Year,743,"2,443,065"
888700,CONCORDE CAREER INSTITUTE,PORTLAND,OR,Proprietary 2 Year,838,"3,049,529"
319100,CONCORDIA UNIVERSITY,PORTLAND,OR,Private 4 Year,574,"2,229,475"
133900,CORBAN UNIVERSITY,SALEM,OR,Private 4 Year,430,"1,581,021"
319300,EASTERN OREGON UNIVERSITY,LA GRANDE,OR,Public 4 Year,"2,200","8,259,603"
3074500,EAST-WEST COLLEGE OF THE HEALING ARTS,PORTLAND,OR,Proprietary 2 Year,190,"452,623"
907900,EVEREST COLLEGE,PORTLAND,OR,Proprietary 2 Year,"2,922","9,551,908"
319400,GEORGE FOX UNIVERSITY,NEWBERG,OR,Private 4 Year,833,"3,206,215"
732969,ITT TECHNICAL INSTITUTE,PORTLAND,OR,Proprietary 4 Year,"1,280","4,525,172"
3428300,KLAMATH COMMUNITY COLLEGE,KLAMATH FALLS,OR,Public 2 Year,"1,444","4,742,038"
319600,LANE COMMUNITY COLLEGE,EUGENE,OR,Public 2 Year,"10,381","36,015,090"
3022600,LE CORDON BLEU COLLEGE OF CULINARY ARTS,PORTLAND,OR,Proprietary 2 Year,"2,551","9,965,430"
319700,LEWIS & CLARK COLLEGE,PORTLAND,OR,Private 4 Year,460,"1,895,881"
319800,LINFIELD COLLEGE,MCMINNVILLE,OR,Private 4 Year,776,"2,733,568"
693800,LINN BENTON COMMUNITY COLLEGE,ALBANY,OR,Public 2 Year,"3,482","11,260,995"
319900,MARYLHURST UNIVERSITY,MARYLHURST,OR,Private 4 Year,433,"1,417,994"
320300,MOUNT ANGEL SEMINARY,ST BENEDICT,OR,Private 4 Year,28,"139,855"
320400,MOUNT HOOD COMMUNITY COLLEGE,GRESHAM,OR,Public 2 Year,"5,205","17,438,945"
320600,MULTNOMAH BIBLE COLLEGE/SEMINARY,PORTLAND,OR,Private 4 Year,340,"1,267,689"
2159700,NEW HOPE CHRISTIAN COLLEGE,EUGENE,OR,Private 4 Year,112,"493,620"
320800,NORTHWEST CHRISTIAN UNIVERSITY,EUGENE,OR,Private 4 Year,268,"1,006,864"
2101000,NORTHWEST COLLEGE OF HAIR DESIGN,CLACKAMAS,OR,Proprietary 2 Year,680,"2,692,815"
2578800,NORTHWEST NANNIES INSTITUTE,LAKE OSWEGO,OR,Proprietary 2 Year,23,"82,159"
3007300,OREGON COLLEGE OF ART & CRAFT,PORTLAND,OR,Private 4 Year,81,"324,704"
488200,OREGON HEALTH & SCIENCE UNIVERSITY,PORTLAND,OR,Public 4 Year,288,"1,129,742"
321100,OREGON INSTITUTE OF TECHNOLOGY,KLAMATH FALLS,OR,Public 4 Year,"1,381","5,561,528"
321000,OREGON STATE UNIVERSITY,CORVALLIS,OR,Public 4 Year,"7,788","30,173,492"
320700,PACIFIC NORTHWEST COLLEGE OF ART,PORTLAND,OR,Private 4 Year,288,"1,120,118"
321200,PACIFIC UNIVERSITY,FOREST GROVE,OR,Private 4 Year,530,"2,111,125"
1234800,PHAGANS BEAUTY COLLEGE,CORVALLIS,OR,Proprietary 2 Year,65,"233,461"
1234700,PHAGANS CENTRAL OREGON BEAUTY CLG,BEND,OR,Proprietary 2 Year,154,"582,081"
3185300,PHAGANS GRANTS PASS COLLEGE OF BTY,GRANTS PASS,OR,Proprietary 2 Year,62,"231,215"
1012200,PHAGANS' MEDFORD BEAUTY SCHOOL,MEDFORD,OR,Proprietary 2 Year,96,"353,736"
3074400,PHAGANS NEWPORT ACAD CSMTLGY CAREER,NEWPORT,OR,Proprietary 2 Year,34,"125,526"
1235100,PHAGANS SCHOOL OF BEAUTY,SALEM,OR,Proprietary 2 Year,82,"297,042"
1235000,PHAGANS SCHOOL OF HAIR DESIGN,MILWAUKIE,OR,Proprietary 2 Year,151,"619,538"
2201900,PHAGANS' SCHOOL OF HAIR DESIGN,PORTLAND,OR,Proprietary 2 Year,187,"788,950"
1300800,PHAGANS TIGARD BEAUTY SCHOOL,TIGARD,OR,Proprietary 2 Year,48,"209,876"
2330100,PIONEER PACIFIC COLLEGE,WILSONVILLE,OR,Proprietary 4 Year,"1,611","5,456,680"
4146500,PORTLAND ACTORS CONSERVATORY,PORTLAND,OR,Private 2 Year,10,"46,000"
321300,PORTLAND COMMUNITY COLLEGE,PORTLAND,OR,Public 2 Year,"18,350","56,636,791"
321600,PORTLAND STATE UNIVERSITY,PORTLAND,OR,Public 4 Year,"10,592","40,623,402"
321700,REED COLLEGE,PORTLAND,OR,Private 4 Year,281,"1,187,771"
1018200,ROGUE COMMUNITY COLLEGE,GRANTS PASS,OR,Public 2 Year,"4,427","14,581,900"
2344100,ROSEBURG BEAUTY COLLEGE,ROSEBURG,OR,Proprietary 2 Year,49,"209,686"
4167400,SAGE SCHOOL OF MASSAGE & HEALING ARTS,BEND,OR,Proprietary 2 Year,19,"46,923"
321900,SOUTHERN OREGON UNIVERSITY,ASHLAND,OR,Public 4 Year,"2,417","9,816,371"
322000,SOUTHWESTERN OREGON COMMUNITY CLG,COOS BAY,OR,Public 2 Year,"1,140","3,868,443"
958100,SPRINGFIELD COLLEGE OF BEAUTY,SPRINGFIELD,OR,Proprietary 2 Year,105,"417,469"
322100,TREASURE VALLEY COMMUNITY COLLEGE,ONTARIO,OR,Public 2 Year,"2,311","7,492,175"
322200,UMPQUA COMMUNITY COLLEGE,ROSEBURG,OR,Public 2 Year,"2,629","8,807,064"
322300,UNIVERSITY OF OREGON,EUGENE,OR,Public 4 Year,"5,651","23,286,181"
322400,UNIVERSITY OF PORTLAND,PORTLAND,OR,Private 4 Year,803,"3,197,487"
1230900,UNIVERSITY OF WESTERN STATES,PORTLAND,OR,Private 4 Year,51,"114,882"
3642300,VALLEY MEDICAL COLLEGE,SALEM,OR,Proprietary 2 Year,389,"1,091,699"
322500,WARNER PACIFIC COLLEGE,PORTLAND,OR,Private 4 Year,"1,104","4,267,904"
320900,WESTERN OREGON UNIVERSITY,MONMOUTH,OR,Public 4 Year,"2,500","10,188,161"
322700,WILLAMETTE UNIVERSITY,SALEM,OR,Private 4 Year,474,"1,925,512"
708700,ABINGTON MEM HOSP SCHL OF NURSING,WILLOW GROVE,PA,Private 2 Year,85,"330,707"
2289700,ACADEMY OF CREATIVE HAIR DESIGN,WILKES BARRE,PA,Proprietary 2 Year,189,"638,527"
2178900,ACADEMY OF HAIR DESIGN,HAZELTON,PA,Proprietary 2 Year,187,"622,549"
2234200,ACADEMY OF MEDICAL ARTS & BUSINESS,HARRISBURG,PA,Proprietary 2 Year,365,"1,295,302"
322900,ALBRIGHT COLLEGE,READING,PA,Private 4 Year,883,"3,377,472"
323000,ALLEGHENY COLLEGE,MEADVILLE,PA,Private 4 Year,583,"2,341,999"
2495500,ALL-STATE CAREER SCHOOL,LESTER,PA,Proprietary 2 Year,996,"2,938,721"
3072400,ALL-STATE CAREER SCHOOL,WEST MIFFLIN,PA,Proprietary 2 Year,386,"1,010,219"
2290400,"ALTOONA BEAUTY SCHOOL, INC",ALTOONA,PA,Proprietary 2 Year,51,"185,552"
323300,ALVERNIA UNIVERSITY,READING,PA,Private 4 Year,888,"3,293,588"
844100,ANTHEM INSTITUTE,SPRINGFIELD,PA,Proprietary 4 Year,923,"3,090,985"
743000,ANTONELLI INST OF ART & PHOTOGRAPHY,ERDENHEIM,PA,Proprietary 2 Year,81,"305,226"
3067000,ANTONELLI MEDICAL & PROF INST,POTTSTOWN,PA,Proprietary 2 Year,66,"212,189"
323500,ARCADIA UNIVERSITY,GLENSIDE,PA,Private 4 Year,761,"2,844,166"
972300,ARIA HEALTH SCHOOL OF NURSING,FEASTERVILLE TREVOSE,PA,Private 2 Year,111,"431,199"
835000,ART INSTITUTE OF PHILADELPHIA,PHILADELPHIA,PA,Proprietary 4 Year,"2,388","7,795,168"
747000,"ART INSTITUTE OF PITTSBURGH, THE",PITTSBURGH,PA,Proprietary 4 Year,"15,928","38,307,196"
2557800,ART INSTITUTE OF YORK (THE) - PENNSYLVAN,YORK,PA,Proprietary 4 Year,395,"1,370,184"
1162100,AUTOMOTIVE TRAINING CENTER,EXTON,PA,Proprietary 2 Year,611,"2,119,727"
3110700,AVIATION INSTITUTE OF MAINTENANCE,PHILADELPHIA,PA,Proprietary 2 Year,380,"1,344,686"
267000,BAPTIST BIBLE COLG OF PENNSYLVANIA,CLARKS SUMMIT,PA,Private 4 Year,366,"1,285,335"
4164900,BARONE BEAUTY ACADEMY,WILLIAMSPORT,PA,Proprietary 2 Year,39,"134,217"
1191900,BEAVER FALLS BEAUTY ACADEMY,BEAVER FALLS,PA,Proprietary 2 Year,69,"242,412"
4151700,BELLA CAPELLI ACADEMY,MONROEVILLE,PA,Proprietary 2 Year,62,"204,346"
2253900,BERKS TECHNICAL INSTITUTE,READING,PA,Proprietary 2 Year,"1,126","4,132,572"
3101500,BIDWELL TRAINING CENTER,PITTSBURGH,PA,Private 2 Year,19,"77,950"
331500,BLOOMSBURG UNIVERSITY OF PA,BLOOMSBURG,PA,Public 4 Year,"2,912","11,446,021"
972100,BRADFORD SCHOOL,PITTSBURGH,PA,Proprietary 2 Year,376,"1,210,486"
322800,BRYN ATHYN COLLEGE OF THE NEW CHURCH,BRYN ATHYN,PA,Private 4 Year,83,"306,033"
323700,BRYN MAWR COLLEGE,BRYN MAWR,PA,Private 4 Year,264,"1,111,455"
323800,BUCKNELL UNIVERSITY,LEWISBURG,PA,Private 4 Year,363,"1,439,954"
323900,BUCKS COUNTY COMMUNITY COLLEGE,NEWTOWN,PA,Public 2 Year,"2,666","8,087,317"
2270500,BUCKS COUNTY SCHOOL OF BEAUTY CULT,FEASTERVILLE,PA,Proprietary 2 Year,61,"194,323"
2544300,BUTLER BEAUTY SCHOOL,BUTLER,PA,Proprietary 2 Year,124,"471,264"
324000,BUTLER COUNTY COMMUNITY COLLEGE,BUTLER,PA,Public 2 Year,"1,956","6,348,852"
324100,CABRINI COLLEGE,RADNOR,PA,Private 4 Year,404,"1,606,276"
335100,CAIRN UNIVERSITY,LANGHORNE,PA,Private 4 Year,450,"1,688,564"
331600,CALIFORNIA UNIV OF PENNSYLVANIA,CALIFORNIA,PA,Public 4 Year,"3,089","11,766,439"
488900,CAMBRIA-ROWE BUSINESS COLLEGE,JOHNSTOWN,PA,Proprietary 2 Year,280,"969,510"
4127500,CAREER DEVELOPMENT & EMPLOYMENT,WILKES BARRE,PA,Proprietary 2 Year,34,"112,471"
3098600,CAREER TECH CTR OF LACKAWANNA CNTY,SCRANTON,PA,Public 2 Year,68,"227,830"
2609500,CAREER TRAINING ACADEMY,NEW KENSINGTON,PA,Proprietary 2 Year,227,"835,968"
330300,CARLOW UNIVERSITY,PITTSBURGH,PA,Private 4 Year,779,"2,946,668"
324200,CARNEGIE MELLON UNIVERSITY,PITTSBURGH,PA,Private 4 Year,839,"3,484,682"
324300,CEDAR CREST COLLEGE,ALLENTOWN,PA,Private 4 Year,702,"2,448,743"
533500,CENTRAL PENN INST OF SCI & TECH PNP,PLEASANT GAP,PA,Public 2 Year,148,"559,092"
489000,CENTRAL PENNSYLVANIA COLLEGE,SUMMERDALE,PA,Proprietary 4 Year,"1,078","3,089,047"
2151500,CENTRAL SUSQUEHANNA LPN CENTER,LEWISBURG,PA,Public 2 Year,78,"270,975"
324400,CHATHAM UNIVERSITY,PITTSBURGH,PA,Private 4 Year,326,"1,270,802"
752900,"CHESTER COUNTY INTERMEDIATE UNIT, PNP",DOWNINGTOWN,PA,Public 2 Year,114,"449,812"
324500,CHESTNUT HILL COLLEGE,PHILADELPHIA,PA,Private 4 Year,832,"3,322,408"
331700,CHEYNEY UNIVERSITY OF PENNSYLVANIA,CHEYNEY,PA,Public 4 Year,"1,042","4,662,244"
2289800,CHI INSTITUTE - FRANKLIN MILLS,PHILADELPHIA,PA,Proprietary 2 Year,"1,905","6,503,232"
778100,CHI INSTITUTE/RETS CAMPUS,BROOMALL,PA,Proprietary 2 Year,759,"2,505,987"
653400,CITIZENS SCHOOL OF NURSING,NEW KENSINGTON,PA,Private 2 Year,115,"429,766"
2550000,CLARION CO AREA VOC-TECH PRAC NRSG,SHIPPENVILLE,PA,Public 2 Year,52,"150,093"
331800,CLARION UNIVERSITY OF PENNSYLVANIA,CLARION,PA,Public 4 Year,"2,439","9,289,748"
2169600,CLEARFIELD CTY CAREER AND TECH CNTR,CLEARFIELD,PA,Public 2 Year,46,"200,900"
323100,COMM CLG OF ALLEGHENY-ALLEGHENY CMP,PITTSBURGH,PA,Public 2 Year,"10,573","33,565,886"
2536600,COMMONWEALTH TECH INSTIT @ HIRAM G,JOHNSTOWN,PA,Public 2 Year,199,"821,360"
680700,COMMUNITY COLLEGE OF BEAVER COUNTY,MONACA,PA,Public 2 Year,"1,432","4,762,811"
324900,COMMUNITY COLLEGE OF PHILADELPHIA,PHILADELPHIA,PA,Public 2 Year,"15,306","47,235,943"
653700,CONEMAUGH VLY MEM HOSP SCH NRSNG,JOHNSTOWN,PA,Private 2 Year,74,"308,092"
2289600,CONSOLIDATED SCHOOL OF BUSINESS,YORK,PA,Proprietary 2 Year,136,"477,045"
3029900,CONSOLIDATED SCHOOL OF BUSINESS,LANCASTER,PA,Proprietary 2 Year,135,"462,272"
1005500,CRAWFORD CNTY AREA VO-TECH PRAC NUR,MEADVILLE,PA,Public 2 Year,25,"100,195"
325100,CURTIS INSTITUTE OF MUSIC,PHILADELPHIA,PA,Private 4 Year,17,"80,950"
3072600,DCI CAREER INSTITUTE,MONACA,PA,Proprietary 2 Year,133,"505,874"
918600,DEAN INSTITUTE OF TECHNOLOGY,PITTSBURGH,PA,Proprietary 2 Year,136,"504,339"
711000,DELAWARE COUNTY COMMUNITY COLLEGE,MEDIA,PA,Public 2 Year,"5,796","19,284,871"
3128400,DELAWARE COUNTY TECHNICAL SCHOOL,BROOMALL,PA,Public 2 Year,81,"346,576"
325200,DELAWARE VALLEY COLLEGE,DOYLESTOWN,PA,Private 4 Year,540,"2,038,220"
398600,DESALES UNIVERSITY,CENTER VALLEY,PA,Private 4 Year,638,"2,085,284"
325300,DICKINSON COLLEGE,CARLISLE,PA,Private 4 Year,287,"1,145,168"
2068300,DOUGLAS SCHOOL OF BUSINESS,MONESSEN,PA,Proprietary 2 Year,237,"939,030"
3031600,DPT BUSINESS SCHOOL,PHILADELPHIA,PA,Proprietary 2 Year,437,"1,082,413"
325600,DREXEL UNIVERSITY,PHILADELPHIA,PA,Private 4 Year,"3,440","12,585,588"
325602,DREXEL UNIVERSITY,PHILADELPHIA,PA,Private 4 Year,1,"5,000"
489300,DU BOIS BUSINESS COLLEGE,DU BOIS,PA,Proprietary 2 Year,249,"872,721"
325800,DUQUESNE UNIVERSITY,PITTSBURGH,PA,Private 4 Year,"1,319","4,995,507"
332000,EAST STROUDSBURG UNIVERSITY,EAST STROUDSBURG,PA,Public 4 Year,"2,053","8,018,075"
2492600,EASTERN CTR ARTS AND TECH PR NSG,WILLOW GROVE,PA,Public 2 Year,69,"281,293"
325900,EASTERN UNIVERSITY,ST DAVIDS,PA,Private 4 Year,"1,276","4,614,426"
332100,EDINBORO UNIVERSITY OF PENNSYLVANIA,EDINBORO,PA,Public 4 Year,"3,158","12,156,328"
4024300,EDUCATION AND TECHNOLOGY INSTITUTE,GREENSBURG,PA,Private 2 Year,4,"7,106"
326200,ELIZABETHTOWN COLLEGE,ELIZABETHTOWN,PA,Private 4 Year,567,"1,929,435"
966400,EMPIRE BEAUTY SCHOOL,WHITEHALL,PA,Proprietary 2 Year,357,"1,241,283"
966500,EMPIRE BEAUTY SCHOOL,HARRISBURG,PA,Proprietary 2 Year,174,"559,360"
966600,EMPIRE BEAUTY SCHOOL,READING,PA,Proprietary 2 Year,290,"1,017,570"
1054100,EMPIRE BEAUTY SCHOOL,MONROEVILLE,PA,Proprietary 2 Year,245,"844,205"
1054200,EMPIRE BEAUTY SCHOOL,WILKES-BARRE,PA,Proprietary 2 Year,336,"1,137,421"
1054300,EMPIRE BEAUTY SCHOOL,WILLIAMSPORT,PA,Proprietary 2 Year,236,"772,948"
1097000,EMPIRE BEAUTY SCHOOL,LEBANON,PA,Proprietary 2 Year,37,"144,730"
1102000,EMPIRE BEAUTY SCHOOL,LANCASTER,PA,Proprietary 2 Year,434,"1,559,142"
1102100,EMPIRE BEAUTY SCHOOL,YORK,PA,Proprietary 2 Year,352,"1,170,378"
1163800,EMPIRE BEAUTY SCHOOL,SHAMOKIN DAM,PA,Proprietary 2 Year,60,"185,225"
1260500,EMPIRE BEAUTY SCHOOL,HANOVER,PA,Proprietary 2 Year,358,"1,270,654"
1260600,EMPIRE BEAUTY SCHOOL,POTTSVILLE,PA,Proprietary 2 Year,444,"1,664,078"
1260700,EMPIRE BEAUTY SCHOOL,STATE COLLEGE,PA,Proprietary 2 Year,35,"116,244"
2149000,EMPIRE BEAUTY SCHOOL,WEST CHESTER,PA,Proprietary 2 Year,408,"1,327,030"
2288800,EMPIRE BEAUTY SCHOOL,WARMINSTER,PA,Proprietary 2 Year,346,"1,330,398"
489400,ERIE BUSINESS CENTER,ERIE,PA,Proprietary 2 Year,358,"1,241,571"
489401,ERIE BUSINESS CENTER - NEW CASTLE CAMPUS,NEW CASTLE,PA,Proprietary 2 Year,85,"315,166"
2203900,ERIE INSTITUTE OF TECHNOLOGY,ERIE,PA,Proprietary 2 Year,281,"982,224"
709100,EVEREST INSTITUTE,PITTSBURGH,PA,Proprietary 2 Year,751,"2,404,055"
533000,FAYETTE CNTY AREA VOC TECH PRC NRSG,UNIONTOWN,PA,Public 2 Year,76,"286,988"
3101400,FORBES ROAD CAREER & TECHNOLOGY CTR,MONROEVILLE,PA,Public 2 Year,7,"21,925"
3010800,FORTIS INSTITUTE,ERIE,PA,Proprietary 2 Year,"3,175","10,373,661"
3011500,FORTIS INSTITUTE,FORTY FORT,PA,Proprietary 2 Year,290,"913,352"
3011600,FORTIS INSTITUTE,SCRANTON,PA,Proprietary 2 Year,444,"1,590,180"
326500,FRANKLIN & MARSHALL COLLEGE,LANCASTER,PA,Private 4 Year,313,"1,255,378"
791600,FRANKLIN CNTY CAREER & TECH CTR-PNP,CHAMBERSBURG,PA,Public 2 Year,31,"122,810"
326600,GANNON UNIVERSITY,ERIE,PA,Private 4 Year,990,"3,816,618"
326700,GENEVA COLLEGE,BEAVER FALLS,PA,Private 4 Year,846,"3,169,445"
326800,GETTYSBURG COLLEGE,GETTYSBURG,PA,Private 4 Year,342,"1,279,271"
1301500,GORDON PHILLIPS SCH BEAUTY CULTURE,PHILADELPHIA,PA,Proprietary 2 Year,703,"2,490,079"
978300,GORDON PHILLIPS SCH OF BEAUTY CULT,PHILADELPHIA,PA,Proprietary 2 Year,627,"2,213,272"
405800,GRATZ COLLEGE,MELROSE PARK,PA,Private 4 Year,4,"5,516"
2112200,GREAT LAKES INSTITUTE OF TECHNOLOGY,ERIE,PA,Proprietary 2 Year,548,"1,933,235"
1086000,GREATER ALTOONA CAREER/TECH CENTER,ALTOONA,PA,Public 2 Year,133,"561,681"
1000600,GREATER JOHNSTOWN AREA VOC TECH SCH,JOHNSTOWN,PA,Public 2 Year,207,"838,001"
1096300,GREENE COUNTY VOC-TECH SCHOOL,WAYNESBURG,PA,Public 2 Year,25,"108,700"
327000,GWYNEDD-MERCY COLLEGE,GWYNEDD VALLEY,PA,Private 4 Year,828,"3,156,580"
2276600,HANOVER PUBLIC SCH DIST PRAC NURSG,HANOVER,PA,Public 2 Year,27,"126,589"
327200,HARCUM COLLEGE,BRYN MAWR,PA,Private 2 Year,967,"3,720,660"
327300,HARRISBURG AREA COMMUNITY COLLEGE,HARRISBURG,PA,Public 2 Year,"11,301","32,557,846"
3948300,HARRISBURG UNIVERSITY OF SCIENCE AND TEC,HARRISBURG,PA,Private 4 Year,142,"560,495"
327400,HAVERFORD COLLEGE,HAVERFORD,PA,Private 4 Year,187,"759,990"
2554500,HAZLETON AREA CAREER CENTER PRACTICAL NU,HAZLETON,PA,Public 2 Year,17,"77,075"
327500,HOLY FAMILY UNIVERSITY,PHILADELPHIA,PA,Private 4 Year,756,"2,913,462"
3535300,HUNTINGDON COUNTY CAREER AND TECHNO,MILL CREEK,PA,Public 2 Year,23,"87,607"
746900,"HUSSIAN SCHOOL OF ART, INC.",PHILADELPHIA,PA,Proprietary 2 Year,73,"306,513"
327600,IMMACULATA UNIVERSITY,IMMACULATA,PA,Private 4 Year,675,"2,018,548"
2350200,INDIANA COUNTY TECH CTR SCH PR NSG,INDIANA,PA,Public 2 Year,69,"278,399"
327700,INDIANA UNIVERSITY OF PENNSYLVANIA,INDIANA,PA,Public 4 Year,"5,256","20,234,745"
4155100,INSTITUTE OF MEDICAL CAREERS,PITTSBURGH,PA,Proprietary 2 Year,8,"15,748"
