OPEID,Name,State,Type & Control,Recips,Awards
5460,SOMERSET COUNTY TECHNICAL INSTITUTE,NJ,Public 2 Year,78,"241,910"
6429,ST FRANCIS MEDICAL CENTER,NJ,Private 2 Year,2,"6,326"
31873,STENOTECH CAREER INSTITUTE,NJ,Proprietary 2 Year,59,"271,140"
2639,STEVENS INSTITUTE OF TECHNOLOGY,NJ,Private 4 Year,490,"1,890,634"
25688,SUSSEX COUNTY COMMUNITY COLLEGE,NJ,Public 2 Year,"1,108","3,524,559"
11989,TALMUDICAL ACADEMY,NJ,Private 4 Year,34,"166,200"
5452,TETERBORO SCHOOL OF AERONAUTICS,NJ,Proprietary 2 Year,145,"590,753"
21922,THOMAS A EDISON STATE COLLEGE,NJ,Public 4 Year,"1,351","2,942,954"
41312,TOTAL IMAGE BEAUTY ACADEMY,NJ,Proprietary 2 Year,13,"59,517"
2643,UNION COUNTY COLLEGE,NJ,Public 2 Year,"5,789","19,852,399"
22325,UNION COUNTY VOCATIONAL TECHNICAL SCHOOLS,NJ,Public 2 Year,87,"302,126"
10394,UNIVERSITY OF MEDICINE & DENTISTRY OF NEW JERSEY,NJ,Public 4 Year,130,"389,004"
25039,WARREN COUNTY COMMUNITY COLLEGE,NJ,Public 2 Year,572,"1,909,726"
2625,WILLIAM PATERSON UNIVERSITY OF NEW JERSEY,NJ,Public 4 Year,"3,214","13,051,569"
41311,YESHIVA TORAS CHAIM,NJ,Private 4 Year,76,"381,674"
41234,YESHIVAS BE'ER YITZCHOK,NJ,Private 4 Year,18,"77,850"
4742,CENTRAL NEW MEXICO COMMUNITY COLLEGE,NM,Public 2 Year,"13,197","30,537,020"
4743,CLOVIS COMMUNITY COLLEGE,NM,Public 2 Year,"1,506","4,753,710"
2649,COLLEGE OF SANTA FE,NM,Private 4 Year,78,"275,796"
10632,DEWOLFF COLLEGE OF HAIRSTYLING AND COSMETOLOGY,NM,Proprietary 2 Year,166,"689,760"
2651,EASTERN NEW MEXICO UNIVERSITY,NM,Public 4 Year,"3,694","13,903,084"
21464,INSTITUTE OF AMERICAN INDIAN & ALASKA NATIVE CULTURE & ARTSDEVELOPMENT,NM,Public 4 Year,207,"842,091"
9962,LUNA COMMUNITY COLLEGE,NM,Public 2 Year,558,"1,966,149"
39443,MASSAGE THERAPY TRAINING INSTITUTE,NM,Proprietary 2 Year,34,"118,291"
32063,MESALANDS COMMUNITY COLLEGE,NM,Public 2 Year,298,"1,147,668"
23576,NAVAJO TECHNICAL COLLEGE,NM,Public 2 Year,713,"2,595,600"
2653,NEW MEXICO HIGHLANDS UNIVERSITY,NM,Public 4 Year,"1,347","5,303,229"
2654,NEW MEXICO INSTITUTE OF MINING & TECHNOLOGY,NM,Public 4 Year,316,"1,232,875"
2655,NEW MEXICO JUNIOR COLLEGE,NM,Public 2 Year,"1,046","3,432,473"
2656,NEW MEXICO MILITARY INSTITUTE,NM,Public 2 Year,139,"521,695"
2657,NEW MEXICO STATE UNIVERSITY,NM,Public 4 Year,"12,890","48,774,017"
20839,NORTHERN NEW MEXICO COLLEGE,NM,Public 4 Year,986,"3,659,271"
13005,OLYMPIAN UNIVERSITY OF COSMETOLOGY,NM,Proprietary 2 Year,"1,198","4,076,831"
36783,PIMA MEDICAL INSTITUTE,NM,Proprietary 2 Year,30,"106,843"
2093,SAINT JOHN'S COLLEGE,NM,Private 4 Year,122,"516,322"
2660,SAN JUAN COLLEGE,NM,Public 2 Year,"2,754","9,654,512"
22781,SANTA FE COMMUNITY COLLEGE,NM,Public 2 Year,"1,649","5,618,756"
25110,SOUTHWESTERN INDIAN POLYTECHNIC INSTITUTE,NM,Public 2 Year,492,"1,969,514"
34303,UNIVERSAL THERAPEUTIC MASSAGE INSTITUTE,NM,Proprietary 2 Year,75,"238,854"
2663,UNIVERSITY OF NEW MEXICO,NM,Public 4 Year,"12,309","48,041,664"
2650,UNIVERSITY OF THE SOUTHWEST,NM,Private 4 Year,183,"662,183"
41624,URBAN ACADEMY,NM,Proprietary 2 Year,16,"37,172"
2664,WESTERN NEW MEXICO UNIVERSITY,NM,Public 4 Year,"1,485","5,638,095"
13232,ACADEMY OF HAIR DESIGN,NV,Proprietary 2 Year,160,"606,379"
31100,ACADEMY OF HEALING ARTS,NV,Proprietary 2 Year,490,"1,582,443"
30846,ART INSTITUTE OF LAS VEGAS (THE),NV,Proprietary 4 Year,"1,965","7,201,052"
26215,CAREER COLLEGE OF NORTHERN NEVADA,NV,Proprietary 2 Year,579,"2,431,818"
30882,CARSON CITY BEAUTY ACADEMY,NV,Proprietary 2 Year,110,"471,550"
41476,CASAL INSTITUTE OF NEVADA,NV,Proprietary 2 Year,81,"291,207"
10362,COLLEGE OF SOUTHERN NEVADA,NV,Public 4 Year,"9,860","28,218,854"
22375,EVEREST COLLEGE,NV,Proprietary 2 Year,"1,310","4,641,607"
37873,EXPERTISE COSMETOLOGY INSTITUTE,NV,Private 2 Year,257,"1,087,346"
6977,GREAT BASIN COLLEGE,NV,Public 4 Year,731,"2,214,390"
39753,INSTITUTE OF PROFESSIONAL CAREERS,NV,Proprietary 2 Year,6,"18,460"
41448,INTERNATIONAL ACADEMY OF STYLE,NV,Proprietary 2 Year,20,"76,318"
30432,KAPLAN COLLEGE,NV,Proprietary 2 Year,977,"3,038,897"
7371,MARINELLO SCHOOL OF BEAUTY,NV,Proprietary 2 Year,173,"629,034"
7367,MARINELLO SCHOOLS OF BEAUTY,NV,Proprietary 2 Year,351,"1,379,558"
41143,NEVADA STATE COLLEGE,NV,Public 4 Year,627,"2,260,171"
38385,NORTHWEST HEALTH CAREERS,NV,Proprietary 2 Year,165,"548,864"
9192,SIERRA NEVADA COLLEGE,NV,Private 4 Year,136,"549,158"
21077,TRUCKEE MEADOWS COMMUNITY COLLEGE,NV,Public 2 Year,"4,026","12,423,729"
2569,UNIVERSITY OF NEVADA - LAS VEGAS,NV,Public 4 Year,"6,126","22,952,495"
2568,"UNIVERSITY OF NEVADA , RENO",NV,Public 4 Year,"2,643","9,535,684"
40653,UNIVERSITY OF SOUTHERN NEVADA,NV,Private 4 Year,68,"348,291"
10363,WESTERN NEVADA COLLEGE,NV,Public 4 Year,"1,818","5,258,900"
33424,A.B.I. SCHOOL OF BARBERING AND COSMETOLOGY OF CHELSEA,NY,Proprietary 2 Year,161,"486,021"
41560,ACADEMY OF COSMETOLOGY & ESTHETICS NYC (THE),NY,Proprietary 2 Year,12,"31,775"
40433,ACE COMPUTER TRAINING CENTER,NY,Proprietary 2 Year,10,"38,068"
2666,ADELPHI UNIVERSITY,NY,Private 4 Year,"1,379","5,250,241"
31037,ADIRONDACK BEAUTY SCHOOL,NY,Proprietary 2 Year,23,"87,051"
21719,AILEY SCHOOL (THE),NY,Private 2 Year,20,"89,584"
2885,ALBANY COLLEGE OF PHARMACY AND HEALTH SCIENCES,NY,Private 4 Year,224,"869,236"
21702,ALBANY SCHOHARIE SCHENECTADY SARATOGA BOCES PRACTICAL NURSING PROGRAM,NY,Public 2 Year,128,"548,798"
2668,ALFRED UNIVERSITY,NY,Private 4 Year,662,"2,578,976"
33583,ALLEN SCHOOL,NY,Proprietary 2 Year,"1,818","5,909,446"
10813,AMERICAN ACADEMY MCALLISTER INSTITUTE,NY,Private 2 Year,107,"274,816"
7465,AMERICAN ACADEMY OF DRAMATIC ARTS,NY,Private 2 Year,114,"522,733"
39034,AMERICAN BEAUTY SCHOOL,NY,Proprietary 2 Year,279,"782,882"
7572,AMERICAN MUSICAL & DRAMATIC ACADEMY,NY,Private 4 Year,499,"2,309,592"
41377,ANN MARIE'S WORLD OF BEAUTY SCHOOL,NY,Proprietary 2 Year,8,"34,775"
34264,ANTHEM INSTITUTE,NY,Proprietary 2 Year,880,"2,515,192"
7518,APEX TECHNICAL SCHOOL,NY,Proprietary 2 Year,"1,803","6,075,168"
6435,ARNOT OGDEN MEDICAL CENTER - SCHOOL OF RADIOLOGIC TECHNOLOGY,NY,Private 2 Year,37,"134,376"
25256,ART INSTITUTE OF NEW YORK CITY (THE),NY,Proprietary 2 Year,"1,319","4,692,103"
30955,ASA INSTITUTE OF BUSINESS AND COMPUTER TECHNOLOGY,NY,Proprietary 2 Year,"5,976","28,545,319"
25060,ASSOCIATED BETH RIVKAH SCHOOLS,NY,Private 2 Year,86,"438,100"
7372,AUSTIN'S SCHOOL OF SPA TECHNOLOGY,NY,Proprietary 2 Year,393,"1,042,060"
38393,AVEDA INSTITUTE NEW YORK,NY,Proprietary 2 Year,106,"346,818"
2669,BANK STREET COLLEGE OF EDUCATION,NY,Private 4 Year,0,0
2671,BARD COLLEGE,NY,Private 4 Year,277,"1,132,123"
2708,BARNARD COLLEGE,NY,Private 4 Year,461,"1,964,094"
7391,BEAUTY SCHOOL OF MIDDLETOWN,NY,Proprietary 2 Year,73,"218,046"
37133,BEIS MEDRASH HEICHAL DOVID,NY,Private 4 Year,38,"173,426"
11830,BERK TRADE & BUSINESS SCHOOL,NY,Proprietary 2 Year,125,"322,692"
7394,BERKELEY COLLEGE,NY,Proprietary 4 Year,"3,703","14,595,321"
11922,BETH HATALMUD RABBINICAL COLLEGE,NY,Private 4 Year,43,"225,150"
2836,BINGHAMTON UNIVERSITY,NY,Public 4 Year,"3,246","14,118,438"
21385,BOCES RENSSELAER SCHOOL OF PRACTICAL NURSING,NY,Public 2 Year,62,"289,664"
13029,BORICUA COLLEGE,NY,Private 4 Year,"1,170","5,180,740"
21068,BRAMSON ORT COLLEGE MAIN CAMPUS-01,NY,Private 2 Year,"1,072","4,504,095"
20757,BRIARCLIFFE COLLEGE,NY,Proprietary 4 Year,"1,587","6,502,858"
9284,BRITTANY BEAUTY SCHOOL,NY,Proprietary 2 Year,390,"1,430,257"
2862,BROOME COMMUNITY COLLEGE,NY,Public 2 Year,"3,073","10,667,768"
21536,BROOME DELAWARE TIOGA BOCES PROGRAM OF PRACTICAL NURSING,NY,Public 2 Year,44,"184,736"
2678,BRYANT & STRATTON COLLEGE,NY,Proprietary 4 Year,"13,841","51,472,364"
25729,BUSINESS INFORMATICS CENTER,NY,Proprietary 2 Year,72,"242,948"
2681,CANISIUS COLLEGE,NY,Private 4 Year,922,"3,537,945"
20564,CAPRI COSMETOLOGY LEARNING CENTER,NY,Proprietary 2 Year,147,"497,790"
30897,CAREER INSTITUTE OF HEALTH AND TECHNOLOGY,NY,Proprietary 2 Year,"1,585","5,379,058"
41256,CAREER SCHOOL OF NY,NY,Private 2 Year,103,"303,747"
21109,CATTARAUGUS/ALLEGANY/ERIE/WYOMING BOCES OLEAN,NY,Public 2 Year,85,"258,182"
2861,CAYUGA COMMUNITY COLLEGE - SUNY OFFICE OF COMMUNITY COLLEGE,NY,Public 2 Year,"2,455","8,541,768"
21458,CAYUGA ONONDAGA BOCES,NY,Public 2 Year,44,"146,029"
2685,CAZENOVIA COLLEGE,NY,Private 4 Year,452,"1,769,432"
37733,CENTER FOR NATURAL WELLNESS SCHOOL OF MASSAGE THERAPY,NY,Proprietary 2 Year,58,"157,347"
4776,CENTRAL YESHIVA TOMCHEI TMIMIM LUBAVITZ,NY,Private 4 Year,418,"2,089,351"
8437,CHAMPLAIN VALLEY EDUCATIONAL SERVICES,NY,Public 2 Year,26,"144,450"
30962,CHARLES STUART SCHOOL,NY,Proprietary 2 Year,34,"107,294"
21760,CHERYL FELL'S SCHOOL OF BUSINESS,NY,Proprietary 2 Year,56,"234,982"
21255,CIRCLE IN THE SQUARE THEATRE SCHOOL,NY,Private 2 Year,15,"57,376"
2688,CITY COLLEGE OF NEW YORK - CUNY,NY,Public 4 Year,"6,534","27,504,175"
2699,CLARKSON UNIVERSITY,NY,Private 4 Year,751,"2,938,763"
6787,CLINTON COMMUNITY COLLEGE,NY,Public 2 Year,966,"3,238,016"
6443,COCHRAN SCHOOL OF NURSING SAINT JOHN'S RIVERSIDE HOSP,NY,Private 2 Year,128,"390,715"
2701,COLGATE UNIVERSITY,NY,Private 4 Year,289,"1,150,532"
2703,COLLEGE OF MOUNT SAINT VINCENT,NY,Private 4 Year,723,"3,230,435"
2704,COLLEGE OF NEW ROCHELLE (THE),NY,Private 4 Year,"3,769","15,995,950"
2705,COLLEGE OF ST ROSE,NY,Private 4 Year,"1,000","3,748,546"
2698,COLLEGE OF STATEN ISLAND/CUNY,NY,Public 4 Year,"5,587","21,438,374"
5208,COLLEGE OF WESTCHESTER (THE),NY,Proprietary 4 Year,"1,069","4,811,013"
2707,COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK,NY,Private 4 Year,"1,526","6,459,783"
2709,CONCORDIA COLLEGE,NY,Private 4 Year,242,"943,407"
26170,CONTINENTAL SCHOOL OF BEAUTY CULTURE,NY,Proprietary 2 Year,174,"631,483"
7522,CONTINENTAL SCHOOL OF BEAUTY CULTURE,NY,Proprietary 2 Year,690,"2,441,837"
2710,COOPER UNION FOR THE ADVANCEMENT OF SCIENCE & ART (THE),NY,Private 4 Year,160,"663,329"
2711,CORNELL UNIVERSITY,NY,Private 4 Year,"2,219","9,082,701"
2863,CORNING COMMUNITY COLLEGE - SUNY OFFICE OF COMMUNITY COLLEGES,NY,Public 2 Year,"2,480","8,228,973"
6445,CROUSE HOSPITAL SCHOOL OF NURSING,NY,Private 2 Year,107,"299,545"
7304,CULINARY INSTITUTE OF AMERICA,NY,Private 4 Year,987,"3,904,347"
7273,CUNY - BERNARD M BARUCH,NY,Public 4 Year,"5,564","23,756,684"
2691,CUNY BOROUGH OF MANHATTAN COMMUNITY COLLEGE,NY,Public 2 Year,"16,954","58,762,426"
2692,CUNY BRONX COMMUNITY COLLEGE,NY,Public 2 Year,"9,740","31,311,577"
2687,CUNY BROOKLYN COLLEGE,NY,Public 4 Year,"6,561","27,585,992"
4765,CUNY GRADUATE SCHOOL & UNIVERSITY CENTER,NY,Public 4 Year,255,"665,445"
2689,CUNY HUNTER COLLEGE,NY,Public 4 Year,"6,033","24,817,754"
2693,CUNY JOHN JAY COLLEGE OF CRIMINAL JUSTICE,NY,Public 4 Year,"7,499","31,431,100"
10051,CUNY LAGUARDIA COMMUNITY COLLEGE,NY,Public 2 Year,"8,768","28,610,406"
7022,CUNY LEHMAN COLLEGE,NY,Public 4 Year,"5,958","22,975,756"
10097,CUNY MEDGAR EVERS COLLEGE,NY,Public 4 Year,"5,225","19,598,864"
2690,CUNY QUEENS COLLEGE,NY,Public 4 Year,"6,034","24,947,941"
4759,CUNY YORK COLLEGE,NY,Public 4 Year,"4,149","16,472,649"
8611,"CUNY, HOSTOS COMMUNITY COLLEGE",NY,Public 2 Year,"5,155","17,827,606"
11614,CVPH MEDICAL CENTER,NY,Private 2 Year,9,"37,350"
2808,DAEMEN COLLEGE,NY,Private 4 Year,716,"2,620,553"
21691,DAVIS COLLEGE,NY,Private 4 Year,142,"557,279"
30816,DELAWARE CHENANGO MADISON OTSEGO BOCES,NY,Public 2 Year,59,"176,130"
2713,DOMINICAN COLLEGE OF BLAUVELT,NY,Private 4 Year,620,"2,353,179"
22178,DOROTHEA HOPFER SCHOOL OF NURSING AT THE MOUNT VERNON HOSPITAL (THE),NY,Private 2 Year,70,"190,611"
2667,DOWLING COLLEGE,NY,Private 4 Year,954,"3,591,207"
21728,DUTCHESS BOCES SCHOOL OF PRACTICAL NURSING,NY,Public 2 Year,105,"272,034"
2864,DUTCHESS COMMUNITY COLLEGE,NY,Public 2 Year,"2,385","7,934,562"
2712,D'YOUVILLE COLLEGE,NY,Private 4 Year,708,"2,700,087"
21794,EASTERN SUFFOLK BOCES,NY,Public 2 Year,272,"955,313"
39414,ELITE ACADEMY OF BEAUTY ARTS,NY,Proprietary 2 Year,79,"242,985"
6448,ELLIS HOSPITAL SCHOOL OF NURSING,NY,Private 2 Year,46,"143,171"
9043,ELMIRA BUSINESS INSTITUTE,NY,Proprietary 2 Year,632,"2,316,469"
2718,ELMIRA COLLEGE,NY,Private 4 Year,431,"1,389,121"
21732,EMPIRE BEAUTY SCHOOL,NY,Proprietary 2 Year,"1,151","3,746,330"
7573,EMPIRE BEAUTY SCHOOL,NY,Proprietary 2 Year,299,"881,874"
12589,ERIE 1 BOARD OF COOPERATIVE EDUCATIONAL SERVICES,NY,Public 2 Year,192,"436,157"
22356,ERIE 2 - CHAUTAUQUA - CATTARAUGUS BOCES,NY,Public 2 Year,136,"443,126"
10684,ERIE COMMUNITY COLLEGE,NY,Public 2 Year,"7,322","25,734,279"
4811,EVEREST INSTITUTE,NY,Proprietary 2 Year,"3,356","11,941,773"
2834,EXCELSIOR COLLEGE,NY,Private 4 Year,626,"1,331,465"
2866,FASHION INSTITUTE OF TECHNOLOGY,NY,Public 4 Year,"2,164","8,783,208"
5066,FAXTON - SAINT LUKE'S SCHOOL OF RADIOGRAPHY,NY,Private 2 Year,13,"53,900"
7532,FINGER LAKES COMMUNITY COLLEGE - SUNY OFFICE OF COMMUNITY COLLEGES,NY,Public 2 Year,"2,924","9,773,109"
41676,FINGER LAKES SCHOOL OF MASSAGE (THE),NY,Proprietary 2 Year,8,"18,450"
12561,FIVE TOWNS COLLEGE,NY,Proprietary 4 Year,438,"1,686,826"
2722,FORDHAM UNIVERSITY - ROSE HILL CAMPUS,NY,Private 4 Year,"1,757","7,425,073"
33283,FRANKLIN CAREER INSTITUTE,NY,Private 2 Year,784,"3,759,564"
25754,"FRENCH CULINARY INSTITUTE,THE",NY,Proprietary 2 Year,43,"78,472"
6782,GENESEE COMMUNITY COLLEGE,NY,Public 2 Year,"2,742","9,454,556"
31153,GENESEE-LIVINGSTON-STEUBEN-WYOMING BOCES,NY,Public 2 Year,131,"355,246"
21601,GENEVA GENERAL HOSPITAL,NY,Private 2 Year,56,"176,808"
22652,GLOBAL BUSINESS INSTITUTE,NY,Private 2 Year,"1,007","3,002,128"
25408,GLOBE INSTITUTE OF TECHNOLOGY,NY,Proprietary 4 Year,425,"1,211,742"
21059,HAIR DESIGN INSTITUTE AT FIFTH AVENUE,NY,Proprietary 2 Year,333,"1,127,391"
21721,HAMILTON - FULTON - MONTGOMERY BOCES,NY,Public 2 Year,24,"50,919"
2728,HAMILTON COLLEGE,NY,Private 4 Year,236,"1,010,492"
33153,HARLEM SCHOOL OF TECHNOLOGY,NY,Proprietary 2 Year,17,"75,300"
2729,HARTWICK COLLEGE,NY,Private 4 Year,434,"1,643,509"
10153,HELENE FULD COLLEGE OF NURSING,NY,Private 2 Year,245,"410,192"
20984,HERKIMER COUNTY  BOCES PRACTICAL NURSING PROGRAM,NY,Public 2 Year,88,"327,116"
2735,HILBERT COLLEGE,NY,Private 4 Year,455,"1,712,750"
2731,HOBART AND WILLIAM SMITH COLLEGES,NY,Private 4 Year,408,"1,660,893"
2732,HOFSTRA UNIVERSITY,NY,Private 4 Year,"1,722","6,706,842"
2734,HOUGHTON COLLEGE,NY,Private 4 Year,516,"1,922,026"
2868,HUDSON VALLEY COMMUNITY COLLEGE,NY,Public 2 Year,"4,191","13,023,099"
38194,HUDSON VALLEY SCHOOL OF ADVANCED AESTHETIC SKIN CARE,NY,Proprietary 2 Year,17,"40,957"
41233,HUDSON VALLEY SCHOOL OF MASSAGE THERAPY,NY,Proprietary 2 Year,29,"74,659"
22060,HUNTER BUSINESS SCHOOL,NY,Proprietary 2 Year,725,"2,419,591"
41232,INSTITUTE OF ALLIED MEDICAL PROFESSIONS,NY,Private 2 Year,280,"983,878"
22949,INSTITUTE OF AUDIO RESEARCH,NY,Proprietary 2 Year,421,"1,393,808"
41443,INSTITUTE OF CULINARY EDUCATION,NY,Proprietary 2 Year,61,"134,687"
12107,INSTITUTE OF DESIGN AND CONSTRUCTION,NY,Private 2 Year,80,"267,916"
2737,IONA COLLEGE,NY,Private 4 Year,795,"3,243,684"
7375,ISLAND DRAFTING & TECHNICAL INSTITUTE,NY,Proprietary 2 Year,98,"399,109"
2739,ITHACA COLLEGE,NY,Private 4 Year,"1,312","5,085,583"
8495,JAMESTOWN BUSINESS COLLEGE,NY,Proprietary 4 Year,349,"1,347,853"
2869,JAMESTOWN COMMUNITY COLLEGE,NY,Public 2 Year,"2,399","8,326,819"
2870,JEFFERSON COMMUNITY COLLEGE,NY,Public 2 Year,"1,780","5,535,006"
10052,JEFFERSON LEWIS BOCES PROGRAM OF PRACTICAL NURSING,NY,Public 2 Year,61,"225,754"
25115,"JOFFREY BALLET SCHOOL, AMERICAN BALLET CENTER",NY,Proprietary 2 Year,13,"47,905"
41340,"JOHN PAOLO'S XTREME BEAUTY INSTITUTE, GOLDWELL PRODUCTS ARTISTRY",NY,Proprietary 2 Year,75,"223,063"
41657,"JOHN PAOLO'S XTREME BEAUTY INSTITUTE, GOLDWELL PRODUCTS ARTISTRY",NY,Proprietary 2 Year,6,"13,425"
2742,JUILLIARD SCHOOL (THE),NY,Private 4 Year,99,"436,327"
7398,KATHARINE GIBBS SCHOOL,NY,Proprietary 2 Year,225,"384,559"
10549,KEHILATH YAKOV RABBINICAL SEMINARY,NY,Private 4 Year,86,"442,250"
2744,KEUKA COLLEGE,NY,Private 4 Year,752,"2,522,386"
40953,KING'S COLLEGE (THE),NY,Private 4 Year,81,"275,732"
2694,KINGSBOROUGH COMMMUNITY COLLEGE/CUNY,NY,Public 2 Year,"9,553","33,817,021"
2748,LE MOYNE COLLEGE,NY,Private 4 Year,922,"3,510,781"
35683,LEON STUDIO ONE SCHOOL OF HAIR DESIGN & CAREER TRAINING CENTER,NY,Proprietary 2 Year,74,"252,969"
34335,LIA SCHORR INSTITUTE OF COSMETIC SKIN CARE TRAINING,NY,Proprietary 2 Year,45,"113,834"
7466,LIM COLLEGE,NY,Proprietary 4 Year,404,"1,505,296"
7387,LONG ISLAND BEAUTY SCHOOL,NY,Proprietary 2 Year,162,"536,457"
7388,LONG ISLAND BEAUTY SCHOOL,NY,Proprietary 2 Year,140,"420,043"
20937,LONG ISLAND BUSINESS INSTITUTE,NY,Proprietary 2 Year,"1,466","6,052,416"
21187,LONG ISLAND COLLEGE HOSPITAL - SCHOOL OF NURSING,NY,Private 2 Year,93,"321,909"
2751,LONG ISLAND UNIVERSITY,NY,Private 4 Year,"4,501","18,213,971"
13026,MACHZIKEI HADATH RABBINICAL COLLEGE,NY,Private 4 Year,47,"243,900"
21263,MADISON ONEIDA BOCES PRACTICAL NURSING PROGRAM,NY,Public 2 Year,149,"318,424"
7401,MANDL SCHOOL,NY,Proprietary 2 Year,946,"4,106,240"
2758,MANHATTAN COLLEGE,NY,Private 4 Year,670,"2,766,241"
31933,MANHATTAN SCHOOL OF COMPUTER TECHNOLOGY,NY,Private 2 Year,563,"1,746,936"
2759,MANHATTAN SCHOOL OF MUSIC,NY,Private 4 Year,73,"298,466"
2760,MANHATTANVILLE COLLEGE,NY,Private 4 Year,462,"1,851,346"
2763,MARIA COLLEGE,NY,Private 4 Year,423,"1,102,396"
2765,MARIST COLLEGE,NY,Private 4 Year,758,"2,827,384"
25135,MARJON SCHOOL OF BEAUTY CULTURE,NY,Proprietary 2 Year,70,"228,826"
2769,MARYMOUNT MANHATTAN COLLEGE,NY,Private 4 Year,489,"1,959,670"
2777,MEDAILLE COLLEGE,NY,Private 4 Year,745,"2,865,385"
12203,MEMORIAL HOSPITAL SCHOOL OF NURSING,NY,Private 2 Year,46,"126,008"
11677,MEMORIAL SLOAN KETTERING CANCER CENTER,NY,Private 2 Year,1,"2,631"
25062,MERCE CUNNINGHAM STUDIO,NY,Private 2 Year,3,"5,966"
2772,MERCY COLLEGE,NY,Private 4 Year,"3,298","12,618,774"
31814,MERKAZ BNOS,NY,Private 2 Year,376,"1,559,009"
9335,MESIVTA OF EASTERN PARKWAY RABBINICAL SEMINARY,NY,Private 4 Year,19,"86,150"
7264,MESIVTA TORAH VODAATH RABBINICAL SEMINARY,NY,Private 4 Year,47,"228,575"
3974,MESIVTHA TIFERETH JERUSALEM OF AMERICA,NY,Private 4 Year,24,"117,400"
9769,METROPOLITAN COLLEGE OF NEW YORK,NY,Private 4 Year,655,"2,997,064"
36523,METROPOLITAN LEARNING INSTITUTE,NY,Private 2 Year,740,"2,530,917"
38094,MICROPOWER CAREER INSTITUTE,NY,Proprietary 2 Year,480,"1,726,918"
9283,MIDWAY PARIS BEAUTY SCHOOL,NY,Proprietary 2 Year,142,"400,383"
22195,MILDRED ELLEY,NY,Proprietary 2 Year,"1,444","5,705,941"
4798,MIRRER YESHIVA CENTRAL INSTITUTE,NY,Private 4 Year,127,"594,738"
22759,"MODERN WELDING SCHOOL, INC",NY,Proprietary 2 Year,100,"344,787"
2775,MOLLOY COLLEGE,NY,Private 4 Year,"1,012","3,763,845"
41177,"MONROE 2 - ORLEANS BOCES, CENTER FOR WORKFORCE DEVELOPMENT",NY,Public 2 Year,21,"69,761"
4799,MONROE COLLEGE,NY,Proprietary 4 Year,"7,339","39,382,643"
2872,MONROE COMMUNITY COLLEGE,NY,Public 2 Year,"10,010","34,495,583"
2778,MOUNT SAINT MARY COLLEGE,NY,Private 4 Year,772,"3,004,808"
2873,NASSAU COMMUNITY COLLEGE,NY,Public 2 Year,"6,754","22,383,394"
22878,NATIONAL TRACTOR TRAILER SCHOOL,NY,Proprietary 2 Year,367,"1,092,223"
2779,NAZARETH COLLEGE OF ROCHESTER,NY,Private 4 Year,726,"2,825,372"
9029,NEIGHBORHOOD PLAYHOUSE SCHOOL OF THE THEATRE (THE),NY,Private 2 Year,9,"40,725"
21822,NEW SCHOOL OF RADIO & TELEVISION,NY,Proprietary 2 Year,63,"196,092"
20662,"NEW SCHOOL, THE",NY,Private 4 Year,"1,568","6,189,504"
35373,NEW YORK AUTOMOTIVE & DIESEL INSTITUTE,NY,Proprietary 2 Year,485,"1,802,061"
21634,NEW YORK CAREER INSTITUTE,NY,Proprietary 2 Year,536,"1,593,192"
2696,NEW YORK CITY COLLEGE OF TECHNOLOGY OF THE CITY UNIVERSITY OF NEW YORK,NY,Public 4 Year,"9,138","33,733,020"
25994,NEW YORK COLLEGE OF HEALTH PROFESSIONS,NY,Private 4 Year,370,"1,464,588"
31207,NEW YORK CONSERVATORY FOR DRAMATIC ARTS (THE),NY,Proprietary 2 Year,101,"433,070"
23256,NEW YORK INSTITUTE OF ENGLISH AND BUSINESS,NY,Private 2 Year,477,"1,710,116"
32033,NEW YORK INSTITUTE OF MASSAGE,NY,Proprietary 2 Year,84,"237,768"
2782,NEW YORK INSTITUTE OF TECHNOLOGY,NY,Private 4 Year,"2,002","7,771,463"
41337,NEW YORK MEDICAL CAREER TRAINING CENTER,NY,Proprietary 2 Year,24,"68,800"
11617,NEW YORK METHODIST HOSPITAL,NY,Private 2 Year,53,"265,044"
10551,NEW YORK SCHOOL FOR MEDICAL & DENTAL ASSISTANTS,NY,Proprietary 2 Year,509,"2,180,693"
20690,NEW YORK SCHOOL OF INTERIOR DESIGN,NY,Private 4 Year,89,"291,043"
2785,NEW YORK UNIVERSITY,NY,Private 4 Year,"4,341","18,290,218"
2874,NIAGARA COUNTY COMMUNITY COLLEGE,NY,Public 2 Year,"3,247","10,664,308"
2788,NIAGARA UNIVERSITY,NY,Private 4 Year,839,"3,191,422"
7111,NORTH COUNTRY COMMUNITY COLLEGE,NY,Public 2 Year,832,"2,904,473"
23142,NORTHERN WESTCHESTER SCHOOL OF HAIRDRESSING & COSMETOLOGY,NY,Proprietary 2 Year,26,"79,949"
2790,NYACK COLLEGE-ROCKLAND CAMPUS,NY,Private 4 Year,"1,232","4,522,995"
11984,OHR HAMEIR THEOLOGICAL SEMINARY,NY,Private 4 Year,55,"276,650"
9003,OLEAN BUSINESS INSTITUTE,NY,Proprietary 2 Year,60,"219,318"
2875,ONONDAGA COMMUNITY COLLEGE,NY,Public 2 Year,"4,343","14,056,373"
12652,ONONDAGA CORTLAND MADISON BOCES,NY,Public 2 Year,501,"2,048,779"
