PELLID,OPEID,GAPSID,Name,State,Type & Control,Recipients,Awards,,,,,,,
14260,2282300,4100,ALHAMBRA BEAUTY COLLEGE,CA,Proprietary,162,"474,350",,,,,,,
1111,111100,1091,ALLAN HANCOCK COLLEGE,CA,Public 2 year,"1,590","4,533,620",,,,,,,
11117,1111700,5318,ALLIANT INTERNATIONAL UNIVERSITY,CA,Private 4 Year,82,"249,767",,,,,,,
39696,3969600,5748,AMERICAN AUTO INSTITUTE,CA,Proprietary,96,"275,888",,,,,,,
13074,1307400,3620,AMERICAN BEAUTY COLLEGE,CA,Proprietary,78,"226,803",,,,,,,
15829,2241800,4013,AMERICAN CAREER COLLEGE,CA,Proprietary,"4,364","12,777,116",,,,,,,
39713,3971300,5781,AMERICAN CAREER COLLEGE,CA,Proprietary,"1,375","3,919,202",,,,,,,
31444,3144400,4837,AMERICAN COLLEGE OF HEALTH PROFESSIONS,CA,Proprietary,10,"41,979",,,,,,,
14545,2099200,3727,AMERICAN CONSERVATORY THEATER FOUNDATION,CA,Private 4 Year,1,"4,731",,,,,,,
39623,3962300,5822,AMERICAN INSTITUTE OF MASSAGE THERAPY,CA,Proprietary,12,"26,716",,,,,,,
2741,274100,1856,AMERICAN JEWISH UNIVERSITY,CA,Private 4 Year,33,"122,434",,,,,,,
40713,4071300,5916,AMERICAN PACIFIC COLLEGE,CA,Proprietary,43,"61,182",,,,,,,
1232,123200,1149,AMERICAN RIVER COLLEGE,CA,Public 2 year,"8,586","22,369,532",,,,,,,
32253,3225300,1002,AMERICAN UNIVERSITY OF HEALTH SCIENCES,CA,Proprietary,57,"171,644",,,,,,,
1113,111300,1092,ANTELOPE VALLEY COLLEGE,CA,Public 2 year,"6,348","16,017,432",,,,,,,
1116,111600,1093,ART CENTER COLLEGE OF DESIGN,CA,Private 4 Year,645,"2,308,421",,,,,,,
7236,723600,2905,ART INSTITUTE OF CALIFORNIA - LOS ANGELES (THE),CA,Proprietary,"3,513","9,855,454",,,,,,,
16471,2327600,0795,ART INSTITUTE OF CALIFORNIA - SAN DIEGO,CA,Proprietary,"1,913","5,588,609",,,,,,,
31254,3125400,4805,ART INSTITUTE OF CALIFORNIA-HOLLYWOOD (THE),CA,Proprietary,935,"2,490,321",,,,,,,
25956,2595600,4473,ASIAN - AMERICAN INTERNATIONAL BEAUTY COLLEGE,CA,Proprietary,101,"309,092",,,,,,,
17135,2553500,5285,ASSOCIATED TECHNICAL COLLEGE,CA,Proprietary,279,"855,725",,,,,,,
13988,902200,5151,ASSOCIATED TECHNICAL COLLEGE,CA,Proprietary,902,"2,910,353",,,,,,,
37404,3740400,5607,ATI COLLEGE,CA,Proprietary,202,"680,829",,,,,,,
16894,2519800,0836,AVANCE' BEAUTY COLLEGE,CA,Proprietary,92,"308,971",,,,,,,
1117,111700,1094,AZUSA PACIFIC UNIVERSITY,CA,Private 4 Year,"1,044","3,319,789",,,,,,,
1118,111800,1095,BAKERSFIELD COLLEGE,CA,Public 2 year,"10,613","27,773,850",,,,,,,
30674,3067400,4640,BALDWIN PARK ADULT SCHOOL,CA,Public 2 year,220,"574,693",,,,,,,
1119,111900,1096,BARSTOW COMMUNITY COLLEGE,CA,Public 2 year,"1,439","3,454,822",,,,,,,
7050,705000,0504,BAY VISTA COLLEGE OF BEAUTY,CA,Proprietary,213,"685,132",,,,,,,
39993,3999300,5895,BEAUMONT ADULT SCHOOL,CA,Public 2 year,83,"264,805",,,,,,,
16644,2343400,0808,"BELLUS ACADEMY, THE ACADEMY OF BEAUTY AND SPA",CA,Proprietary,166,"488,801",,,,,,,
14311,2242700,4017,BERKELEY CITY COLLEGE,CA,Public 2 year,880,"2,064,120",,,,,,,
1121,112100,1097,BETHANY UNIVERSITY OF THE ASSEMBLIES OF GOD,CA,Private 4 Year,163,"465,843",,,,,,,
32663,3266300,4896,BETHESDA CHRISTIAN UNIVERSITY,CA,Private 4 Year,18,"65,171",,,,,,,
41330,4133000,6277,BIOHEALTH COLLEGE,CA,Proprietary,91,"300,403",,,,,,,
1122,112200,5089,BIOLA UNIVERSITY,CA,Private 4 Year,972,"3,040,299",,,,,,,
41372,4137200,6224,BORNER'S BARBER COLLEGE,CA,Proprietary,15,"45,499",,,,,,,
15384,2180600,5879,BRIDGES ACADEMY OF BEAUTY,CA,Proprietary,11,"29,461",,,,,,,
13703,2065500,3670,BROOKS COLLEGE,CA,Proprietary,30,"58,404",,,,,,,
1123,112300,1098,BROOKS INSTITUTE,CA,Proprietary,445,"1,482,640",,,,,,,
17050,2543400,4377,BROWNSON TECHNICAL SCHOOL,CA,Proprietary,176,"505,331",,,,,,,
7164,716400,0508,BRYAN COLLEGE,CA,Proprietary,381,"1,012,516",,,,,,,
33993,3399300,4960,BRYAN COLLEGE,CA,Proprietary,414,"1,241,480",,,,,,,
6972,807300,3036,BUTTE COLLEGE,CA,Public 2 year,"5,269","14,868,220",,,,,,,
1124,112400,1099,CABRILLO COLLEGE,CA,Public 2 year,"2,966","7,801,576",,,,,,,
41528,4152800,6482,CALIFORNIA ACADEMY (THE) - A PAUL MITCHELL PARTNER SCHOOL,CA,Proprietary,3,"3,629",,,,,,,
1125,112500,1100,CALIFORNIA BAPTIST UNIVERSITY,CA,Private 4 Year,"1,053","3,102,399",,,,,,,
13828,2065700,3671,CALIFORNIA BEAUTY COLLEGE,CA,Proprietary,32,"101,140",,,,,,,
39745,3974500,5786,CALIFORNIA CAREER COLLEGE,CA,Proprietary,60,"153,150",,,,,,,
16896,2520200,5395,CALIFORNIA CAREER SCHOOL,CA,Proprietary,9,"16,848",,,,,,,
14128,884400,3113,CALIFORNIA CHRISTIAN COLLEGE,CA,Private 4 Year,15,"58,450",,,,,,,
1127,112700,0016,CALIFORNIA COLLEGE OF THE ARTS,CA,Private 4 Year,417,"1,390,826",,,,,,,
36984,3698400,5479,CALIFORNIA COLLEGE OF VOCATIONAL CAREERS,CA,Proprietary,57,"203,810",,,,,,,
14683,2110800,3751,CALIFORNIA COLLEGE SAN DIEGO,CA,Proprietary,793,"2,404,269",,,,,,,
15698,2220200,3973,CALIFORNIA CULINARY ACADEMY,CA,Proprietary,364,"1,160,107",,,,,,,
11865,1186500,3484,CALIFORNIA HAIR DESIGN ACADEMY,CA,Proprietary,97,"293,183",,,,,,,
36813,3681300,5402,CALIFORNIA HEALING ARTS COLLEGE,CA,Proprietary,95,"277,966",,,,,,,
12154,1215400,3511,CALIFORNIA INSTITUTE OF INTEGRAL STUDIES,CA,Private 4 Year,40,"122,032",,,,,,,
1131,113100,0017,CALIFORNIA INSTITUTE OF TECHNOLOGY,CA,Private 4 Year,103,"326,281",,,,,,,
1132,113200,1101,CALIFORNIA INSTITUTE OF THE ARTS,CA,Private 4 Year,242,"947,865",,,,,,,
1133,113300,1102,CALIFORNIA LUTHERAN UNIVERSITY,CA,Private 4 Year,417,"1,290,727",,,,,,,
1134,113400,1103,CALIFORNIA MARITIME ACADEMY,CA,Public 4 year,201,"712,200",,,,,,,
39353,3935300,6464,CALIFORNIA NURSES EDUCATIONAL INSTITUTE,CA,Proprietary,15,"21,773",,,,,,,
1143,114300,1107,CALIFORNIA POLYTECHNIC STATE UNIVERSITY,CA,Public 4 year,"2,984","9,658,442",,,,,,,
32103,3210300,4873,CALIFORNIA SCHOOL OF CULINARY ARTS,CA,Proprietary,953,"3,137,240",,,,,,,
1144,114400,1108,"CALIFORNIA STATE POLYTECHNIC UNIVERSITY, POMONA",CA,Public 4 year,"6,684","22,554,026",,,,,,,
1140,114000,0018,CALIFORNIA STATE UNIVERSITY - LOS ANGELES,CA,Public 4 year,"8,911","28,237,575",,,,,,,
1150,115000,0024,CALIFORNIA STATE UNIVERSITY - SACRAMENTO,CA,Public 4 year,"9,033","29,435,577",,,,,,,
39803,3980300,5784,CALIFORNIA STATE UNIVERSITY CHANNEL ISLANDS,CA,Public 4 year,965,"3,118,296",,,,,,,
7993,799300,0541,"CALIFORNIA STATE UNIVERSITY, BAKERSFIELD",CA,Public 4 year,"3,486","11,604,208",,,,,,,
1146,114600,0021,"CALIFORNIA STATE UNIVERSITY, CHICO",CA,Public 4 year,"5,281","16,698,691",,,,,,,
1141,114100,0019,"CALIFORNIA STATE UNIVERSITY, DOMINGUEZ HILLS",CA,Public 4 year,"4,279","13,591,663",,,,,,,
1138,113800,1105,"CALIFORNIA STATE UNIVERSITY, EAST BAY",CA,Public 4 year,"3,961","12,486,102",,,,,,,
1147,114700,0022,"CALIFORNIA STATE UNIVERSITY, FRESNO",CA,Public 4 year,"8,562","29,562,440",,,,,,,
1137,113700,1104,"CALIFORNIA STATE UNIVERSITY, FULLERTON",CA,Public 4 year,"9,926","28,265,830",,,,,,,
1139,113900,1106,"CALIFORNIA STATE UNIVERSITY, LONG BEACH",CA,Public 4 year,"10,164","35,116,186",,,,,,,
32603,3260300,4893,"CALIFORNIA STATE UNIVERSITY, MONTEREY BAY",CA,Public 4 year,"1,539","4,978,769",,,,,,,
1153,115300,1109,"CALIFORNIA STATE UNIVERSITY, NORTHRIDGE",CA,Public 4 year,"12,100","40,196,598",,,,,,,
1142,114200,0020,"CALIFORNIA STATE UNIVERSITY, SAN BERNARDINO",CA,Public 4 year,"7,215","23,883,323",,,,,,,
30113,3011300,0924,"CALIFORNIA STATE UNIVERSITY, SAN MARCOS",CA,Public 4 year,"2,207","6,949,465",,,,,,,
1157,115700,1111,"CALIFORNIA STATE UNIVERSITY, STANISLAUS",CA,Public 4 year,"3,239","10,301,724",,,,,,,
38743,3874300,5655,CAMBRIDGE JUNIOR COLLEGE,CA,Proprietary,166,"532,590",,,,,,,
6973,697300,2878,CANADA COLLEGE,CA,Public 2 year,652,"1,740,923",,,,,,,
41387,4138700,6253,CAO INSTITUTE OF AESTHETICS (THE),CA,Proprietary,64,"196,950",,,,,,,
13914,2125000,3784,CAREER ACADEMY OF BEAUTY,CA,Proprietary,140,"339,044",,,,,,,
37974,3797400,5619,CAREER CARE INSTITUTE,CA,Proprietary,515,"1,440,318",,,,,,,
41192,4119200,5977,CAREER COLLEGE CONSULTANTS,CA,Proprietary,94,"294,609",,,,,,,
40563,4056300,5849,CAREER COLLEGE OF CALIFORNIA,CA,Proprietary,8,"10,515",,,,,,,
41345,4134500,6070,CAREER COLLEGE OF SAN DIEGO,CA,Proprietary,107,"279,771",,,,,,,
34274,3427400,4983,CAREER COLLEGES OF AMERICA,CA,Proprietary,"2,044","6,007,403",,,,,,,
41442,4144200,6454,CAREER DEVELOPMENT INSTITUTE,CA,Proprietary,2,"3,874",,,,,,,
32423,3242300,1003,CAREER NETWORKS INSTITUTE,CA,Proprietary,431,"1,169,339",,,,,,,
6731,673100,2843,CASA LOMA COLLEGE,CA,Private 2 Year,530,"1,526,015",,,,,,,
16516,2332800,5259,CENTER FOR EMPLOYMENT TRAINING,CA,Private 2 Year,"3,082","9,184,246",,,,,,,
30977,3097700,0984,CENTRAL CALIFORNIA SCHOOL OF CONTINUING EDUCATION,CA,Proprietary,133,"475,689",,,,,,,
26023,2602300,4491,CENTRAL COAST COLLEGE,CA,Proprietary,257,"589,069",,,,,,,
1161,116100,1112,CERRITOS COMMUNITY COLLEGE,CA,Public 2 year,"6,522","16,531,408",,,,,,,
1162,116200,1113,CHABOT COLLEGE,CA,Public 2 year,"3,107","7,849,179",,,,,,,
1163,116300,1114,CHAFFEY COMMUNITY COLLEGE,CA,Public 2 year,"4,933","12,293,595",,,,,,,
41264,4126400,6316,CHAMPION INSTITUTE OF COSMETOLOGY,CA,Proprietary,14,"47,063",,,,,,,
1164,116400,1115,CHAPMAN UNIVERSITY,CA,Private 4 Year,"1,671","4,845,275",,,,,,,
13653,1036500,3329,CHARLES DREW UNIVERSITY OF MEDICINE AND SCIENCE,CA,Private 4 Year,75,"215,076",,,,,,,
32783,3278300,4903,CHARTER COLLEGE,CA,Proprietary,"1,199","3,451,507",,,,,,,
38525,3852500,5642,CIT COLLEGE OF INFOMEDICAL TECHNOLOGY,CA,Proprietary,372,"1,097,366",,,,,,,
1166,116600,0028,CITRUS COMMUNITY COLLEGE,CA,Public 2 year,"3,094","7,612,200",,,,,,,
12874,450200,2513,CITY COLLEGE OF SAN FRANCISCO,CA,Public 2 year,"7,023","19,781,432",,,,,,,
,116900,6351,CLAREMONT GRADUATE UNIVERSITY,CA,Private 4 Year,,,,,,,,,
1170,117000,1116,CLAREMONT MCKENNA COLLEGE,CA,Private 4 Year,126,"459,839",,,,,,,
14919,2147400,3823,CLEVELAND CHIROPRACTIC COLLEGE,CA,Private 4 Year,46,"112,034",,,,,,,
16330,2309500,4161,CLOVIS ADULT EDUCATION,CA,Public 2 year,159,"379,259",,,,,,,
41153,4115300,5893,COACHELLA VALLEY BEAUTY COLLEGE,CA,Proprietary,59,"177,420",,,,,,,
41265,4126500,6113,COAST CAREER INSTITUTE,CA,Proprietary,138,"278,537",,,,,,,
40923,4092300,5980,COASTLINE BEAUTY COLLEGE,CA,Proprietary,185,"564,839",,,,,,,
13536,2063500,3665,COASTLINE COMMUNITY COLLEGE,CA,Public 2 year,914,"2,400,765",,,,,,,
35773,3577300,5113,COBA ACADEMY,CA,Proprietary,30,"81,720",,,,,,,
1177,117700,1121,COGSWELL POLYTECHNICAL COLLEGE,CA,Private 4 Year,42,"119,359",,,,,,,
9273,729600,2914,COLEMAN UNIVERSITY,CA,Private 4 Year,243,"668,090",,,,,,,
15686,2220000,0737,COLLEEN O'HARA'S BEAUTY ACADEMY,CA,Proprietary,255,"737,069",,,,,,,
6720,672000,2841,COLLEGE OF ALAMEDA,CA,Public 2 year,"1,142","2,855,492",,,,,,,
1178,117800,1122,COLLEGE OF MARIN,CA,Public 2 year,"1,220","3,385,644",,,,,,,
1181,118100,1124,COLLEGE OF SAN MATEO,CA,Public 2 year,976,"2,743,040",,,,,,,
8903,890300,5291,COLLEGE OF THE CANYONS,CA,Public 2 year,"1,905","4,822,662",,,,,,,
1182,118200,1125,COLLEGE OF THE DESERT,CA,Public 2 year,"2,319","6,213,428",,,,,,,
1185,118500,1127,COLLEGE OF THE REDWOODS,CA,Public 2 year,"2,739","7,340,663",,,,,,,
1186,118600,1128,COLLEGE OF THE SEQUOIAS,CA,Public 2 year,"4,710","12,281,255",,,,,,,
1187,118700,1129,COLLEGE OF THE SISKIYOUS,CA,Public 2 year,"1,112","2,946,262",,,,,,,
7707,770700,2991,COLUMBIA COLLEGE,CA,Public 2 year,685,"1,832,923",,,,,,,
14697,2110200,3750,COLUMBIA COLLEGE-HOLLYWOOD,CA,Private 4 Year,136,"414,906",,,,,,,
32503,3250300,4888,COMMUNITY BASED EDUCATION AND DEVELOPMENT,CA,Private 2 Year,436,"1,631,772",,,,,,,
38744,3874400,5627,COMMUNITY CHRISTIAN COLLEGE,CA,Private 2 Year,61,"130,829",,,,,,,
36953,3695300,5551,COMMUNITY ENHANCEMENT SERVICES,CA,Private 2 Year,167,"450,916",,,,,,,
37593,3759300,5513,COMPUTER TUTOR BUSINESS AND TECHNICAL INSTITUTE,CA,Proprietary,96,"242,784",,,,,,,
7607,760700,2974,CONCORDE CAREER COLLEGE,CA,Proprietary,724,"2,047,163",,,,,,,
7930,793000,3021,CONCORDE CAREER COLLEGE,CA,Proprietary,931,"2,355,824",,,,,,,
8071,807100,3035,CONCORDE CAREER COLLEGE,CA,Proprietary,735,"2,228,751",,,,,,,
8537,853700,3088,CONCORDE CAREER COLLEGE,CA,Proprietary,"1,169","3,221,524",,,,,,,
13885,2070500,3683,CONCORDIA UNIVERSITY,CA,Private 4 Year,312,"975,449",,,,,,,
1190,119000,0029,CONTRA COSTA COLLEGE,CA,Public 2 year,"1,581","4,645,042",,,,,,,
35424,3542400,5049,COPPER MOUNTAIN COLLEGE,CA,Public 2 year,775,"2,066,990",,,,,,,
7536,753600,2959,COSUMNES RIVER COLLEGE,CA,Public 2 year,"2,951","8,152,123",,,,,,,
9272,927200,3174,CRAFTON HILLS COLLEGE,CA,Public 2 year,"1,071","2,635,996",,,,,,,
25964,2596400,4474,CRIMSON TECHNICAL COLLEGE,CA,Proprietary,319,"1,037,433",,,,,,,
40033,4003300,5758,CSI CAREER COLLEGE,CA,Proprietary,241,"675,482",,,,,,,
1192,119200,1132,CUESTA COLLEGE,CA,Public 2 year,"1,484","4,064,384",,,,,,,
14435,2111300,3754,CUYAMACA COLLEGE,CA,Public 2 year,"1,511","4,482,011",,,,,,,
1193,119300,0030,CYPRESS COLLEGE,CA,Public 2 year,"3,082","8,677,424",,,,,,,
4480,448000,2508,DE ANZA COMMUNITY COLLEGE,CA,Public 2 year,"2,958","8,833,562",,,,,,,
30256,3025600,4582,DELL'ARTE INTERNATIONAL SCHOOL OF PHYSICAL THEATRE,CA,Private 4 Year,5,"12,405",,,,,,,
16233,2298000,4137,DESIGN INSTITUTE OF SAN DIEGO,CA,Proprietary,144,"405,313",,,,,,,
36463,3646300,5202,DESIGN'S SCHOOL OF COSMETOLOGY,CA,Proprietary,121,"416,793",,,,,,,
1191,119100,1131,DIABLO VALLEY COLLEGE,CA,Public 2 year,"1,958","5,755,350",,,,,,,
17136,2553600,4399,DIVERSIFIED LANGUAGE INSTITUTE,CA,Proprietary,"1,157","3,559,765",,,,,,,
1196,119600,1133,DOMINICAN UNIVERSITY OF CALIFORNIA,CA,Private 4 Year,372,"1,168,593",,,,,,,
31095,3109500,4761,DONGGUK UNIVERSITY LOS ANGELES,CA,Private 4 Year,17,"43,646",,,,,,,
1222,2226000,5263,EAST LOS ANGELES COLLEGE,CA,Public 2 year,"6,301","18,898,495",,,,,,,
31166,3116600,5481,EAST SAN GABRIEL VALLEY ROP AND TECHNICAL CENTER,CA,Public 2 year,276,"564,143",,,,,,,
1197,119700,1134,EL CAMINO COLLEGE,CA,Public 2 year,"6,283","17,118,489",,,,,,,
14484,2091200,5137,ELEGANCE INTERNATIONAL,CA,Proprietary,71,"176,639",,,,,,,
32823,3282300,4905,ELITE BEAUTY COLLEGE,CA,Proprietary,239,"764,365",,,,,,,
9032,903200,0564,EMPIRE COLLEGE,CA,Proprietary,338,"1,070,890",,,,,,,
34134,3413400,4968,ENGLISH CENTER  (THE),CA,Private 2 Year,160,"460,852",,,,,,,
15125,2167800,3862,ESTES INSTITUTE OF COSMETOLOGY ARTS & SCIENCES,CA,Proprietary,98,"280,592",,,,,,,
31954,3195400,1001,EVEREST COLLEGE,CA,Proprietary,205,"509,976",,,,,,,
8090,809000,3044,EVEREST COLLEGE,CA,Proprietary,"1,527","4,174,295",,,,,,,
11024,1102400,3407,EVEREST COLLEGE,CA,Proprietary,"3,175","8,380,672",,,,,,,
4494,449400,2512,EVEREST COLLEGE,CA,Proprietary,"1,425","3,442,128",,,,,,,
7606,760600,2973,EVEREST COLLEGE,CA,Proprietary,"1,070","2,783,744",,,,,,,
11107,1110700,3414,EVEREST COLLEGE,CA,Proprietary,"1,120","2,728,499",,,,,,,
11109,1110900,3415,EVEREST COLLEGE,CA,Proprietary,"1,865","4,824,389",,,,,,,
11121,1112100,3419,EVEREST COLLEGE,CA,Proprietary,766,"1,892,645",,,,,,,
11123,1112300,3420,EVEREST COLLEGE,CA,Proprietary,"2,753","6,776,710",,,,,,,
12061,1206100,3505,EVEREST COLLEGE,CA,Proprietary,512,"1,350,288",,,,,,,
30723,3072300,4651,EVEREST COLLEGE,CA,Proprietary,"4,028","10,436,371",,,,,,,
12452,1245200,3546,EVERGREEN VALLEY COLLEGE,CA,Public 2 year,"2,541","7,542,228",,,,,,,
39733,3973300,5752,EX'PRESSION COLLEGE FOR DIGITAL ARTS,CA,Proprietary,433,"1,543,711",,,,,,,
15756,2234300,3996,FASHION CAREERS COLLEGE,CA,Proprietary,79,"248,936",,,,,,,
11112,1111200,3416,FASHION INSTITUTE OF DESIGN & MERCHANDISING -,CA,Proprietary,"1,580","4,947,488",,,,,,,
8597,859700,3097,FEATHER RIVER COLLEGE,CA,Public 2 year,464,"1,426,730",,,,,,,
7253,725300,0510,FEDERICO BEAUTY INSTITUTE,CA,Proprietary,168,"473,892",,,,,,,
31313,3131300,4831,FIVE BRANCHES UNIVERSITY,CA,Private 4 Year,10,"24,021",,,,,,,
38713,3871300,5731,FOLSOM LAKE COLLEGE,CA,Public 2 year,"1,198","3,225,079",,,,,,,
1199,119900,1135,FOOTHILL COLLEGE,CA,Public 2 year,983,"2,596,735",,,,,,,
31623,3162300,5207,FOUR-D COLLEGE,CA,Proprietary,872,"2,701,737",,,,,,,
13557,2230900,3990,FREDRICK AND CHARLES BEAUTY COLLEGE,CA,Proprietary,65,"203,562",,,,,,,
30399,3039900,0945,FREMONT COLLEGE,CA,Proprietary,180,"576,059",,,,,,,
1307,130700,0047,FRESNO CITY COLLEGE,CA,Public 2 year,"10,370","28,196,229",,,,,,,
1253,125300,1164,FRESNO PACIFIC UNIVERSITY,CA,Private 4 Year,782,"2,222,271",,,,,,,
1201,120100,0031,FULLERTON COLLEGE,CA,Public 2 year,"4,068","11,707,919",,,,,,,
12027,1202700,3501,GALEN COLLEGE OF CALIFORNIA,CA,Proprietary,184,"488,739",,,,,,,
1202,120200,1136,GAVILAN COLLEGE,CA,Public 2 year,"1,253","3,426,000",,,,,,,
15765,2231900,3992,GEMOLOGICAL INSTITUTE OF AMERICA,CA,Private 2 Year,28,"84,112",,,,,,,
16581,2338500,0805,GLENDALE CAREER COLLEGE,CA,Proprietary,223,"794,960",,,,,,,
1203,120300,1137,GLENDALE COMMUNITY COLLEGE,CA,Public 2 year,"5,025","14,549,725",,,,,,,
40764,4076400,5860,GNOMON SCHOOL OF VISUAL EFFECTS,CA,Proprietary,12,"28,094",,,,,,,
1205,120500,1138,GOLDEN GATE UNIVERSITY,CA,Private 4 Year,67,"154,032",,,,,,,
1206,120600,1139,GOLDEN WEST COLLEGE,CA,Public 2 year,"2,132","6,316,023",,,,,,,
1208,120800,1140,GROSSMONT COLLEGE,CA,Public 2 year,"2,778","7,748,997",,,,,,,
12522,565500,2764,HACIENDA LA PUENTE ADULT EDUCATION,CA,Public 2 year,335,"862,783",,,,,,,
14599,2211000,3958,HAIRMASTERS UNIVERSITY OF BEAUTY,CA,Proprietary,66,"214,206",,,,,,,
1209,120900,1141,HARTNELL COMMUNITY COLLEGE,CA,Public 2 year,"1,950","5,376,228",,,,,,,
1171,117100,1117,HARVEY MUDD COLLEGE,CA,Private 4 Year,94,"320,652",,,,,,,
25932,2593200,0881,HEALD COLLEGE,CA,Proprietary,"1,176","3,185,154",,,,,,,
8093,809300,3045,HEALD COLLEGE,CA,Proprietary,"1,697","4,496,447",,,,,,,
8532,853200,3087,HEALD COLLEGE,CA,Proprietary,"1,564","4,017,549",,,,,,,
25933,2593300,4470,HEALD COLLEGE,CA,Proprietary,"1,494","3,934,375",,,,,,,
30340,3034000,4608,HEALD COLLEGE,CA,Proprietary,"1,166","3,014,559",,,,,,,
7234,723400,2904,HEALD COLLEGE,CA,Proprietary,"2,697","6,479,139",,,,,,,
7477,747700,2946,HEALD COLLEGE,CA,Proprietary,"1,043","2,676,293",,,,,,,
15453,2187500,3904,HEALD COLLEGE,CA,Proprietary,"1,163","2,828,239",,,,,,,
25931,2593100,4469,HEALD COLLEGE,CA,Proprietary,885,"2,270,019",,,,,,,
41417,4141700,6374,HEALING HANDS SCHOOL OF HOLISTIC HEALTH,CA,Proprietary,5,"12,933",,,,,,,
41278,4127800,5970,HEALTHY HAIR ACADEMY,CA,Proprietary,202,"515,190",,,,,,,
14813,2285100,4106,HILLTOP BEAUTY SCHOOL,CA,Proprietary,193,"624,760",,,,,,,
1183,118300,1126,HOLY NAMES UNIVERSITY,CA,Private 4 Year,260,"862,956",,,,,,,
1252,125200,1163,HOPE INTERNATIONAL UNIVERSITY,CA,Private 4 Year,244,"716,777",,,,,,,
1149,114900,0023,HUMBOLDT STATE UNIVERSITY,CA,Public 4 year,"2,981","10,420,709",,,,,,,
1212,121200,1142,HUMPHREYS COLLEGE,CA,Private 4 Year,561,"1,654,257",,,,,,,
17061,2545900,0851,HYPNOSIS MOTIVATION INSTITUTE,CA,Private 2 Year,72,"178,907",,,,,,,
1214,121400,1143,IMPERIAL VALLEY COLLEGE,CA,Public 2 year,"4,205","11,783,377",,,,,,,
41327,4132700,6021,INFOTECH CAREER COLLEGE,CA,Proprietary,130,"288,584",,,,,,,
14673,2128300,0699,INSTITUTE FOR BUSINESS & TECHNOLOGY,CA,Proprietary,"1,316","3,990,083",,,,,,,
41323,4132300,6294,INSTITUTE OF MEDICAL EDUCATION,CA,Proprietary,166,"359,606",,,,,,,
30675,3067500,0961,INSTITUTE OF TECHNOLOGY,CA,Proprietary,"3,288","8,726,802",,,,,,,
40053,4005300,5823,INTERAMERICAN COLLEGE,CA,Private 4 Year,19,"45,887",,,,,,,
25594,2559400,4417,INTERCOAST COLLEGES,CA,Proprietary,"1,031","3,321,944",,,,,,,
16930,2520300,0838,INTERIOR DESIGNERS INSTITUTE,CA,Proprietary,36,"78,188",,,,,,,
33953,3395300,4956,INTERNATIONAL CAREER DEVELOPMENT CENTER,CA,Proprietary,"2,693","9,223,547",,,,,,,
41347,4134700,6362,INTERNATIONAL PROFESSIONAL SCHOOL OF BODYWORK,CA,Proprietary,37,"50,297",,,,,,,
39644,3964400,5814,INTERNATIONAL SCHOOL OF BEAUTY,CA,Proprietary,37,"134,490",,,,,,,
14552,2255400,4043,INTERNATIONAL SCHOOL OF COSMETOLOGY,CA,Proprietary,38,"122,521",,,,,,,
25395,2539500,4368,IRVINE VALLEY COLLEGE,CA,Public 2 year,996,"2,821,228",,,,,,,
34854,3485400,5023,JAMES ALBERT SCHOOL OF COSMETOLOGY,CA,Proprietary,134,"409,371",,,,,,,
12026,1202600,0641,JE BOUTIQUE COLLEGE OF BEAUTY,CA,Proprietary,122,"364,625",,,,,,,
4484,448400,2510,JOHN F. KENNEDY UNIVERSITY,CA,Private 4 Year,79,"186,349",,,,,,,
24948,2494800,4284,JOHN WESLEY INTERNATIONAL BARBER & BEAUTY COLLEGE,CA,Proprietary,39,"112,652",,,,,,,
31253,3125300,4804,JOHN WESLEY INTERNATIONAL BARBER AND BEAUTY COLLEGE,CA,Proprietary,108,"328,458",,,,,,,
30445,3044500,4617,KAPLAN COLLEGE,CA,Proprietary,363,"982,288",,,,,,,
16720,2351900,5093,KAPLAN COLLEGE,CA,Proprietary,"1,793","5,103,750",,,,,,,
17265,2565400,5133,KAPLAN COLLEGE,CA,Proprietary,758,"2,067,822",,,,,,,
17072,2539100,5136,KAPLAN COLLEGE,CA,Proprietary,"1,890","5,596,965",,,,,,,
17194,2549000,5141,KAPLAN COLLEGE,CA,Proprietary,"1,600","4,771,092",,,,,,,
14444,2091700,5156,KAPLAN COLLEGE,CA,Proprietary,"1,075","3,298,015",,,,,,,
16307,2306300,5164,KAPLAN COLLEGE,CA,Proprietary,"2,001","5,778,051",,,,,,,
33083,3308300,4919,KENSINGTON COLLEGE,CA,Proprietary,24,"82,884",,,,,,,
35163,3516300,5033,KING'S COLLEGE AND SEMINARY (THE),CA,Private 4 Year,63,"159,576",,,,,,,
16355,2312400,4169,LA COLLEGE INTERNATIONAL,CA,Proprietary,434,"936,308",,,,,,,
1215,121500,1144,LA SIERRA UNIVERSITY,CA,Private 4 Year,551,"1,826,450",,,,,,,
38534,3853400,5656,LADERA CAREER PATHS TRAINING CENTERS,CA,Proprietary,9,"21,351",,,,,,,
16517,2330500,4197,LAGUNA COLLEGE OF ART AND DESIGN,CA,Private 4 Year,102,"319,908",,,,,,,
38063,3806300,5672,LAKE COLLEGE,CA,Proprietary,134,"294,524",,,,,,,
12907,1290700,3591,LAKE TAHOE COMMUNITY COLLEGE,CA,Public 2 year,388,"929,274",,,,,,,
13010,1301000,0666,LANCASTER BEAUTY SCHOOL,CA,Proprietary,104,"314,237",,,,,,,
