OPEID,NAME,CITY,STATE,Type & Control,Recipients,Awards
531600,COASTAL CAROLINA COMMUNITY COLLEGE,JACKSONVILLE,NC,Public 2 Year,"2,961","10,730,486"
291700,COLLEGE OF THE ALBEMARLE,ELIZABETH CITY,NC,Public 2 Year,"1,346","4,751,643"
2205000,COLLEGE OF WILMINGTON,WILMINGTON,NC,Proprietary 2 Year,83,"254,168"
679900,CRAVEN COMMUNITY COLLEGE,NEW BERN,NC,Public 2 Year,"1,910","6,968,263"
291800,DAVIDSON COLLEGE,DAVIDSON,NC,Private 4 Year,218,"820,800"
291900,DAVIDSON COUNTY COMMUNITY COLLEGE,LEXINGTON,NC,Public 2 Year,"3,083","11,175,534"
292000,DUKE UNIVERSITY,DURHAM,NC,Private 4 Year,929,"4,101,860"
544800,DURHAM TECHNICAL CMNTY COLLEGE,DURHAM,NC,Public 2 Year,"3,318","10,657,849"
292300,EAST CAROLINA UNIVERSITY,GREENVILLE,NC,Public 4 Year,"7,242","30,837,547"
885500,EDGECOMBE COMMUNITY COLLEGE,TARBORO,NC,Public 2 Year,"2,876","10,772,872"
292600,ELIZABETH CITY STATE UNIVERSITY,ELIZABETH CITY,NC,Public 4 Year,"2,410","12,296,146"
292700,ELON UNIVERSITY,ELON,NC,Private 4 Year,514,"2,127,798"
902500,EMPIRE BEAUTY SCHOOL,MATTHEWS,NC,Proprietary 2 Year,554,"2,283,211"
2210400,FAYETTEVILLE BEAUTY COLLEGE,FAYETTEVILLE,NC,Proprietary 2 Year,72,"294,586"
292800,FAYETTEVILLE STATE UNIVERSITY,FAYETTEVILLE,NC,Public 4 Year,"3,651","19,057,171"
764000,FAYETTEVILLE TECHNICAL CMTY COLLEGE,FAYETTEVILLE,NC,Public 2 Year,"6,284","21,906,990"
4120300,"FILA ACADEMY, THE",HIGH POINT,NC,Proprietary 2 Year,43,"142,807"
531700,FORSYTH TECHNICAL COMMUNITY COLLEGE,WINSTON-SALEM,NC,Public 2 Year,"5,403","19,769,668"
292900,GARDNER-WEBB UNIVERSITY,BOILING SPRINGS,NC,Private 4 Year,"1,453","6,483,110"
297300,GASTON COLLEGE,DALLAS,NC,Public 2 Year,"3,737","13,688,510"
4173700,GRACE COLLEGE OF DIVINITY,FAYETTEVILLE,NC,Private 4 Year,6,"13,645"
293000,GREENSBORO COLLEGE,GREENSBORO,NC,Private 4 Year,450,"1,915,257"
293100,GUILFORD COLLEGE,GREENSBORO,NC,Private 4 Year,"1,424","5,915,061"
483800,GUILFORD TECHNICAL COMMUNITY CLG,JAMESTOWN,NC,Public 2 Year,"11,308","43,635,945"
2238700,HAIRSTYLING INSTITUTE OF CHARLOTTE,CHARLOTTE,NC,Proprietary 2 Year,65,"282,326"
798600,HALIFAX COMMUNITY COLLEGE,WELDON,NC,Public 2 Year,"1,477","5,519,491"
808300,HAYWOOD COMMUNITY COLLEGE,CLYDE,NC,Public 2 Year,"1,550","5,914,977"
3089300,HERITAGE BIBLE COLLEGE,DUNN,NC,Private 4 Year,54,"221,675"
293300,HIGH POINT UNIVERSITY,HIGH POINT,NC,Private 4 Year,685,"2,762,916"
293400,ISOTHERMAL COMMUNITY COLLEGE,SPINDALE,NC,Public 2 Year,"1,819","7,213,477"
768700,JAMES SPRUNT COMMUNITY COLLEGE,KENANSVILLE,NC,Public 2 Year,"1,051","4,318,752"
293500,JOHN WESLEY COLLEGE,HIGH POINT,NC,Private 4 Year,103,"423,700"
293600,JOHNSON C SMITH UNIVERSITY,CHARLOTTE,NC,Private 4 Year,"1,096","5,140,080"
933600,JOHNSTON COMMUNITY COLLEGE,SMITHFIELD,NC,Public 2 Year,"2,326","8,420,781"
293700,KING'S COLLEGE-CHARLOTTE,CHARLOTTE,NC,Proprietary 2 Year,596,"2,969,620"
3748500,LA SHE'S BEAUTY ACADEMY,DURHAM,NC,Proprietary 2 Year,127,"427,857"
293900,LEES MCRAE COLLEGE,BANNER ELK,NC,Private 4 Year,434,"1,828,075"
294000,LENOIR COMMUNITY COLLEGE,KINSTON,NC,Public 2 Year,"2,206","8,750,304"
294100,LENOIR-RHYNE UNIVERSITY,HICKORY,NC,Private 4 Year,711,"3,076,621"
1192600,LEON'S BEAUTY SCHOOL,GREENSBORO,NC,Proprietary 2 Year,151,"850,738"
3109000,LIVING ARTS COLLEGE,RALEIGH,NC,Proprietary 4 Year,608,"2,232,695"
294200,LIVINGSTONE COLLEGE,SALISBURY,NC,Private 4 Year,"1,054","5,197,829"
294300,LOUISBURG COLLEGE,LOUISBURG,NC,Private 2 Year,579,"2,423,747"
294400,MARS HILL COLLEGE,MARS HILL,NC,Private 4 Year,689,"2,861,109"
798800,MARTIN COMMUNITY COLLEGE,WILLIAMSTON,NC,Public 2 Year,601,"2,297,312"
1119700,MAYLAND COMMUNITY COLLEGE,SPRUCE PINE,NC,Public 2 Year,603,"2,139,646"
808500,MCDOWELL TECHNICAL COMMUNITY CLG,MARION,NC,Public 2 Year,"1,021","3,734,712"
3361300,MEDICAL ARTS MASSAGE SCHOOL,RALEIGH,NC,Proprietary 2 Year,243,"893,596"
647800,MERCY HOSP SCH OF NURSING,CHARLOTTE,NC,Public 2 Year,26,"88,728"
294500,MEREDITH COLLEGE,RALEIGH,NC,Private 4 Year,673,"2,794,549"
294600,METHODIST UNIVERSITY,FAYETTEVILLE,NC,Private 4 Year,969,"3,924,496"
2280900,MID-ATLANTIC CHRISTIAN UNIVERSITY,ELIZABETH CITY,NC,Private 4 Year,113,"450,598"
294700,MITCHELL COMMUNITY COLLEGE,STATESVILLE,NC,Public 2 Year,"2,130","7,726,042"
2056500,MITCHELL'S HAIR STYLING ACADEMY,WILSON,NC,Proprietary 2 Year,150,"663,232"
2227800,MITCHELL'S HAIR STYLING ACADEMY,GOLDSBORO,NC,Proprietary 2 Year,6,"15,598"
2227900,MITCHELL'S HAIR STYLING ACADEMY,GREENVILLE,NC,Proprietary 2 Year,9,"41,157"
808700,MONTGOMERY COMMUNITY COLLEGE,TROY,NC,Public 2 Year,524,"2,066,600"
294800,MONTREAT COLLEGE,MONTREAT,NC,Private 4 Year,408,"1,597,331"
294900,MOUNT OLIVE COLLEGE,MOUNT OLIVE,NC,Private 4 Year,"2,421","7,888,227"
855700,NASH COMMUNITY COLLEGE,ROCKY MOUNT,NC,Public 2 Year,"1,699","5,756,151"
3827300,NEW LIFE THEOLOGICAL SEMINARY,CHARLOTTE,NC,Private 4 Year,76,"312,086"
290500,NORTH CAROLINA A&T STATE UNIV,GREENSBORO,NC,Public 4 Year,"5,655","26,701,864"
295000,NORTH CAROLINA CENTRAL UNIVERSITY,DURHAM,NC,Public 4 Year,"4,333","21,797,051"
297200,NORTH CAROLINA STATE UNIV-RALEIGH,RALEIGH,NC,Public 4 Year,"6,133","25,832,860"
295100,NORTH CAROLINA WESLEYAN COLLEGE,ROCKY MOUNT,NC,Private 4 Year,944,"4,180,489"
703100,PAMLICO COMMUNITY COLLEGE,GRANTSBORO,NC,Public 2 Year,276,"1,057,911"
4149300,PARK WEST BARBER SCHOOL,DURHAM,NC,Proprietary 2 Year,173,"739,711"
1179900,PAUL MITCHELL THE SCHOOL FAYETTEVILLE,FAYETTEVILLE,NC,Proprietary 2 Year,209,"860,278"
295300,PEACE COLLEGE,RALEIGH,NC,Private 4 Year,410,"1,805,297"
295500,PFEIFFER UNIVERSITY,MISENHEIMER,NC,Private 4 Year,519,"1,956,119"
295600,PIEDMONT BAPTIST COLLEGE AND GRADUATE SC,WINSTON SALEM,NC,Private 4 Year,192,"736,786"
964600,PIEDMONT COMMUNITY COLLEGE,ROXBORO,NC,Public 2 Year,"1,420","5,151,008"
2560600,PINNACLE INSTITUTE OF COSMETOLOGY,MOORESVILLE,NC,Proprietary 2 Year,61,"271,585"
406200,PITT COMMUNITY COLLEGE,WINTERVILLE,NC,Public 2 Year,"4,650","18,989,573"
295700,QUEENS UNIVERSITY OF CHARLOTTE,CHARLOTTE,NC,Private 4 Year,749,"2,668,119"
544700,RANDOLPH COMMUNITY COLLEGE,ASHEBORO,NC,Public 2 Year,"1,585","6,080,034"
3064400,REGENCY BEAUTY INSTITUTE,WINSTON-SALEM,NC,Proprietary 2 Year,169,"663,630"
4115700,REGINA'S COLLEGE OF BEAUTY,MONROE,NC,Proprietary 2 Year,209,"781,895"
546400,RICHMOND COMMUNITY COLLEGE,HAMLET,NC,Public 2 Year,"1,806","6,847,461"
861300,ROANOKE-CHOWAN COMMUNITY COLLEGE,AHOSKIE,NC,Public 2 Year,639,"2,228,139"
861200,ROBESON COMMUNITY COLLEGE,LUMBERTON,NC,Public 2 Year,"2,405","9,093,419"
295800,ROCKINGHAM COMMUNITY COLLEGE,WENTWORTH,NC,Public 2 Year,"1,654","5,703,158"
575400,ROWAN-CABARRUS COMMUNITY COLLEGE,SALISBURY,NC,Public 2 Year,"5,048","18,998,756"
296000,SALEM COLLEGE,WINSTON-SALEM,NC,Private 4 Year,582,"2,396,216"
789200,SAMPSON COMMUNITY COLLEGE,CLINTON,NC,Public 2 Year,"1,003","3,748,493"
296100,SANDHILLS COMMUNITY COLLEGE,PINEHURST,NC,Public 2 Year,"2,562","9,213,013"
296200,SHAW UNIVERSITY,RALEIGH,NC,Private 4 Year,"2,141","9,800,310"
1026400,SOUTH COLLEGE,ASHEVILLE,NC,Proprietary 4 Year,288,"1,156,092"
798500,SOUTH PIEDMONT COMMUNITY COLLEGE,POLKTON,NC,Public 2 Year,"1,556","4,919,881"
296400,SOUTHEASTERN COMMUNITY COLLEGE,WHITEVILLE,NC,Public 2 Year,"1,611","6,311,284"
3555300,SOUTHEASTERN INSTITUTE,CHARLOTTE,NC,Proprietary 2 Year,480,"1,573,448"
3555400,SOUTHEASTERN SCHOOL OF NEUROMUSCULAR  MA,CHARLESTON,NC,Proprietary 2 Year,296,"1,097,883"
846600,SOUTHWESTERN COMMUNITY COLLEGE,SYLVA,NC,Public 2 Year,"1,322","5,027,767"
296700,ST ANDREWS PRESBYTERIAN COLLEGE,LAURINBURG,NC,Private 4 Year,185,"785,904"
296800,ST AUGUSTINES COLLEGE,RALEIGH,NC,Private 4 Year,"1,272","6,086,458"
1119400,STANLY COMMUNITY COLLEGE,ALBEMARLE,NC,Public 2 Year,"1,860","6,734,773"
297000,SURRY COMMUNITY COLLEGE,DOBSON,NC,Public 2 Year,"1,520","5,738,091"
4098300,TECHSKILLS - CHARLOTTE,CHARLOTTE,NC,Proprietary 2 Year,40,"89,017"
943000,TRI-COUNTY COMMUNITY COLLEGE,MURPHY,NC,Public 2 Year,944,"3,473,145"
398100,UNC SCHOOL OF THE ARTS,WINSTON-SALEM,NC,Public 4 Year,213,"871,542"
295400,UNIV OF NORTH CAROLINA AT PEMBROKE,PEMBROKE,NC,Public 4 Year,"3,619","15,534,000"
297600,UNIVERSITY OF N C - GREENSBORO,GREENSBORO,NC,Public 4 Year,"6,614","28,909,497"
297400,UNIVERSITY OF N C-CHAPEL HILL,CHAPEL HILL,NC,Public 4 Year,"3,855","17,059,642"
298400,UNIVERSITY OF N C-WILMINGTON,WILMINGTON,NC,Public 4 Year,"3,334","13,853,290"
290700,UNIVERSITY OF NC AT ASHEVILLE,ASHEVILLE,NC,Public 4 Year,"1,255","4,949,738"
297500,UNIVERSITY OF NC AT CHARLOTTE,CHARLOTTE,NC,Public 4 Year,"8,422","35,376,449"
990300,VANCE-GRANVILLE CMTY COLLEGE,HENDERSON,NC,Public 2 Year,"2,617","8,958,327"
297800,WAKE FOREST UNIV - UNDERGRADUATE,WINSTON-SALEM,NC,Private 4 Year,613,"2,561,328"
484400,WAKE TECHNICAL COMMUNITY COLLEGE,RALEIGH,NC,Public 2 Year,"7,396","24,432,455"
297900,WARREN WILSON COLLEGE,ASHEVILLE,NC,Private 4 Year,272,"1,070,014"
298000,WAYNE COMMUNITY COLLEGE,GOLDSBORO,NC,Public 2 Year,"2,204","7,841,786"
298100,WESTERN CAROLINA UNIVERSITY,CULLOWHEE,NC,Public 4 Year,"2,967","11,958,440"
298200,WESTERN PIEDMONT COMMUNITY COLLEGE,MORGANTON,NC,Public 2 Year,"2,399","9,774,560"
298300,WILKES COMMUNITY COLLEGE,WILKESBORO,NC,Public 2 Year,"1,817","6,990,505"
484500,WILSON COMMUNITY COLLEGE,WILSON,NC,Public 2 Year,"1,464","6,073,864"
298500,WINGATE UNIVERSITY,WINGATE,NC,Private 4 Year,638,"2,626,649"
3009500,WINSTON-SALEM BARBER SCHOOL,WINSTON-SALEM,NC,Proprietary 2 Year,69,"245,625"
298600,WINSTON-SALEM STATE UNIVERSITY,WINSTON-SALEM,NC,Public 4 Year,"3,649","17,008,376"
298800,BISMARCK STATE COLLEGE,BISMARCK,ND,Public 4 Year,"1,342","4,886,568"
299500,DAKOTA COLLEGE AT BOTTINEAU,BOTTINEAU,ND,Public 2 Year,332,"1,276,730"
298900,DICKINSON STATE UNIVERSITY,DICKINSON,ND,Public 4 Year,708,"2,547,204"
4139400,HAIR ACADEMY (THE),BISMARCK,ND,Proprietary 2 Year,47,"182,965"
2298200,HEADQUARTERS ACADEMY OF HAIR DESIGN,MINOT,ND,Proprietary 2 Year,59,"239,370"
299000,JAMESTOWN COLLEGE,JAMESTOWN,ND,Private 4 Year,297,"1,111,554"
1040600,JOSEF'S SCHOOL OF HAIR DESIGN,GRAND FORKS,ND,Proprietary 2 Year,80,"465,736"
775600,JOSEF'S SCHOOL OF HAIR DESIGN INC,FARGO,ND,Proprietary 2 Year,81,"505,576"
1229500,JZ TREND ACADEMY PAUL MITCHELL PARTNER S,BISMARCK,ND,Proprietary 2 Year,46,"244,742"
299100,LAKE REGION STATE COLLEGE,DEVILS LAKE,ND,Public 2 Year,393,"1,401,945"
2236500,LITTLE HOOP COMMUNITY COLLEGE,FORT TOTTEN,ND,Public 2 Year,261,"952,936"
299300,MAYVILLE STATE UNIVERSITY,MAYVILLE,ND,Public 4 Year,350,"1,357,230"
935400,MEDCENTER ONE COLLEGE OF NURSING,BISMARCK,ND,Private 4 Year,29,"124,606"
299400,MINOT STATE UNIVERSITY,MINOT,ND,Public 4 Year,"1,089","4,108,492"
3087200,MOLER BARBER CLG OF HAIRSTYLING,FARGO,ND,Proprietary 2 Year,12,"50,300"
299600,NORTH DAKOTA STATE CLG OF SCIENCE,WAHPETON,ND,Public 2 Year,"1,008","3,805,631"
299700,NORTH DAKOTA STATE UNIVERSITY,FARGO,ND,Public 4 Year,"3,129","11,692,504"
4031300,SALON PROFESSIONAL ACADEMY (THE),FARGO,ND,Proprietary 2 Year,67,"315,779"
2188200,SITTING BULL COLLEGE,FORT YATES,ND,Public 4 Year,268,"1,043,034"
1205900,TRINITY BIBLE COLLEGE,ELLENDALE,ND,Private 4 Year,197,"792,721"
2301100,TURTLE MTN CMNTY COLG-FIN AID OFC,BELCOURT,ND,Private 4 Year,622,"2,593,081"
2242900,UNITED TRIBES TECHNICAL COLLEGE,BISMARCK,ND,Private 2 Year,655,"2,905,457"
299200,UNIVERSITY OF MARY,BISMARCK,ND,Private 4 Year,696,"2,812,144"
300500,UNIVERSITY OF NORTH DAKOTA,GRAND FORKS,ND,Public 4 Year,"2,673","10,621,834"
300800,VALLEY CITY STATE UNIVERSITY,VALLEY CITY,ND,Public 4 Year,346,"1,324,425"
300700,WILLISTON STATE COLLEGE,WILLISTON,ND,Public 2 Year,278,"1,019,870"
849200,ALEGENT HEALTH SCHOOLS,OMAHA,NE,Private 2 Year,19,"92,374"
952300,BAHNER COLLEGE OF HAIRSTYLING,FREMONT,NE,Proprietary 2 Year,49,"266,092"
974300,BELLEVUE UNIVERSITY,BELLEVUE,NE,Private 4 Year,"2,504","8,037,212"
639900,BRYANLGH COLLEGE OF HEALTH SCIENCES,LINCOLN,NE,Private 4 Year,165,"542,939"
961700,CAPITOL BEAUTY SCHOOL,OMAHA,NE,Proprietary 2 Year,94,"307,992"
472000,CENTRAL COMMUNITY COLLEGE,GRAND ISLAND,NE,Public 2 Year,943,"3,231,674"
764100,CENTRAL COMMUNITY COLLEGE,GRAND ISLAND,NE,Public 2 Year,538,"1,781,254"
2099500,CENTRAL COMMUNITY COLLEGE- GI,GRAND ISLAND,NE,Public 2 Year,"1,156","3,470,570"
253900,CHADRON STATE COLLEGE,CHADRON,NE,Public 4 Year,951,"3,548,569"
986200,CLARKSON COLLEGE,OMAHA,NE,Private 4 Year,285,"1,132,919"
2079700,COLLEGE OF HAIR DESIGN,LINCOLN,NE,Proprietary 2 Year,256,"1,211,373"
254000,COLLEGE OF ST MARY,OMAHA,NE,Private 4 Year,452,"2,011,326"
254100,CONCORDIA UNIVERSITY,SEWARD,NE,Private 4 Year,389,"1,401,420"
254200,CREIGHTON UNIVERSITY,OMAHA,NE,Private 4 Year,850,"3,242,622"
254400,DOANE COLLEGE,CRETE,NE,Private 4 Year,759,"2,880,852"
254700,GRACE UNIVERSITY,OMAHA,NE,Private 4 Year,214,"836,475"
254800,HASTINGS COLLEGE,HASTINGS,NE,Private 4 Year,404,"1,539,799"
962109,HERZING UNIVERSITY - OMAHA SCHOOL OF MAS,OMAHA,NE,Proprietary 4 Year,227,"917,227"
1151900,JOSEPH'S COLLEGE OF BEAUTY/ALL CAMPUSES,LINCOLN,NE,Proprietary 2 Year,351,"1,821,800"
3323300,LITTLE PRIEST TRIBAL COLLEGE,WINNEBAGO,NE,Private 2 Year,111,"403,361"
1258600,METROPOLITAN COMMUNITY COLLEGE,OMAHA,NE,Public 2 Year,"8,824","27,629,026"
255300,MIDLAND UNIVERSITY,FREMONT,NE,Private 4 Year,495,"1,935,659"
255700,MID-PLAINS COMM COLLEGE - NORTH PLATTE,NORTH PLATTE,NE,Public 2 Year,941,"3,421,778"
3279300,MYOTHERAPY INSTITUTE,LINCOLN,NE,Proprietary 2 Year,28,"179,001"
640400,NEBR METHODIST CLG OF NURS ALLD HLTH,OMAHA,NE,Private 4 Year,250,"1,044,448"
1297600,NEBRASKA CHRISTIAN COLLEGE,PAPILLION,NE,Private 4 Year,80,"274,348"
2550800,NEBRASKA INDIAN COMMUNITY COLLEGE,MACY,NE,Public 2 Year,66,"193,288"
255500,NEBRASKA WESLEYAN UNIVERSITY,LINCOLN,NE,Private 4 Year,538,"2,035,914"
1166700,NORTHEAST COMMUNITY COLLEGE,NORFOLK,NE,Public 2 Year,"1,694","5,853,397"
255900,PERU STATE COLLEGE,PERU,NE,Public 4 Year,798,"3,058,252"
2508300,SOUTHEAST COMM. COLLEGE-ALL CAMPUSES,LINCOLN,NE,Public 2 Year,"6,210","16,654,456"
3164300,THE CREATIVE CENTER,OMAHA,NE,Proprietary 4 Year,61,"237,135"
256300,UNION COLLEGE,LINCOLN,NE,Private 4 Year,324,"1,210,226"
3821400,UNIVERSAL COLLEGE OF HEALING ARTS,OMAHA,NE,Proprietary 2 Year,28,"93,081"
256596,UNIVERSITY OF NEBRASKA - CURTIS,CURTIS,NE,Public 4 Year,152,"685,095"
255100,UNIVERSITY OF NEBRASKA AT KEARNEY,KEARNEY,NE,Public 4 Year,"2,039","8,138,009"
256500,UNIVERSITY OF NEBRASKA-LINCOLN,LINCOLN,NE,Public 4 Year,"4,692","18,531,289"
689500,UNIVERSITY OF NEBRASKA-MED CTR,OMAHA,NE,Public 4 Year,263,"1,015,765"
255400,UNIVERSITY OF NEBRASKA-OMAHA,OMAHA,NE,Public 4 Year,"4,030","15,878,460"
750100,VATTEROTT COLLEGE,OMAHA,NE,Proprietary 2 Year,805,"3,828,456"
256600,WAYNE STATE COLLEGE,WAYNE,NE,Public 4 Year,"1,290","4,977,707"
256000,WESTERN NEBRASKA COMMUNITY COLLEGE,SCOTTSBLUFF,NE,Public 2 Year,"1,172","4,018,001"
2610500,XENON INTERNATIONAL ACADEMY II,OMAHA,NE,Proprietary 2 Year,186,"838,573"
256700,YORK COLLEGE,YORK,NE,Private 4 Year,259,"1,035,710"
473300,CHESTER COLLEGE OF NEW ENGLAND,CHESTER,NH,Private 4 Year,76,"294,869"
257200,COLBY-SAWYER COLLEGE,NEW LONDON,NH,Private 4 Year,387,"1,469,916"
849300,CONTINENTAL ACADEMIE OF HAIR DESIGN,MANCHESTER,NH,Proprietary 2 Year,16,"64,194"
1318900,CONTINENTAL ACADEMIE OF HAIR DESIGN,HUDSON,NH,Proprietary 2 Year,41,"174,949"
473100,DANIEL WEBSTER COLLEGE,NASHUA,NH,Proprietary 4 Year,234,"890,648"
257300,DARTMOUTH COLLEGE,HANOVER,NH,Private 4 Year,695,"2,727,532"
864500,EMPIRE BEAUTY SCHOOL,LACONIA,NH,Proprietary 2 Year,212,"764,126"
2179600,EMPIRE BEAUTY SCHOOL,SOMERSWORTH,NH,Proprietary 2 Year,169,"597,732"
257500,FRANKLIN PIERCE UNIVERSITY,RINDGE,NH,Private 4 Year,577,"2,153,073"
3101300,GRANITE STATE COLLEGE,CONCORD,NH,Public 4 Year,870,"2,575,294"
258300,GREAT BAY COMMUNITY COLLEGE,PORTSMOUTH,NH,Public 2 Year,698,"2,095,772"
472900,HESSER COLLEGE,MANCHESTER,NH,Proprietary 4 Year,"3,102","11,510,781"
2245400,KEENE BEAUTY ACADEMY,KEENE,NH,Proprietary 2 Year,41,"162,281"
259000,KEENE STATE COLLEGE,KEENE,NH,Public 4 Year,"1,244","4,678,215"
4162200,LAIRD INSTITUTE OF SPA THERAPY,MANCHESTER,NH,Proprietary 2 Year,33,"132,089"
755500,LAKES REGION COMMUNITY COLLEGE,LACONIA,NH,Public 2 Year,583,"1,927,195"
702500,LEBANON COLLEGE,LEBANON,NH,Private 2 Year,37,"100,562"
2223300,MAGDALEN COLLEGE,WARNER,NH,Private 4 Year,26,"106,627"
258200,MANCHESTER COMMUNITY COLLEGE,MANCHESTER,NH,Public 2 Year,"1,067","3,188,252"
2174800,MICHAEL'S SCHOOL OF HAIR DESIGN & ESTHET,BEDFORD,NH,Proprietary 2 Year,88,"359,355"
923600,NASHUA COMMUNITY COLLEGE,NASHUA,NH,Public 2 Year,735,"2,408,885"
257900,NEW ENGLAND COLLEGE,HENNIKER,NH,Private 4 Year,366,"1,487,584"
2247000,NEW ENGLAND SCHOOL OF HAIR DESIGN,WEST LEBANON,NH,Proprietary 2 Year,49,"186,892"
3182300,NEW HAMPSHIRE INSTITUTE OF ART,MANCHESTER,NH,Private 4 Year,186,"616,629"
3729300,NH INSTITUTE FOR THERAPEUTIC ARTS,HUDSON,NH,Proprietary 2 Year,22,"95,087"
258100,NHTI  - CONCORD'S COMMUNITY COLLEGE,CONCORD,NH,Public 2 Year,"1,610","5,209,420"
259100,PLYMOUTH STATE UNIVERSITY,PLYMOUTH,NH,Public 4 Year,"1,204","4,479,203"
2211600,PORTSMOUTH BTY SCH OF HAIR DESIGN,PORTSMOUTH,NH,Proprietary 2 Year,19,"86,737"
756000,RIVER VALLEY COMMUNITY COLLEGE,CLAREMONT,NH,Public 2 Year,496,"1,538,161"
258600,RIVIER COLLEGE,NASHUA,NH,Private 4 Year,450,"1,639,176"
258700,SAINT ANSELM COLLEGE,MANCHESTER,NH,Private 4 Year,340,"1,336,721"
258000,SOUTHERN NEW HAMPSHIRE UNIVERSITY,MANCHESTER,NH,Private 4 Year,"2,319","6,249,779"
2140400,ST JOSEPH SCH OF PRAC NRSG,NASHUA,NH,Private 2 Year,69,"274,980"
3043100,THOMAS MORE COLLEGE OF LIBERAL ARTS,MERRIMACK,NH,Private 4 Year,32,"141,600"
258900,UNIVERSITY OF NEW HAMPSHIRE,DURHAM,NH,Public 4 Year,"3,214","12,574,337"
3437300,UPPER VALLEY TEACHER TRANING PROGRAM,LEBANON,NH,Private 2 Year,15,"58,618"
529100,WHITE MOUNTAINS COMMUNITY COLLEGE,BERLIN,NH,Public 2 Year,592,"2,059,285"
3389300,ACADEMY OF MASSAGE THERAPY,ENGLEWOOD,NJ,Proprietary 2 Year,121,"481,471"
4136400,AMERICAN INSTITUTE OF MEDICAL SCIENCES &,SOUTH PLAINFIELD,NJ,Proprietary 2 Year,97,"372,440"
1085100,ANTHEM INSTITUTE,PARSIPPANY,NJ,Proprietary 2 Year,"1,309","4,768,089"
2525900,ARTISTIC ACADEMY OF HAIR DESIGN,MORRIS PLAINS,NJ,Proprietary 2 Year,97,"334,869"
259600,ATLANTIC COMMUNITY COLLEGE,MAYS LANDING,NJ,Public 2 Year,"4,830","15,562,439"
4081300,BAIS MEDRASH TORAS CHESED,LAKEWOOD,NJ,Private 4 Year,40,"191,631"
2132300,BERDAN INSTITUTE,TOTOWA,NJ,Proprietary 2 Year,674,"2,358,710"
473600,BERGEN COMMUNITY COLLEGE,PARAMUS,NJ,Public 2 Year,"5,578","20,542,120"
2312000,BERGEN COUNTY TECHNICAL SCHOOLS,HACKENSACK,NJ,Public 2 Year,53,"183,530"
750200,BERKELEY COLLEGE,WOODLAND PARK,NJ,Proprietary 4 Year,"1,909","8,086,453"
750201,BERKELEY COLLEGE,WOODBRIDGE,NJ,Proprietary 4 Year,712,"3,121,054"
750202,BERKELEY COLLEGE - PARAMUS,PARAMUS,NJ,Proprietary 4 Year,464,"2,000,499"
4181400,BEST CARE TRAINING INSTITUTE,EAST ORANGE,NJ,Proprietary 2 Year,29,"122,303"
794700,BETH MEDRASH GOVOHA OF AMERICA,LAKEWOOD,NJ,Private 4 Year,"2,189","12,367,059"
259700,BLOOMFIELD COLLEGE,BLOOMFIELD,NJ,Private 4 Year,"1,506","6,330,721"
840400,BROOKDALE COMMUNITY COLLEGE,LINCROFT,NJ,Public 2 Year,"5,028","17,576,617"
773000,BURLINGTON COUNTY COLLEGE,PEMBERTON,NJ,Public 2 Year,"3,297","11,397,959"
259800,CALDWELL COLLEGE,CALDWELL,NJ,Private 4 Year,643,"2,590,012"
686500,CAMDEN COUNTY COLLEGE,BLACKWOOD,NJ,Public 2 Year,"6,582","22,708,389"
907800,CAPRI INSTITUTE OF HAIR DESIGN,CLIFTON,NJ,Proprietary 2 Year,252,"873,827"
2103700,CAPRI INSTITUTE OF HAIR DESIGN,PARAMUS,NJ,Proprietary 2 Year,118,"424,934"
2183600,CAPRI INSTITUTE OF HAIR DESIGN,KENILWORTH,NJ,Proprietary 2 Year,163,"584,168"
2265500,CAPRI INSTITUTE OF HAIR DESIGN,BRICK TOWN,NJ,Proprietary 2 Year,136,"538,568"
259900,CENTENARY COLLEGE,HACKETTSTOWN,NJ,Private 4 Year,550,"2,129,009"
4134100,CENTER FOR ALLIED HEALTH & NURSING EDUCA,HACKENSACK,NJ,Proprietary 2 Year,847,"3,490,779"
3324300,CENTRAL CAREER SCHOOL,SOUTH PLAINFIELD,NJ,Proprietary 2 Year,132,"426,152"
264200,COLLEGE OF NEW JERSEY (THE),EWING,NJ,Public 4 Year,"1,170","4,611,288"
260000,COLLEGE OF SAINT ELIZABETH,MORRISTOWN,NJ,Private 4 Year,360,"1,540,865"
2252700,CONCORDE SCHOOL OF HAIR DESIGN,OCEAN TWSP,NJ,Proprietary 2 Year,351,"1,279,065"
2248600,COOPER HEALTH SYS-CTR ALLIED HEALTH,CAMDEN,NJ,Private 2 Year,15,"47,631"
772900,COUNTY COLLEGE OF MORRIS,RANDOLPH,NJ,Public 2 Year,"2,081","7,187,894"
260100,CUMBERLAND COUNTY COLLEGE,VINELAND,NJ,Public 2 Year,"2,442","8,575,866"
2154000,DIVERS ACAD OF EASTERN SEABOARD,ERIAL,NJ,Proprietary 2 Year,94,"327,851"
1234600,DOVER BUSINESS COLLEGE,CLIFTON,NJ,Proprietary 2 Year,"1,527","4,756,455"
2223900,DRAKE COLLEGE OF BUSINESS,ELIZABETH,NJ,Proprietary 2 Year,"3,540","14,379,806"
260300,DREW UNIVERSITY,MADISON,NJ,Private 4 Year,493,"2,115,377"
