PELLID,OPEID,Name,City,State,Type & Control,Recips,Awards
1745,174500,QUINCY UNIVERSITY,QUINCY,IL,Private 4 Year,349,"932,738"
17009,2538100,REGENCY BEAUTY INSTITUTE,CHAMPAIGN,IL,Proprietary,20,"52,684"
7119,711900,REND LAKE COLLEGE,INA,IL,Public 2 Year,"1,198","2,885,909"
1649,164900,RICHARD J DALEY COLLEGE,CHICAGO,IL,Public 2 Year,"2,470","5,406,307"
10879,1087900,RICHLAND COMMUNITY COLLEGE,DECATUR,IL,Public 2 Year,881,"1,817,937"
1746,174600,ROBERT MORRIS COLLEGE,CHICAGO,IL,Private 4 Year,"3,246","9,405,013"
1747,174700,ROCK VALLEY COLLEGE,ROCKFORD,IL,Public 2 Year,"1,955","4,178,393"
8545,854500,ROCKFORD BUSINESS COLLEGE,ROCKFORD,IL,Proprietary,645,"1,710,978"
1748,174800,ROCKFORD COLLEGE,ROCKFORD,IL,Private 4 Year,334,"891,666"
1749,174900,ROOSEVELT UNIVERSITY,CHICAGO,IL,Private 4 Year,"1,292","3,101,453"
1659,165900,ROSALIND FRANKLIN UNIVERSITY OF MEDICINE,NORTH CHICAGO,IL,Private 4 Year,3,"6,430"
30829,3082900,ROSEL SCHOOL OF COSMETOLOGY,CHICAGO,IL,Proprietary,135,"399,443"
9800,980000,RUSH UNIVERSITY,CHICAGO,IL,Private 4 Year,39,"111,011"
9987,998700,SAINT ANTHONY COLLEGE OF NURSING,ROCKFORD,IL,Private 4 Year,58,"157,854"
1752,175200,SAUK VALLEY COMMUNITY COLLEGE,DIXON,IL,Public 2 Year,918,"1,910,291"
1753,175300,SCHOOL OF ART INSTITUTE OF CHICAGO,CHICAGO,IL,Private 4 Year,557,"1,643,551"
7693,769300,SHAWNEE COMMUNITY COLLEGE,ULLIN,IL,Public 2 Year,"1,239","3,157,410"
1756,175600,SHIMER COLLEGE,CHICAGO,IL,Private 4 Year,28,"90,583"
41175,4117500,SOLEX MEDICAL ACADEMY,WHEELING,IL,Proprietary,4,"7,345"
38913,3891300,SOMA INSTITUTE - THE NATIONAL SCHOOL OF,CHICAGO,IL,Proprietary,139,"245,522"
1769,176900,SOUTH SUBURBAN COLLEGE,SOUTH HOLLAND,IL,Public 2 Year,"4,227","8,815,956"
1757,175700,SOUTHEASTERN ILLINOIS COLLEGE,HARRISBURG,IL,Public 2 Year,729,"1,874,732"
1758,175800,SOUTHERN ILL UNIV-CARBONDALE,CARBONDALE,IL,Public 4 Year,"5,428","15,992,535"
1759,175900,SOUTHERN ILL UNIV-EDWARDSVILLE,EDWARDSVILLE,IL,Public 4 Year,"2,884","7,671,946"
1636,163600,SOUTHWESTERN ILLINOIS COLLEGE,BELLEVILLE,IL,Public 2 Year,"3,684","8,188,235"
4571,457100,SPARKS COLLEGE,SHELBYVILLE,IL,Proprietary,18,"44,350"
1643,164300,SPOON RIVER COLLEGE,CANTON,IL,Public 2 Year,617,"1,519,746"
1761,176100,SPRINGFIELD COLLEGE IN ILLINOIS,SPRINGFIELD,IL,Private 2 Year,255,"581,833"
15415,2185400,ST AUGUSTINE COLLEGE,CHICAGO,IL,Private 4 Year,"1,031","2,852,533"
6240,624000,ST FRANCIS MED CLG OF NRSG,PEORIA,IL,Private 4 Year,106,"275,690"
30980,3098000,ST JOHN'S COLLEGE OF NURSING,SPRINGFIELD,IL,Private 4 Year,19,"62,095"
1768,176800,ST XAVIER UNIVERSITY,CHICAGO,IL,Private 4 Year,"1,274","3,469,955"
11810,1181000,TAYLOR BUSINESS INSTITUTE,CHICAGO,IL,Proprietary,383,"1,063,078"
13816,2073200,TELSHE YESHIVA-CHICAGO,CHICAGO,IL,Private 4 Year,24,"97,540"
17378,2337800,THE COLLEGE OF OFFICE TECHNOLOGY,CHICAGO,IL,Proprietary,690,"1,706,926"
30653,3065300,TREND SETTERS COLL OF COSMETOLOGY,BRADLEY,IL,Proprietary,132,"346,662"
10695,1069500,TRI-COUNTY BEAUTY ACADEMY,LITCHFIELD,IL,Proprietary,19,"47,243"
1771,177100,TRINITY CHRISTIAN COLLEGE,PALOS HEIGHTS,IL,Private 4 Year,384,"978,891"
6225,6225,TRINITY COLLEGE OF NURSING AND HEALTH SCIENCES, ,IL,Private 4 Year,72,"172,364"
1772,177200,TRINITY INTERNATIONAL UNIVERSITY,DEERFIELD,IL,Private 4 Year,364,"980,208"
1773,177300,TRITON COLLEGE,RIVER GROVE,IL,Public 2 Year,"2,289","5,086,371"
1648,164800,TRUMAN COLLEGE,CHICAGO,IL,Public 2 Year,"2,143","4,990,953"
1775,177500,UNIV OF ILLINOIS @ URBANA-CHAMPAIGN,CHAMPAIGN,IL,Public 4 Year,"4,986","14,722,019"
1776,177600,UNIV OF ILLINOIS AT CHICAGO,CHICAGO,IL,Public 4 Year,"5,600","16,914,248"
9333,933300,UNIV OF ILLINOIS AT SPRINGFIELD,SPRINGFIELD,IL,Public 4 Year,818,"2,067,942"
1774,177400,UNIVERSITY OF CHICAGO,CHICAGO,IL,Private 4 Year,622,"1,782,545"
14839,2124400,UNIVERSITY OF SPA & COSMETOLOGY ART,SPRINGFIELD,IL,Proprietary,132,"338,649"
1664,166400,UNIVERSITY OF ST FRANCIS,JOLIET,IL,Private 4 Year,428,"1,125,524"
1778,177800,VANDERCOOK COLLEGE OF MUSIC,CHICAGO,IL,Private 4 Year,49,"136,658"
13944,2069300,VATTEROTT COLLEGE,QUINCY,IL,Proprietary,"1,103","3,197,577"
36233,3623300,VEE'S SCHOOL OF BEAUTY CULTURE,EAST ST. LOUIS,IL,Proprietary,36,"127,609"
6931,693100,WAUBONSEE COMMUNITY COLLEGE,SUGAR GROVE,IL,Public 2 Year,916,"1,854,838"
1780,178000,WESTERN ILLINOIS UNIVERSITY,MACOMB,IL,Public 4 Year,"3,084","8,528,788"
30792,3079200,WESTWOOD COLLEGE - DUPAGE,WOODBRIDGE,IL,Proprietary,"1,112","2,879,975"
16368,2313900,WESTWOOD COLLEGE - O'HARE AIRPORT,CHICAGO,IL,Proprietary,"1,448","3,613,819"
1781,178100,WHEATON COLLEGE,WHEATON,IL,Private 4 Year,318,"798,794"
3961,396100,WILLIAM RAINEY HARPER COLLEGE,PALATINE,IL,Public 2 Year,"2,126","4,997,427"
1783,178300,WORSHAM COLLEGE OF MORTUARY SCIENCE,WHEELING,IL,Proprietary,59,"133,882"
1655,165500,WRIGHT COLLEGE,CHICAGO,IL,Public 2 Year,"2,541","5,634,487"
13918,961200,"""APEX SCHOOL OF BEAUTY CULTURE, INC""",ANDERSON,IN,Proprietary,7,"17,665"
35383,3538300,ALEXANDRIA SCH OF SCIENTIFIC THERAP,ALEXANDRIA,IN,Proprietary,34,"59,439"
31763,3176300,AMERICAN TRANS AIR AVIATION ACADEMY,INDIANAPOLIS,IN,Proprietary,145,"396,425"
1784,178400,ANCILLA COLLEGE-OFC OF FINANCIAL AI,DONALDSON,IN,Private 2 Year,330,"872,987"
1785,178500,ANDERSON UNIVERSITY,ANDERSON,IN,Private 4 Year,682,"1,787,339"
1786,178600,BALL STATE UNIVERSITY,MUNCIE,IN,Public 4 Year,"3,880","10,811,667"
1787,178700,BETHEL COLLEGE INC,MISHAWAKA,IN,Private 4 Year,694,"1,726,835"
14607,512730,BROWN MACKIE COLLEGE-MERRILLVILLE,MERRILLVILLE,IN,Proprietary,"1,774","4,229,276"
4583,458300,BROWN MACKIE COLLEGE-SOUTH BEND,SOUTH BEND,IN,Proprietary,"2,566","6,239,186"
1788,178800,BUTLER UNIVERSITY,INDIANAPOLIS,IN,Private 4 Year,449,"1,229,337"
1834,183400,CALUMET COLLEGE OF SAINT JOSEPH,WHITING,IN,Private 4 Year,386,"1,026,331"
26158,2615800,COLLEGE OF COURT REPORTING,HOBART,IN,Proprietary,110,"272,311"
11505,1150500,CREATIVE HAIR STYLING ACADEMY,HIGHLAND,IN,Proprietary,52,"137,394"
34567,3456700,CROSSROADS BIBLE COLLEGE,INDIANAPOLIS,IN,Private 4 Year,114,"268,110"
32623,3262300,DAVID DEMUTH INSTITUTE OF COSM,RICHMOND,IN,Proprietary,36,"83,864"
1792,179200,DEPAUW UNIVERSITY,GREENCASTLE,IN,Private 4 Year,327,"892,153"
14523,2158800,DON ROBERTS BEAUTY SCHOOLS,VALPARAISO,IN,Proprietary,14,"37,243"
13998,2164300,DON ROBERTS SCHOOL OF HAIR DESIGN,SCHERERVILLE,IN,Proprietary,44,"112,887"
1793,179300,EARLHAM COLLEGE,RICHMOND,IN,Private 4 Year,236,"675,616"
16665,2345200,EMPIRE BEAUTY SCHOOL,INDIANAPOLIS,IN,Proprietary,112,"265,825"
14626,2118900,EVANSVILLE TRI STATE BEAUTY COLLEGE,EVANSVILLE,IN,Proprietary,19,"42,825"
1798,179800,FRANKLIN COLLEGE OF INDIANA,FRANKLIN,IN,Private 4 Year,293,"799,232"
1799,179900,GOSHEN COLLEGE,GOSHEN,IN,Private 4 Year,223,"577,207"
1800,180000,GRACE COLLEGE & THEO SEMINARY,WINONA LAKE,IN,Private 4 Year,260,"668,652"
26070,2607000,HAIR ARTS ACADEMY,BLOOMINGTON,IN,Proprietary,27,"65,724"
16688,2490500,HAIR FASHIONS BY KAYE BEAUTY CLG,INDIANAPOLIS,IN,Proprietary,151,"352,700"
16691,2490800,HAIR FASHIONS BY KAYE BEAUTY CLG,NOBLESVILLE,IN,Proprietary,62,"121,551"
1801,180100,HANOVER COLLEGE,HANOVER,IN,Private 4 Year,164,"453,475"
7263,726300,HOLY CROSS COLLEGE,NOTRE DAME,IN,Private 4 Year,132,"314,449"
41309,4130900,HONORS BEAUTY COLLEGE,INDIANAPOLIS,IN,Proprietary,20,"42,625"
1803,180300,HUNTINGTON UNIVERSITY,HUNTINGTON,IN,Private 4 Year,241,"590,027"
40387,4038700,IDEAL BEAUTY ACADEMY,JEFFERSONVILLE,IN,Proprietary,41,"100,909"
15218,2158400,INDIANA BUSINESS COLLEGE,INDIANAPOLIS,IN,Proprietary,"4,212","10,728,536"
15222,2158403,INDIANA BUSINESS COLLEGE,MUNCIE,IN,Proprietary,448,"1,092,009"
1805,180500,INDIANA INSTITUTE OF TECHNOLOGY,FORT WAYNE,IN,Private 4 Year,"1,088","2,658,713"
1807,180700,INDIANA STATE UNIVERSITY,TERRE HAUTE,IN,Public 4 Year,"2,652","7,367,417"
1814,181400,INDIANA UNIV KOKOMO,KOKOMO,IN,Public 4 Year,798,"2,011,527"
1811,181100,INDIANA UNIV-EAST,RICHMOND,IN,Public 4 Year,"1,108","2,797,122"
1809,180900,INDIANA UNIVERSITY-BLOOMINGTON,BLOOMINGTON,IN,Public 4 Year,"4,440","12,854,146"
1817,181700,INDIANA UNIVERSITY-SOUTHEAST,NEW ALBANY,IN,Public 4 Year,"1,598","4,088,366"
1815,181500,INDIANA UNIV-NORTHWEST,GARY,IN,Public 4 Year,"1,688","4,689,039"
1828,182800,INDIANA UNIV-PURDUE UNIV FORT WAYNE,FORT WAYNE,IN,Public 4 Year,"3,524","8,824,502"
1813,181300,INDIANA UNIV-PURDUE UNIV INDPLS,INDIANAPOLIS,IN,Public 4 Year,"5,442","14,586,220"
1816,181600,INDIANA UNIV-SOUTHBEND,SOUTH BEND,IN,Public 4 Year,"2,136","5,431,143"
1822,182200,INDIANA WESLEYAN UNIVERSITY,MARION,IN,Private 4 Year,"2,752","5,891,863"
14207,457900,INTERNATIONAL BUSINESS COLLEGE,FORT WAYNE,IN,Proprietary,543,"1,492,165"
7327,732700,ITT TECHNICAL INSTITUTE,NEWBURGH,IN,Proprietary,"3,010","7,176,477"
8329,832900,ITT TECHNICAL INSTITUTE,FORT WAYNE,IN,Proprietary,"2,173","4,949,978"
7329,732900,ITT TECHNICAL INSTITUTE,INDIANAPOLIS,IN,Proprietary,"4,080","9,193,522"
8423,842300,IVY TECH COMMUNITY COLLEGE OF INDIANA -,SOUTH BEND,IN,Public 2 Year,"3,222","6,366,213"
8547,854700,IVY TECH COMMUNITY COLLEGE OF INDIANA -,TERRE HAUTE,IN,Public 2 Year,"2,540","5,670,001"
9917,991700,IVY TECH COMMUNITY COLLEGE OF INDIANA -,INDIANAPOLIS,IN,Public 2 Year,"6,166","12,310,797"
9923,992300,IVY TECH COMMUNITY COLLEGE OF INDIANA -,MADISON,IN,Public 2 Year,"1,208","2,561,825"
9924,992400,IVY TECH COMMUNITY COLLEGE OF INDIANA -,MUNCIE,IN,Public 2 Year,"3,380","7,316,505"
9925,992500,IVY TECH COMMUNITY COLLEGE OF INDIANA -,EVANSVILLE,IN,Public 2 Year,"2,270","4,924,254"
10038,1003800,IVY TECH COMMUNITY COLLEGE OF INDIANA -,COLUMBUS,IN,Public 2 Year,"1,359","2,787,569"
10039,1003900,IVY TECH COMMUNITY COLLEGE OF INDIANA -,LAFAYETTE,IN,Public 2 Year,"2,262","5,061,412"
10040,1004000,IVY TECH COMMUNITY COLLEGE OF INDIANA -,GARY,IN,Public 2 Year,"3,298","6,628,292"
10109,1010900,IVY TECH COMMUNITY COLLEGE OF INDIANA -,SELLERSBURG,IN,Public 2 Year,"1,459","3,355,960"
35213,3521300,IVY TECH COMMUNITY COLLEGE OF INDIANA -,BLOOMINGTON,IN,Public 2 Year,"2,280","5,047,495"
9926,992600,IVY TECH COMMUNITY COLLEGE OF INDIANA- R,FORT WAYNE,IN,Public 2 Year,"3,949","8,214,952"
10041,1004100,IVY TECH STATE COLLEGE - REGION 5,KOKOMO,IN,Public 2 Year,"2,088","4,262,492"
10037,1003700,IVY TECH STATE COLLEGE - REGION 9,RICHMOND,IN,Public 2 Year,"1,558","3,154,718"
16285,2302700,J EVERETT LIGHT CAREER CENTER,INDIANAPOLIS,IN,Public 2 Year,46,"97,410"
9515,951500,J MICHAEL HARROLD BEAUTY ACADEMY,TERRE HAUTE,IN,Proprietary,31,"67,946"
9777,977700,KAPLAN COLLEGE,INDIANAPOLIS,IN,Proprietary,"1,073","2,784,185"
15564,2201800,KAPLAN COLLEGE,MERRILLVILLE,IN,Proprietary,"1,230","2,743,407"
16692,2351300,KNOX BEAUTY COLLEGE,KNOX,IN,Proprietary,21,"61,047"
10409,1040900,LAFAYETTE BEAUTY ACADEMY,LAFAYETTE,IN,Proprietary,31,"82,687"
7938,793800,LINCOLN COLLEGE OF TECHNOLOGY,INDIANAPOLIS,IN,Proprietary,"1,518","3,870,475"
1820,182000,MANCHESTER COLLEGE,NORTH MANCHESTER,IN,Private 4 Year,319,"905,794"
1821,182100,MARIAN COLLEGE  (INDIANAPOLIS),INDIANAPOLIS,IN,Private 4 Year,730,"2,022,376"
31006,3100600,MARION COMM TUCKER AREA VOC SCHOOL,MARION,IN,Public 2 Year,32,"101,880"
14975,2140800,MARTIN UNIVERSITY,INDIANAPOLIS,IN,Private 4 Year,557,"1,407,614"
16324,2308900,MASTER'S OF COSMETOLOGY COLLEGE,FORT WAYNE,IN,Proprietary,33,"99,060"
7362,736200,MEDTECH COLLEGE - THE STUART SCHOOL,INDIANAPOLIS,IN,Proprietary,912,"2,101,698"
9613,961300,MERRILLVILLE BEAUTY COLLEGE,MERRILLVILLE,IN,Proprietary,118,"263,521"
10618,1061800,MID-AMERICA CLG FUNERAL SERVICE,JEFFERSONVILLE,IN,Private 4 Year,41,"108,480"
41197,4119700,MOLER HAIRSTYLING COLLEGE,GARY,IN,Proprietary,37,"108,088"
1824,182400,OAKLAND CITY UNIVERSITY,OAKLAND CITY,IN,Private 4 Year,409,"1,140,800"
16289,2304800,PJ'S COLLEGE OF COSMETOLOGY,RICHMOND,IN,Proprietary,24,"76,413"
15806,2241700,PJ'S COLLEGE OF COSMETOLOGY,CLARKSVILLE,IN,Proprietary,68,"174,544"
1827,182700,PURDUE UNIV CALUMET,HAMMOND,IN,Public 4 Year,"2,836","7,518,735"
1826,182600,PURDUE UNIV NORTH CENTRAL CAMPUS,WESTVILLE,IN,Public 4 Year,"1,251","3,131,767"
1825,182500,PURDUE UNIVERSITY,WEST LAFAYETTE,IN,Public 4 Year,"5,624","15,434,435"
14273,2084800,RAVENSCROFT BEAUTY COLLEGE,FORT WAYNE,IN,Proprietary,170,"401,157"
16593,2339600,ROGER'S ACADEMY OF HAIR DESIGN,EVANSVILLE,IN,Proprietary,144,"404,303"
1830,183000,ROSE HULMAN INSTITUTE OF TECHNOLOGY,TERRE HAUTE,IN,Private 4 Year,245,"657,884"
9673,967300,RUDAE'S SCHOOL OF BEAUTY CULTURE,KOKOMO,IN,Proprietary,158,"412,459"
6257,625700,SAINT ELIZABETH SCHOOL OF NURSING,LAFAYETTE,IN,Private 2 Year,96,"289,499"
1835,183500,SAINT MARY-OF-THE-WOODS COLLEGE,SAINT MARY-OF-THE,IN,Private 4 Year,528,"1,044,994"
1833,183300,ST JOSEPH'S COLLEGE,RENSSELAER,IN,Private 4 Year,253,"719,346"
1836,183600,ST MARY'S COLLEGE,NOTRE DAME,IN,Private 4 Year,213,"558,033"
41003,4100300,SUCCESS SCHOOLS,MERRILLVILLE,IN,Proprietary,67,"189,822"
1838,183800,TAYLOR UNIVERSITY,UPLAND,IN,Private 4 Year,506,"1,356,872"
41210,4121000,TECHSKILLS - INDIANAPOLIS,INDIANAPOLIS,IN,Proprietary,14,"19,907"
1839,183900,TRINE UNIVERSITY,ANGOLA,IN,Private 4 Year,569,"1,558,265"
1795,179500,UNIVERSITY OF EVANSVILLE,EVANSVILLE,IN,Private 4 Year,592,"1,561,863"
1804,180400,UNIVERSITY OF INDIANAPOLIS,INDIANAPOLIS,IN,Private 4 Year,"1,123","2,882,553"
1840,184000,UNIVERSITY OF NOTRE DAME,NOTRE DAME,IN,Private 4 Year,780,"2,148,586"
1832,183200,UNIVERSITY OF SAINT FRANCIS,FORT WAYNE,IN,Private 4 Year,670,"1,677,176"
1808,180800,UNIVERSITY OF SOUTHERN INDIANA,EVANSVILLE,IN,Public 4 Year,"2,308","6,135,033"
1842,184200,VALPARAISO UNIVERSITY,VALPARAISO,IN,Private 4 Year,568,"1,579,995"
10151,1015100,VINCENNES BEAUTY COLLEGE,VINCENNES,IN,Proprietary,35,"81,306"
1843,184300,VINCENNES UNIVERSITY,VINCENNES,IN,Public 4 Year,"2,685","7,302,729"
1844,184400,WABASH COLLEGE,CRAWFORDSVILLE,IN,Private 4 Year,166,"480,960"
13564,2246100,"""KANSAS CITY KS AREA TECH SCHOOL, KS""",KANSAS CITY,KS,Public 2 Year,187,"440,834"
8682,868200,ACADEMY OF HAIR DESIGN,SALINA,KS,Proprietary,48,"111,911"
1901,190100,ALLEN COUNTY COMMUNITY COLLEGE,IOLA,KS,Public 2 Year,781,"1,907,107"
1903,190300,BAKER UNIVERSITY,BALDWIN CITY,KS,Private 4 Year,557,"1,307,570"
1917,191700,BARCLAY COLLEGE,HAVILAND,KS,Private 4 Year,48,"143,839"
4608,460800,BARTON COUNTY COMMUNITY COLLEGE,GREAT BEND,KS,Public 2 Year,647,"1,538,347"
10256,1025600,BENEDICTINE COLLEGE,ATCHISON,KS,Private 4 Year,356,"990,960"
1904,190400,BETHANY COLLEGE,LINDSBORG,KS,Private 4 Year,227,"633,801"
1905,190500,BETHEL COLLEGE,NORTH NEWTON,KS,Private 4 Year,168,"486,233"
38623,3862300,BMSI INSTITUTE,OVERLAND PARK,KS,Proprietary,4,"4,606"
6755,675500,BROWN MACKIE COLLEGE (THE),SALINA,KS,Proprietary,917,"2,169,765"
30662,3066200,BRYAN COLLEGE,TOPEKA,KS,Proprietary,266,"656,084"
1906,190600,BUTLER COUNTY COMMUNITY COLLEGE,EL DORADO,KS,Public 2 Year,"2,102","4,554,383"
15525,2196400,CAPITOL CITY HAIR DESIGN COLLEGE,KANSAS CITY,KS,Proprietary,198,"508,167"
1908,190800,CENTRAL CHRISTIAN COLLEGE OF KANSAS,MCPHERSON,KS,Private 4 Year,134,"384,258"
14438,2090700,CLEVELAND CHIROPRACTIC COLLEGE,OVERLAND PARK,KS,Private 4 Year,32,"73,100"
1909,190900,CLOUD COUNTY COMMUNITY COLLEGE,CONCORDIA,KS,Public 2 Year,708,"1,609,814"
1910,191000,COFFEYVILLE COMMUNITY COLLEGE,COFFEYVILLE,KS,Public 2 Year,543,"1,298,017"
1911,191100,COLBY COMMUNITY COLLEGE,COLBY,KS,Public 2 Year,407,"1,104,796"
34503,3450300,COMMUNITY COLLEGE OF COSMETOLOGY,TOPEKA,KS,Proprietary,273,"694,057"
1902,190200,COWLEY COUNTY COMMUNITY COLLEGE & AREA V,ARKANSAS CITY,KS,Public 2 Year,"1,673","3,812,896"
8332,833200,CRUMS BEAUTY SCHOOL,MANHATTAN,KS,Proprietary,56,"149,327"
1913,191300,DODGE CITY COMMUNITY COLLEGE,DODGE CITY,KS,Public 2 Year,430,"1,034,079"
1914,191400,DONNELLY COLLEGE,KANSAS CITY,KS,Private 4 Year,503,"1,047,579"
1927,192700,EMPORIA STATE UNIVERSITY,EMPORIA,KS,Public 4 Year,"1,392","3,798,909"
5264,526400,FLINT HILLS TECHNICAL COLLEGE,EMPORIA,KS,Public 2 Year,231,"570,405"
1915,191500,FORT HAYS STATE UNIVERSITY,HAYS,KS,Public 4 Year,"2,001","5,060,890"
1916,191600,FORT SCOTT COMMUNITY COLLEGE,FORT SCOTT,KS,Public 2 Year,687,"1,738,991"
1918,191800,FRIENDS UNIVERSITY,WICHITA,KS,Private 4 Year,976,"2,354,828"
1919,191900,GARDEN CITY COMMUNITY COLLEGE,GARDEN CITY,KS,Public 2 Year,626,"1,565,665"
10438,1043800,HASKELL INDIAN NATIONS UNIVERSITY,LAWRENCE,KS,Public 4 Year,564,"1,724,088"
15944,2257700,HAYS ACADEMY OF HAIR DESIGN,HAYS,KS,Proprietary,33,"100,371"
1920,192000,HESSTON COLLEGE,HESSTON,KS,Private 2 Year,159,"420,490"
1921,192100,HIGHLAND COMMUNITY COLLEGE,HIGHLAND,KS,Public 2 Year,768,"1,752,236"
1923,192300,HUTCHINSON COMMUNITY COLLEGE,HUTCHINSON,KS,Public 2 Year,"1,329","3,045,778"
1924,192400,INDEPENDENCE COMMUNITY COLLEGE,INDEPENDENCE,KS,Public 2 Year,440,"1,060,589"
8244,824400,JOHNSON COUNTY COMMUNITY COLLEGE,OVERLAND PARK,KS,Public 2 Year,"2,691","5,595,067"
1925,192500,KANSAS CITY KANSAS COMMUNITY CLG,KANSAS CITY,KS,Public 2 Year,"2,053","4,424,841"
1928,192800,KANSAS STATE UNIVERSITY,MANHATTAN,KS,Public 4 Year,"4,337","11,535,846"
1929,192900,KANSAS WESLEYAN UNIVERSITY,SALINA,KS,Private 4 Year,328,"864,411"
10689,1068900,KAW AREA TECHNICAL SCHOOL,TOPEKA,KS,Public 2 Year,162,"381,717"
16599,2340700,LABARON HAIRDRESSING ACADEMY,OVERLAND PARK,KS,Proprietary,29,"60,197"
1930,193000,LABETTE COMMUNITY COLLEGE,PARSONS,KS,Public 2 Year,515,"1,236,355"
5500,550000,MANHATTAN AREA TECHNICAL COLLEGE,MANHATTAN,KS,Public 2 Year,198,"442,856"
1931,193100,MANHATTAN CHRISTIAN COLLEGE,MANHATTAN,KS,Private 4 Year,125,"303,747"
1933,193300,MCPHERSON COLLEGE,MCPHERSON,KS,Private 4 Year,207,"592,578"
7032,703200,MID AMERICA NAZARENE UNIVERSITY,OLATHE,KS,Private 4 Year,385,"946,657"
1936,193600,NEOSHO COUNTY COMMUNITY COLLEGE,CHANUTE,KS,Public 2 Year,523,"1,224,943"
1939,193900,NEWMAN UNIVERSITY,WICHITA,KS,Private 4 Year,429,"1,123,262"
5265,526500,NORTH CENTRAL KANSAS TECH COLG,BELOIT,KS,Public 2 Year,253,"665,340"
14427,526600,NORTHEAST KANSAS TECHNICAL COLLEGE,ATCHISON,KS,Public 2 Year,121,"351,940"
5267,526700,NORTHWEST KANSAS TECHNICAL SCHOOL,GOODLAND,KS,Public 2 Year,168,"516,106"
14951,2134800,OLD TOWN BARBER AND BEAUTY COLLEGE,WICHITA,KS,Proprietary,87,"228,718"
1937,193700,OTTAWA UNIVERSITY,OTTAWA,KS,Private 4 Year,776,"1,590,861"
26130,2613000,PINNACLE CAREER INSTITUTE,LAWRENCE,KS,Proprietary,155,"313,134"
1926,192600,PITTSBURG STATE UNIVERSITY,PITTSBURG,KS,Public 4 Year,"1,987","5,495,765"
1938,193800,PRATT COMMUNITY COLLEGE,PRATT,KS,Public 2 Year,363,"851,934"
5499,549900,SALINA AREA TECHNICAL COLLEGE,SALINA,KS,Public 2 Year,69,"187,940"
8228,822800,SEWARD COUNTY COMMUNITY COLLEGE,LIBERAL,KS,Public 2 Year,303,"753,455"
35293,3529300,SIDNEY'S HAIRDRESSING COLLEGE,HUTCHINSON,KS,Proprietary,48,"139,000"
8172,817200,SOUTHWEST KANSAS TECHNICAL SCHOOL,LIBERAL,KS,Public 2 Year,56,"168,674"
1940,194000,SOUTHWESTERN COLLEGE,WINFIELD,KS,Private 4 Year,447,"1,101,419"
1945,194500,STERLING COLLEGE,STERLING,KS,Private 4 Year,271,"784,037"
1946,194600,TABOR COLLEGE,HILLSBORO,KS,Private 4 Year,214,"539,544"
1948,194800,UNIVERSITY OF KANSAS,LAWRENCE,KS,Public 4 Year,"3,310","9,044,070"
1943,194300,UNIVERSITY OF ST MARY,LEAVENWORTH,KS,Private 4 Year,158,"435,600"
13791,2606300,VERNON'S KANSAS SCHOOL OF COSMETOLOGY,WICHITA,KS,Proprietary,49,"110,788"
1949,194900,WASHBURN UNIVERSITY,TOPEKA,KS,Public 4 Year,"1,973","5,102,462"
5498,549800,WICHITA AREA TECHNICAL COLLEGE,WICHITA,KS,Public 2 Year,283,"633,597"
1950,195000,WICHITA STATE UNIVERSITY,WICHITA,KS,Public 4 Year,"3,142","8,299,791"
10503,1050300,WICHITA TECHNICAL INSTITUTE,WICHITA,KS,Proprietary,"1,368","3,628,402"
25909,2590900,WRIGHT CAREER COLLEGE,OVERLAND PARK,KS,Private 2 Year,"1,660","4,364,440"
26031,2603100,XENON INTERNATIONAL ACADEMY,WICHITA,KS,Proprietary,130,"294,428"
30313,3031300,XENON INTERNATIONAL ACADEMY IV,OLATHE,KS,Proprietary,47,"118,706"
41329,4132900,Z HAIR ACADEMY,LAWRENCE,KS,Proprietary,8,"14,105"
15132,2159100,"""APPALACHIAN BEAUTY SCHOOL, INC.""",SOUTH WILLIAMSON,KY,Proprietary,17,"68,120"
16591,2340800,"""J & M ACDMY OF COSMETOLOGY, INC""",FRANKFORT,KY,Proprietary,18,"50,143"
1951,195100,ALICE LLOYD COLLEGE,PIPPA PASSES,KY,Private 4 Year,326,"984,011"
1952,195200,ASBURY COLLEGE,WILMORE,KY,Private 4 Year,333,"915,830"
1990,199000,ASHLAND COMMUNITY AND TECHNICAL COLLEGE,ASHLAND,KY,Public 2 Year,"1,601","4,040,475"
40383,4038300,ATA CAREER EDUCATION,LOUISVILLE,KY,Proprietary,415,"969,911"
16876,2518900,BARRETT & COMPANY SCH HAIR DESIGN,NICHOLASVILLE,KY,Proprietary,80,"246,040"
16726,2491100,BECKFIELD COLLEGE,FLORENCE,KY,Proprietary,565,"1,225,376"
1954,195400,BELLARMINE UNIVERSITY,LOUISVILLE,KY,Private 4 Year,386,"1,027,812"
38043,3804300,BELLEFONTE ACADEMY OF BEAUTY,RUSSELL,KY,Proprietary,107,"269,413"
1955,195500,BEREA COLLEGE,BEREA,KY,Private 4 Year,"1,230","3,868,594"
1996,199600,BIG SANDY COMMUNITY AND TECHNICAL COLG,PRESTONSBURG,KY,Public 2 Year,"1,985","5,479,218"
5244,524400,BLUEGRASS COMMUNITY & TECHNICAL COLLEGE,LEXINGTON,KY,Public 2 Year,"4,722","11,763,118"
5271,527100,BOWLING GREEN TECHNICAL COLLEGE,BOWLING GREEN,KY,Public 2 Year,891,"2,142,502"
