PELLID,Institution,City,State,Recipients,Awards
016734,Spanish American Institute,New York,NY,218,"355,107"
002817,St Bonaventure University,Saint Bonaventure,NY,496,"945,786"
002820,St Francis College,Brooklyn Heights,NY,796,"1,693,490"
002821,St John Fisher College,Rochester,NY,626,"1,140,769"
008788,STATE UNIVERSITY OF NEW YORK CENTRAL OFFICE,Albany,NY,"49,590","102,731,652"
021039,Steuben-Alleghany BOCES School of Practical Nursing,Bath,NY,42,"92,002"
002878,Suffolk County Community College,Selden,NY,"4,180","6,956,826"
031049,Sullivan County Board of Cooperative Educational Services (BOCES),Liberty,NY,26,"47,900"
002879,Sullivan County Community College,Loch Sheldrake,NY,905,"1,797,941"
002860,SUNY Adirondack Community College,Queensbury,NY,"1,059","1,757,448"
006789,SUNY Columbia-Greene Community College,Hudson,NY,747,"1,297,126"
004788,SUNY Herkimer County Community College,Herkimer,NY,"1,277","2,334,283"
002880,SUNY Ulster County Community College,Stone Ridge,NY,833,"1,409,671"
002881,SUNY Westchester Community College,Valhalla,NY,"2,137","3,545,062"
002863,"SUNY, Corning Community College",Corning,NY,"1,434","2,320,300"
002867,"SUNY, Fulton-Montgomery Community College",Johnstown,NY,882,"1,591,320"
002871,"SUNY,Mohawk Valley Community College",Utica,NY,"2,312","4,052,672"
014725,Syracuse Central Technical Vocational Center,Syracuse,NY,44,"74,791"
002882,Syracuse University,Syracuse,NY,"2,516","5,113,115"
014614,Talmudical Institute of Upstate New York,Rochester,NY,14,"29,578"
012011,Talmudical Seminary Oholei Torah,Brooklyn,NY,202,"593,450"
006788,Tompkins Cortland Community College,Dryden,NY,"1,201","2,157,055"
015485,Torah Temimah Talmudical Seminary,Brooklyn,NY,56,"158,350"
010142,Touro College,New York,NY,"5,465","10,608,135"
002812,Trocaire College,Buffalo,NY,411,"769,802"
014773,Ulster County Boces School Of Practical Nursing,Port Ewen,NY,44,"90,357"
002889,Union College,Schenectady,NY,362,"749,005"
011189,United Talmudical Seminary-,Brooklyn,NY,"1,270","3,869,250"
002894,University of Rochester,Rochester,NY,949,"2,038,374"
002883,Utica College- Utica,Utica,NY,814,"1,661,885"
002895,VASSAR COLLEGE,Poughkeepsie,NY,322,"678,796"
012293,VEEB Nassau County School of Practical Nursing,Uniondale,NY,133,"319,766"
002896,Villa Maria College of Buffalo,Buffalo,NY,178,"354,805"
002898,Wadhams Hall Seminary College,Ogensburg,NY,11,"30,318"
002899,Wagner College,Staten Island,NY,355,"750,260"
015204,Washington Saratoga Warren Hamilton Essex BOCES,Saratoga Springs,NY,104,"186,385"
015088,Wayne - Finger Lakes BOCES,Newark,NY,37,"61,192"
002900,Webb Institute,Glen Cove,NY,3,"3,900"
002901,Wells College,Aurora,NY,147,"304,477"
010147,Western Suffolk BOCES,Northport,NY,59,"81,746"
011859,Word of Life Bible Institute,Pottersville,NY,234,"389,034"
016674,Yeshiva and Kollel Harbotzas Torah,Brooklyn,NY,14,"43,474"
015993,Yeshiva Derech Chaim,Brooklyn,NY,28,"79,099"
031473,Yeshiva D'Monsey - (Administrative offices only),Monsey,NY,29,"87,925"
030001,Yeshiva Gedolah Imrei Yosef D'Spinka,Brooklyn,NY,39,"112,063"
011997,Yeshiva Karlin Stolin,Brooklyn,NY,42,"121,649"
011670,Yeshiva of Nitra Rabbinical College,Brooklyn,NY,188,"554,550"
017197,Yeshiva Of The Telshe Alumni,Riverdale,NY,13,"33,375"
014812,Yeshiva Shaar Hatorah,Kew Gardens,NY,6,"18,600"
002903,Yeshiva University,New York,NY,442,"974,022"
031271,Yeshivas Novominsk,Brooklyn,NY,33,"92,662"
014615,Yeshivat Mikdash Melech,Brooklyn,NY,22,"53,385"
013027,Yeshivath Viznitz,Monsey,NY,175,"643,700"
011821,Yeshivath Zichron Moshe,South Fallsburg,NY,50,"131,560"
026038,Adult Career Center Lorain County Joint Vocational School,Oberlin,OH,65,"132,979"
016262,"Adult Vocational Services, Akron Public Schools",Akron,OH,58,"142,412"
016635,Akron Machining Institute,Norton,OH,101,"164,230"
008194,Akron School of Practical Nursing,Akron,OH,37,"88,550"
030151,Alliance High School Community Services Division,Alliance,OH,50,"105,612"
003010,Antioch University,Yellow Springs,OH,412,"644,175"
017290,Apollo Career Center,Lima,OH,62,"91,997"
003011,Art Academy of Cincinnati,Cincinnati,OH,45,"69,222"
031170,Ashland County - West Holmes Career Center - Adult Education,Ashland,OH,45,"67,506"
003012,Ashland University,Ashland,OH,662,"1,205,941"
015449,Ashtabula County Joint Vocational School Adult Education,Jefferson,OH,131,"202,047"
030514,Auburn Career Center,Concord Township,OH,23,"34,354"
006487,Aultman Hospital School of Nursing,Canton,OH,36,"69,468"
003014,Baldwin/Wallace College,Berea,OH,761,"1,337,799"
009941,Belmont Technical College,St. Clairsville,OH,745,"1,238,691"
003016,Bluffton College,Bluffton,OH,213,"375,869"
003018,Bowling Green State University,Bowling Green,OH,"3,038","5,464,048"
030659,Buckeye Career Ctr,New Philadelphia,OH,28,"63,072"
030641,Calvin M. Woodward High School,Toledo,OH,49,"81,999"
003023,Capital University,Columbus,OH,700,"1,229,993"
003137,Case Western Reserve University,Cleveland,OH,525,"1,003,445"
003025,Cedarville College,Cedarville,OH,436,"722,017"
011046,Central Ohio Technical College,Newark,OH,871,"1,038,418"
012248,Central School of Practical Nursing,Cleveland,OH,57,"94,882"
003026,Central State University,Wilberforce,OH,599,"1,277,479"
010880,Chatfield College,Saint Martin,OH,143,"210,466"
007473,Choffin Career Center,Youngstown,OH,91,"192,259"
006489,Christ Hospital School of Nursing,Cincinnati,OH,65,"119,168"
003029,Cincinnati Bible College and Seminary,Cincinnati,OH,180,"343,191"
010906,Cincinnati College of Mortuary Science,Cincinnati,OH,55,"82,852"
010345,Cincinnati State Technical & Community College,Cincinnati,OH,"2,532","2,830,237"
003030,Circleville Bible College,Circleville,OH,128,"260,558"
004852,Clark State Community College,Springfield,OH,934,"1,397,112"
031054,Cleveland Extension High School,Cleveland,OH,107,"154,718"
003032,Cleveland State University,Cleveland,OH,"3,588","6,421,730"
003033,College of Mount Saint Joseph,Cincinnati,OH,452,"824,678"
003037,College of Wooster (The),Wooster,OH,212,"376,384"
015524,Collins Career Center,Chesapeake,OH,218,"402,721"
016039,Columbiana County Vocational School District,Lisbon,OH,52,"83,009"
003039,Columbus College of Art & Design,Columbus,OH,312,"560,360"
006867,Columbus State Community College- Main Campus,Columbus,OH,"4,184","5,723,594"
015029,Community Educational Services,Canton,OH,72,"155,173"
009172,Community Hospital of Springfield and Clark County School of Nursing,Springfield,OH,22,"39,232"
003040,Cuyahoga Community College,Cleveland,OH,"6,568","11,202,235"
007103,CUYAHOGA COMMUNITY COLLEGE - DISTRICT OFFICE,Cleveland,OH,32,0
015492,D. Russell Lee Career Center,Hamilton,OH,114,"186,064"
003043,David N. Myers College,Cleveland,OH,487,"926,249"
003041,Defiance College,Defiance,OH,219,"380,835"
030848,Delaware JVS,Delaware,OH,4,"5,376"
003042,Denison University,Granville,OH,254,"505,495"
016975,Eastland Vocational School District,Groveport,OH,73,"158,639"
012750,Edison State Community College,Piqua,OH,628,"910,494"
030153,EHOVE Career Center,Milan,OH,148,"261,525"
003036,Franciscan University Of Steubenville,Steubenville,OH,557,"1,091,973"
003046,Franklin University,Columbus,OH,498,"770,158"
014071,Gallia Jackson Vinton Joint School Adult Education,Rio Grande,OH,81,"113,732"
015691,God's Bible School and College,Cincinnati,OH,89,"188,746"
006494,Good Samaritan Hospital School of Nursing,Cincinnati,OH,109,"171,809"
014694,Great Oaks Institute of Technology & Career Development,Cincinnati,OH,153,"267,485"
016861,Greene County Career Center,Xenia,OH,51,"80,057"
010323,Hannah E Mullins School of Practical Nursing,Salem,OH,59,"89,828"
003048,Heidelberg College,Tiffin,OH,366,"637,155"
003049,Hiram College,Hiram,OH,358,"665,337"
016522,HOBART INSTITUTE OF WELDING TECHNOLOGY,Troy,OH,27,"43,979"
007598,Hocking  Technical College,Nelsonville,OH,"1,542","2,623,368"
007275,Jefferson Community College,Steubenville,OH,678,"1,174,229"
003050,John Carroll University,University Heights,OH,539,"1,047,393"
003051,Kent State University,Kent,OH,"7,678","13,396,257"
003065,Kenyon College,Gambier,OH,147,"292,078"
007035,Kettering College Of Medical Arts,Kettering,OH,90,"167,387"
016558,Knox County Career Center,Mount Vernon,OH,74,"125,056"
003066,Lake Erie College,Painesville,OH,124,"241,319"
006804,LAKELAND COMMUNITY COLLEGE,Kirtland,OH,"1,340","1,850,866"
015692,Licking County Joint Vocational School Newark,Newark,OH,28,"39,045"
010027,Lima Technical College,Lima,OH,"1,224","1,965,984"
003068,Lorain County Community College,Elyria,OH,"1,915","2,728,907"
003069,Lourdes College,Sylvania,OH,411,"698,981"
030237,Madison Local Schools Madison Adult Education,Mansfield,OH,30,"44,600"
017282,Mahoning County Joint Vocl School District Adult Education Program,Canfield,OH,52,"86,852"
003072,Malone College,Canton,OH,504,"904,818"
009809,Mansfield General Hospital School of Nursing,Mansfield,OH,16,"35,092"
003073,Marietta College,Marietta,OH,277,"508,021"
010736,Marion Technical College,Marion,OH,520,"720,589"
015612,Medina County Joint Vocational School,Medina,OH,44,"101,807"
030970,Mercy College of Northwest Ohio,Toledo,OH,109,"163,483"
003077,Miami University,Oxford,OH,"2,472","4,435,996"
015980,Miami Valley Career Technology Center,Clayton,OH,72,"125,094"
012967,MID-EAST OHIO VOCATIONAL SCHOOL DISTRICT,Zanesville,OH,63,"139,414"
030719,Mount Carmel College of Nursing,Columbus,OH,94,"163,112"
003083,Mount Union College,Alliance,OH,542,"970,479"
007085,Mount Vernon Nazarene College,Mount Vernon,OH,483,"833,034"
008133,Muskingum Area Technical College,Zanesville,OH,933,"1,569,302"
003084,Muskingum College,New Concord,OH,374,"684,907"
015235,North Adult Education Center,Columbus,OH,89,"163,588"
005313,North Central Technical College,Mansfield,OH,"1,288","1,693,774"
008677,Northwest State Community College,Archbold,OH,711,"938,718"
004861,Northwestern College,Lima,OH,685,"929,032"
003085,Notre Dame College of Ohio,South Euclid,OH,154,"241,357"
003086,Oberlin College,Oberlin,OH,487,"982,826"
031163,Ohio College of Massotherapy,Akron,OH,75,"131,704"
003035,Ohio Dominican College,Columbus,OH,635,"1,144,269"
016019,Ohio High Point Career Center,Bellefontaine,OH,42,"84,926"
003089,Ohio Northern University,Ada,OH,641,"1,163,633"
003090,Ohio State University,Columbus,OH,"9,345","16,546,435"
003100,Ohio University,Athens,OH,"5,578","10,160,798"
003109,Ohio Wesleyan University,Delaware,OH,291,"535,782"
003110,Otterbein College,Westerville,OH,470,"736,819"
005753,Owens State Community College,Toledo,OH,"4,149","6,754,047"
016576,Parma High School Practical Nurse Program,Parma,OH,20,"39,807"
013519,Penta County Vocational School,Perrysburg,OH,50,"79,316"
017174,Pickaway Ross County Joint Vocational School District,Chillicothe,OH,37,"68,004"
015800,Pioneer Career and Technology Center:  A Vocational School District,Shelby,OH,34,"47,561"
016745,Polaris Career Center - Adult Education Department,Middleburg Heights,OH,22,"40,873"
003113,Pontifical College Josephinum,Columbus,OH,12,"27,100"
016994,Portage Lakes Career Center,Green,OH,37,"77,481"
003114,Providence Hospital,Sandusky,OH,31,"67,830"
003115,Rabbinical College of Telshe,Wickliffe,OH,17,"48,675"
013967,Robert A Taft Adult High School,Cincinnati,OH,100,"116,676"
026200,Sandusky Adult Education,Sandusky,OH,13,"27,452"
016728,Scioto County Joint Vocational School,Lucasville,OH,139,"254,852"
009942,Shawnee State University,Portsmouth,OH,"1,764","2,904,056"
003119,Sinclair Community College,Dayton,OH,"4,712","6,263,024"
012870,Southern State Community College,Hillsboro,OH,856,"1,198,937"
026147,Springfield Clark County Joint Vocational School,Springfield,OH,5,"4,664"
011141,Stark State College of Technology,Canton,OH,"1,348","2,020,747"
008278,Terra State Community College,Fremont,OH,699,"913,615"
003982,The Cleveland Institute of Art,Cleveland,OH,151,"277,776"
003031,The Cleveland Institute of Music,Cleveland,OH,31,"65,350"
010923,The Union Institute,Cincinnati,OH,298,"538,988"
003121,Tiffin University,Tiffin,OH,472,"815,469"
015957,Toledo School of Practical Nurse Woodward,Toledo,OH,88,"191,893"
015232,Tri County Joint Vocational School/Adult Career Center,Nelsonville,OH,53,"98,988"
006507,Trinity Health System School of Nursing,Steubenville,OH,40,"80,478"
015194,Tri-Rivers Career Center,Marion,OH,14,"35,314"
025864,Trumbull County Joint Vocational School Adult Education,Warren,OH,63,"122,098"
003123,University of Akron (The),Akron,OH,"5,696","10,678,511"
003125,UNIVERSITY OF CINCINNATI,Cincinnati,OH,"5,307","9,583,388"
003127,University of Dayton,Dayton,OH,888,"1,608,184"
003045,University of Findlay,Findlay,OH,699,"1,247,492"
003116,University of Rio Grande,Rio Grande,OH,772,"1,427,753"
003131,University Of Toledo,Toledo,OH,"5,185","9,440,201"
014058,Upper Valley Joint Vocationl School,Piqua,OH,87,"95,797"
003133,Urbana University,Urbana,OH,236,"431,116"
003134,Ursuline College,Pepper Pike,OH,317,"571,123"
030515,US Grant Joint Vocational School,Bethel,OH,35,"50,418"
031164,Vanguard - Sentinel Joint Vocational School District-Vanguard Center,Fremont,OH,25,"63,088"
030956,Vantage Career Center,Van Wert,OH,20,"26,854"
003135,Walsh University,North Canton,OH,285,"528,079"
015848,Warren County Career Center,Lebanon,OH,6,"10,653"
030342,Washington County Career Center Adult Education,Marietta,OH,34,"36,857"
010453,Washington State Community College,Marietta,OH,883,"1,505,107"
009156,Wayne County Schools Career Center,Smithville,OH,70,"116,718"
003141,Wilberforce University,Wilberforce,OH,629,"1,331,293"
016716,Willoughby Eastlake School of Practical Nurse,Willoughby,OH,17,"44,406"
003142,Wilmington College,Wilmington,OH,395,"712,978"
003143,Wittenberg University,Springfield,OH,413,"782,670"
003078,Wright State University,Dayton,OH,"2,794","4,932,495"
003144,Xavier University,Cincinnati,OH,475,"814,360"
003145,Youngstown State University,Youngstown,OH,"3,405","6,204,223"
030758,American Bible College and Seminary,Oklahoma City,OK,161,"271,662"
003147,Bacone College,Muskogee,OK,326,"601,038"
003151,Bartlesville Wesleyan College,Bartlesville,OK,274,"485,476"
009963,Caddo-Kiowa Area Vocational-Technical School District No. 2,Fort Cobb,OK,495,"778,399"
003150,Cameron University,Lawton,OK,"1,940","3,434,728"
009965,Canadian Valley Area Vocational-Technical School District #6,El Reno,OK,147,"257,971"
003176,Carl Albert State College,Poteau,OK,951,"1,892,453"
009964,Central Oklahoma Area Vocational & Technical School District (The),Drumright,OK,100,"182,815"
030511,Chisholm Trail Area Vocational Technical Center,Omega,OK,33,"42,135"
003153,Connors State College,Warner,OK,"1,103","2,099,821"
003154,East Central University,Ada,OK,"1,654","3,409,266"
015861,Eastern Oklahoma County Area Vocational-Technical District No. 23,Choctaw,OK,29,"42,880"
003155,Eastern Oklahoma State College,Wilburton,OK,887,"1,814,060"
015702,Francis Tuttle Vocational Technical Center,Oklahoma City,OK,233,"383,702"
009968,Gordon Cooper Area Vocational Technical School,Shawnee,OK,178,"359,702"
010717,Great Plains Area Vocational/Technical School,Lawton,OK,173,"332,584"
031262,Green County Area Vocational-Technical School,Okmulgee,OK,27,"51,282"
016118,High Plains Area Vocational Technical School,Woodward,OK,78,"136,831"
010266,Hillsdale Free Will Baptist College,Moore,OK,103,"199,507"
010053,Indian Capital Technology Center,Muskogee,OK,230,"423,156"
009204,Kiamichi Area Vocational Technical School,Wilburton,OK,590,"946,056"
003157,Langston University,Langston,OK,"1,682","3,709,626"
012474,Meridian Technical Center,Stillwater,OK,144,"200,304"
016140,Metro Area Vocational Technical District #22,Oklahoma City,OK,107,"187,256"
016222,"Metro AVTS District No. 22 (Foster Estes) , South Bryant Campus",Oklahoma City,OK,90,"151,130"
030813,Metropolitan College,Oklahoma City,OK,139,"263,221"
030673,METROPOLITAN COLLEGE OF LEGAL STUDIES,Tulsa,OK,132,"222,212"
011537,Mid-America Area Vocational and Technical School,Wayne,OK,59,"99,256"
006942,Mid-America Bible College,Oklahoma City,OK,255,"406,933"
031984,MID-DEL AREA VOCATIONAL AND TECHNICAL SCHOOL,Midwest City,OK,37,"61,689"
012272,"Moore Norman Area Vocational Technical School, District No. 17",Norman,OK,185,"411,734"
003158,Murray State College,Tishomingo,OK,958,"1,760,629"
012473,Northeast Area Vocational Technical Schools,Pryor,OK,206,"363,130"
003160,Northeastern Oklahoma A & M College,Miami,OK,932,"1,784,431"
003161,Northeastern State University,Tahlequah,OK,"3,195","6,598,835"
003162,Northern Oklahoma College,Tonkawa,OK,998,"1,848,941"
003163,Northwestern Oklahoma State University -,Alva,OK,664,"1,266,601"
013530,O T Autry Area Vocational Technical Center,Enid,OK,85,"149,657"
003164,Oklahoma Baptist University,Shawnee,OK,414,"716,744"
003165,Oklahoma Christian University of Science and Arts,Oklahoma City,OK,628,"1,247,545"
010391,Oklahoma City Community College,Oklahoma City,OK,"2,010","3,295,687"
003166,Oklahoma City University,Oklahoma City,OK,413,"712,778"
026000,Oklahoma Northwest Area Vocational Technical School,Alva,OK,46,"90,317"
003174,Oklahoma Panhandle State University,Goodwell,OK,453,"878,317"
003170,Oklahoma State University,Stillwater,OK,"4,410","8,656,715"
009647,"Oklahoma State University, Technical Branch",Oklahoma City,OK,"1,124","1,795,814"
003172,Oklahoma State University-Okmulgee,Okmulgee,OK,"1,066","1,723,940"
003985,Oral Roberts University,Tulsa,OK,"1,220","2,478,258"
011206,Pioneer Area Vocational School,Ponca City,OK,92,"167,352"
025974,Pontotoc Area Vocational Technical School District #14,Ada,OK,70,"127,185"
005312,Red River Area Vocational Technical School,Duncan,OK,86,"160,626"
003156,Redlands Community College,El Reno,OK,643,"1,141,568"
003168,Rogers University,Claremore,OK,886,"1,348,618"
009185,Rose State College,Midwest City,OK,"1,876","3,032,142"
