OPEID,Institution,State,Recipients,Awards
324200,CARNEGIE-MELLON UNIVERSITY,PA,669,"1,794,061"
324300,CEDAR CREST COLLEGE,PA,532,"1,216,601"
752900,CENTER FOR ARTS & TECHNOLOGY,PA,62,"156,886"
3126000,CENTER FOR INNOVATIVE TRAINING AND EDUCATION (CITE),PA,4,"7,825"
489000,CENTRAL PENNSYLVANIA COLLEGE,PA,285,"574,084"
533500,CENTRAL PENNYSLVANIA INSTITUTE OF SCIENCE AND TECHNOLOGY,PA,12,"37,000"
2151500,CENTRAL SUSQUEHANNA LPN CAREER CENTER,PA,48,"100,395"
324400,CHATHAM COLLEGE,PA,217,"546,144"
324500,CHESTNUT HILL COLLEGE,PA,349,"871,190"
331700,CHEYNEY UNIVERSITY OF PENNSYLVANIA,PA,825,"2,803,488"
2289800,CHI INSTITUTE - SOUTHAMPTON,PA,599,"1,387,014"
778100,CHI INSTITUTE/RETS CAMPUS,PA,850,"1,755,200"
844100,CHUBB INSTITUTE KEYSTONE SCHOOL,PA,410,"608,566"
489100,CHURCHMAN BUSINESS SCHOOL,PA,20,"34,615"
653400,CITIZENS SCHOOL OF NURSING,PA,37,"96,009"
2550000,CLARION COUNTY CAREER CENTER PRACTICAL NURSING,PA,44,"120,501"
331800,CLARION UNIVERSITY OF PENNSYLVANIA,PA,"2,090","4,900,480"
2530400,CLEARFIELD BEAUTY ACADEMY,PA,24,"63,334"
2169600,CLEARFIELD COUNTY CAREER AND TECHNOLOGY CENTER,PA,35,"62,388"
324700,COLLEGE MISERICORDIA,PA,492,"1,143,921"
2536600,COMMONWEALTH TECHNICAL INSTITUTE,PA,146,"373,390"
323100,COMMUNITY COLLEGE OF ALLEGHENY COUNTY,PA,"4,796","10,076,128"
680700,COMMUNITY COLLEGE OF BEAVER COUNTY,PA,876,"1,981,550"
324900,COMMUNITY COLLEGE OF PHILADELPHIA,PA,"10,022","22,446,207"
2304400,COMPUTER LEARNING NETWORK,PA,296,"565,423"
3081900,COMPUTER LEARNING NETWORK,PA,299,"708,309"
653700,CONEMAUGH VALLEY MEMORIAL HOSPITAL,PA,67,"166,261"
534400,CONNELLEY TECHNICAL INSTITUTE & ADULT EDUCATION CENTER,PA,241,"639,973"
2289600,CONSOLIDATED SCHOOL OF BUSINESS,PA,121,"267,155"
3029900,CONSOLIDATED SCHOOL OF BUSINESS,PA,164,"393,033"
1005500,CRAWFORD COUNTY AREA VOCATIONAL TECHNICAL SCHOOL PRACTICAL NURSING,PA,15,"53,300"
3307300,CSC INSTITUTE,PA,958,"2,775,924"
325100,CURTIS INSTITUTE OF MUSIC,PA,13,"36,350"
3072600,DCI CAREER INSTITUTE,PA,46,"121,834"
918600,DEAN INSTITUTE OF TECHNOLOGY,PA,76,"149,845"
711000,DELAWARE COUNTY COMMUNITY COLLEGE,PA,"1,739","3,758,341"
3128400,DELAWARE COUNTY TECHNICAL SCHOOL,PA,100,"214,253"
2492500,DELAWARE VALLEY ACADEMY OF MEDICAL & DENTAL ASSISTANTS,PA,224,"509,237"
325200,DELAWARE VALLEY COLLEGE OF SCIENCE & AGRICULTURE,PA,357,"813,434"
398600,DESALES UNIVERSITY,PA,349,"803,881"
325300,DICKINSON COLLEGE,PA,260,"611,283"
2068300,DOUGLAS EDUCATION CENTER,PA,160,"451,838"
3031600,DPT BUSINESS SCHOOL,PA,"2,188","5,924,022"
325600,DREXEL UNIVERSITY,PA,"2,023","4,601,574"
325602,DREXEL UNIVERSITY - CENTER CITY HAHNEMANN CAMPUS,PA,161,"346,240"
489300,DUBOIS BUSINESS COLLEGE,PA,397,"881,669"
709100,DUFF'S BUSINESS INSTITUTE,PA,984,"1,751,610"
325800,DUQUESNE UNIVERSITY OF THE HOLY GHOST,PA,"1,209","2,644,608"
332000,EAST STROUDSBURG UNIVERSITY,PA,"1,227","2,988,077"
2492600,EASTERN CENTER FOR ARTS AND TECHNOLOGY-PRACTICAL NURSING,PA,39,"73,789"
325900,EASTERN UNIVERSITY,PA,467,"1,110,823"
332100,EDINBORO UNIVERSITY OF PENNSYLVANIA,PA,"2,684","6,466,461"
488600,ELECTRONIC INSTITUTES,PA,55,"118,739"
326200,ELIZABETHTOWN COLLEGE,PA,330,"735,616"
594600,ELKINS PARK HOSPITAL,PA,27,"87,100"
1054200,EMPIRE BEAUTY SCHOOL,PA,"2,588","5,189,689"
653900,EPISCOPAL SCHOOL OF NURSING,PA,74,"158,804"
489400,ERIE BUSINESS CENTER,PA,439,"923,214"
489401,ERIE BUSINESS CENTER - NEW CASTLE CAMPUS,PA,78,"181,062"
2203900,ERIE INSTITUTE OF TECHNOLOGY,PA,120,"308,481"
533000,FAYETTE COUNTY AREA VOCATIONAL TECHNOLOGY,PA,81,"193,064"
3101400,FORBES ROAD CAREER AND TECHNOLOGY CENTER,PA,2,"3,725"
972300,FRANKFORD HOSPITAL SCHOOL OF NURSING,PA,105,"246,852"
326500,FRANKLIN & MARSHALL COLLEGE,PA,151,"370,413"
791600,FRANKLIN COUNTY CAREER AND TECHNOLOGY CENTER,PA,34,"76,977"
326600,GANNON UNIVERSITY,PA,801,"2,006,778"
3128800,GECAC TRAINING INSTITUTE,PA,15,"43,650"
326700,GENEVA COLLEGE,PA,689,"1,537,205"
326800,GETTYSBURG COLLEGE,PA,295,"696,190"
2112200,GREAT LAKES INSTITUTE OF TECHNOLOGY,PA,481,"1,081,057"
1086000,GREATER ALTOONA CAREER & TECHNOLOGY CENTER,PA,74,"203,107"
1000600,GREATER JOHNSTOWN AREA VOCATIONAL TECHNICAL SCHOOL -,PA,123,"272,372"
1096300,GREENE COUNTY VOCATIONAL TECHNICAL SCHOOL,PA,13,"37,159"
327000,GWYNEDD-MERCY COLLEGE,PA,372,"873,789"
2276600,HANOVER PUBLIC SCHOOL DISTRICT PRACTICAL NURSING PROGRAM,PA,17,"41,000"
327200,HARCUM COLLEGE,PA,159,"378,802"
327300,HARRISBURG AREA COMMUNITY COLLEGE,PA,"3,778","6,729,544"
3085200,HARRISON CAREER INSTITUTE,PA,"1,215","2,597,539"
327400,HAVERFORD COLLEGE,PA,149,"427,191"
2554500,HAZLETON AREA VOCATIONAL TECHNICAL SCHOOL PRACTICAL NURSING PROGRAM,PA,17,"56,650"
327500,HOLY FAMILY UNIVERSITY,PA,458,"1,025,969"
3535300,HUNTINGDON COUNTY CAREER AND TECHNOLOGY CENTER,PA,9,"18,125"
746900,HUSSIAN SCHOOL OF ART,PA,55,"133,879"
743600,ICM SCHOOL OF BUSINESS AND MEDICAL CAREERS,PA,"1,191","2,578,079"
3062600,ICT:  SCHOOL OF WELDING,PA,39,"95,696"
327600,IMMACULATA COLLEGE,PA,264,"556,710"
327700,INDIANA UNIVERSITY OF PENNSYLVANIA - MAIN CAMPUS,PA,"4,275","10,585,573"
2255200,INFORMATION COMPUTER SYSTEMS INST,PA,26,"49,196"
1021700,INTERNATIONAL ACADEMY OF DESIGN AND TECHNOLOGY,PA,"1,271","2,687,703"
820000,JAMESON MEMORIAL HOSPITAL SCHOOL OF NURSING,PA,79,"199,558"
2616100,JEAN MADELINE AVEDA INSTITUTE,PA,83,"187,391"
865300,JEFFERSON COUNTY DUBOIS AREA VOCATIONAL TECHL SCHOOL PRACTICAL NURSING,PA,32,"71,658"
3103300,JNA INSTITUTE OF CULINARY ARTS,PA,59,"133,714"
2114200,JOHNSON COLLEGE,PA,140,"305,471"
327900,JUNIATA COLLEGE,PA,341,"802,455"
2158300,JUNIATA MIFFLIN COUNTIES AREA VOCATIONAL TECHNICAL SCHOOL,PA,40,"70,640"
328000,KEYSTONE COLLEGE,PA,684,"1,464,050"
328200,KINGS COLLEGE,PA,482,"1,145,300"
332200,KUTZTOWN UNIVERSITY,PA,"1,633","3,900,810"
3236400,L T INTERNATIONAL BEAUTY SCHOOL,PA,54,"166,386"
398700,LA ROCHE COLLEGE,PA,404,"920,567"
328700,LA SALLE UNIVERSITY,PA,979,"2,381,528"
328300,LACKAWANNA COLLEGE,PA,711,"1,573,070"
328400,LAFAYETTE COLLEGE,PA,189,"480,563"
328500,LANCASTER BIBLE COLLEGE,PA,226,"477,504"
2310800,LANCASTER COUNTY CAREER AND TECHNOLOGY CENTER,PA,170,"388,335"
986300,LANCASTER INSTITUTE FOR HEALTH EDUCATION,PA,47,"85,212"
2212700,LANCASTER SCHOOL OF COSMETOLOGY,PA,75,"123,013"
777900,LANSDALE SCHOOL OF BUSINESS,PA,157,"367,902"
2292700,LANSDALE SCHOOL OF COSMETOLOGY,PA,16,"34,016"
2546200,LAUREL BUSINESS INSTITUTE,PA,297,"775,083"
2545000,LAWRENCE COUNTY AREA VOCATIONAL TECHNICAL SCHOOL,PA,38,"97,996"
2330300,LEBANON COUNTY CAREER AND TECHNOLOGY CENTER,PA,40,"106,848"
328800,LEBANON VALLEY COLLEGE,PA,329,"728,216"
681000,LEHIGH CARBON COMMUNITY COLLEGE,PA,"1,460","2,863,593"
328900,LEHIGH UNIVERSITY,PA,567,"1,386,734"
2282500,LENAPE AREA VOCATIONAL TECHNICAL SCHOOL,PA,90,"188,229"
2118000,LEVITTOWN BEAUTY ACADEMY,PA,80,"171,725"
775900,LINCOLN TECHNICAL INSTITUTE,PA,348,"641,293"
783200,LINCOLN TECHNICAL INSTITUTE,PA,685,"1,433,242"
329000,LINCOLN UNIVERSITY,PA,"1,034","3,021,641"
332300,LOCK HAVEN UNIVERSITY OF PENNSYLVANIA,PA,"1,470","3,473,415"
681100,LUZERNE COUNTY COMMUNITY COLLEGE,PA,"1,581","3,315,667"
329300,LYCOMING COLLEGE,PA,374,"861,797"
329400,MANOR COLLEGE,PA,270,"616,700"
332400,MANSFIELD UNIVERSITY,PA,"1,257","3,098,413"
329600,MARYWOOD UNIVERSITY,PA,581,"1,458,437"
3241300,MBF CENTER (THE),PA,11,"23,458"
489800,MCCANN SCHOOL OF BUSINESS & TECHNOLOGY,PA,673,"1,285,436"
856800,MEDIAN SCHOOL OF ALLIED HEALTH CAREERS,PA,289,"728,314"
2362300,MERCER COUNTY ARES VOCATIONAL TECHNICAL SCHOOL,PA,57,"157,781"
489900,MERCY HOSPITAL SCHOOL OF NURSING,PA,24,"55,227"
329700,MERCYHURST COLLEGE,PA,"1,009","2,208,429"
329800,MESSIAH COLLEGE,PA,561,"1,271,890"
709000,METHODIST HOSPITAL SCHOOL OF NURSING,PA,79,"174,957"
3109100,METROPOLITAN CAREER CENTER,PA,205,"524,172"
332500,MILLERSVILLE UNIVERSITY,PA,"1,421","3,163,178"
445200,MONTGOMERY COUNTY COMMUNITY COLLEGE,PA,"1,537","3,125,746"
330000,MOORE COLLEGE OF ART & DESIGN,PA,178,"467,706"
330100,MORAVIAN COLLEGE,PA,345,"844,844"
330200,MOUNT ALOYSIUS COLLEGE,PA,773,"1,714,291"
330400,MUHLENBERG COLLEGE,PA,188,"436,900"
3439400,NAWCC SCHOOL OF HOROLOGY,PA,1,"4,000"
398800,NEUMANN COLLEGE,PA,527,"1,399,889"
778000,NEW CASTLE SCHOOL OF TRADES,PA,538,"1,148,714"
490100,NEWPORT BUSINESS INSTITUTE,PA,94,"240,637"
491400,NEWPORT BUSINESS INSTITUTE,PA,124,"271,972"
3471400,NORTH CENTRAL INDUSTRIAL TECHNICAL EDUCATION CENTER,PA,6,"17,657"
719100,NORTHAMPTON COMMUNITY COLLEGE,PA,"1,619","3,069,049"
2161400,NORTHEASTERN HOSPITAL SCHOOL OF NURSING,PA,76,"175,178"
2353100,NORTHERN TIER CAREER CENTER,PA,39,"88,209"
2153500,OAKBRIDGE ACADEMY OF ARTS,PA,69,"167,010"
656000,"OHIO VALLEY GENERAL HOSPITAL, SCHOOL OF NURSING",PA,15,"29,775"
2183000,ORLEANS TECHNICAL INSTITUTE,PA,538,"748,235"
2289500,PACE INSTITUTE,PA,272,"658,604"
330900,PEIRCE COLLEGE,PA,773,"1,647,168"
2213400,PENN STATE COSMETOLOGY ACADEMY,PA,45,"105,015"
944900,PENNCO TECH,PA,319,"705,532"
2119300,"PENNSYLVANIA ACADEMY OF COSMETOLOGY, ARTS & SCIENCES",PA,109,"240,155"
2107300,PENNSYLVANIA ACADEMY OF THE FINE ARTS,PA,68,"219,683"
2269900,PENNSYLVANIA COLLEGE OF ART & DESIGN,PA,64,"133,855"
339500,PENNSYLVANIA COLLEGE OF TECHNOLOGY,PA,"2,321","4,820,237"
490200,PENNSYLVANIA COMMERCIAL COLLEGE,PA,419,"662,107"
2330600,PENNSYLVANIA GUNSMITH SCHOOL,PA,21,"48,244"
3006800,PENNSYLVANIA INSTITUTE OF CULINARY ARTS,PA,768,"1,898,484"
2574800,PENNSYLVANIA INSTITUTE OF TAXIDERMY,PA,9,"25,650"
1099800,PENNSYLVANIA INSTITUTE OF TECHNOLOGY,PA,118,"251,360"
332900,PENNSYLVANIA STATE UNIVERSITY (THE),PA,"16,037","38,819,189"
335100,PHILADELPHIA BIBLICAL UNIVERSITY,PA,301,"690,643"
335400,PHILADELPHIA UNIVERSITY,PA,592,"1,384,638"
531000,PITTSBURGH INSTITUTE OF AERONAUTICS,PA,181,"344,124"
1081400,PITTSBURGH INSTITUTE OF MORTUARY SCIENCE,PA,62,"143,091"
743700,PITTSBURGH TECHNICAL INSTITUTE,PA,"1,337","3,038,696"
2301300,PJA SCHOOL,PA,341,"838,473"
335700,POINT PARK COLLEGE,PA,933,"2,156,530"
1171500,POTTSVILLE HOSPITAL & WARNE CLINIC,PA,29,"68,951"
895500,PRUONTOS HAIR DESIGN INSTITUTE & BEAUTY SCHOOL OF COSTMETOLOGY,PA,30,"62,726"
1038800,READING AREA COMMUNITY COLLEGE,PA,"1,470","2,894,657"
656500,READING HOSPITAL SCHOOL OF NURSING,PA,34,"73,068"
3120400,REGIONAL CAREER & TECHNICAL CENTER,PA,5,"9,641"
335900,ROBERT MORRIS UNIVERSITY,PA,"1,064","2,388,695"
1205000,ROSEDALE TECHNICAL INSTITUTE,PA,225,"490,999"
336000,ROSEMONT COLLEGE - ROSEMONT COLLEGE,PA,155,"377,638"
1321400,ROXBOROUGH MEMORIAL HOSPITAL,PA,45,"113,680"
336600,SAINT FRANCIS UNIVERSITY,PA,448,"1,123,178"
336700,SAINT JOSEPH'S UNIVERSITY,PA,468,"1,067,138"
336800,SAINT VINCENT COLLEGE & SEMINARY,PA,316,"725,478"
2251200,SCHUYLKILL COUNTY AREA VOCATIONAL TECHNICAL SCHOOL,PA,59,"87,796"
2251202,SCHUYLKILL COUNTY AREA VOCATIONAL TECHNICAL SCHOOL - TECHNICAL PROGS.,PA,35,"48,243"
2147800,SCHUYLKILL INSTITUTE OF BUSINESS & TECHNOLOGY,PA,140,"296,053"
336200,SETON HILL UNIVERSITY,PA,401,"1,036,847"
657600,SEWICKLEY VALLEY HOSPITAL,PA,28,"61,498"
657602,SEWICKLEY VALLEY HOSPITAL - SCHOOL OF RADIOGRAPHY,PA,5,"11,350"
657800,SHARON REGIONAL HEALTH SYSTEM SCHOOL OF NURSING,PA,22,"40,850"
332600,SHIPPENSBURG UNIVERSITY,PA,"1,407","3,092,218"
332700,SLIPPERY ROCK UNIVERSITY,PA,"2,136","5,080,508"
1292900,SOUTH HILLS BEAUTY ACADEMY,PA,44,"103,219"
1326300,SOUTH HILLS SCHOOL OF BUSINESS & TECHNOLOGY,PA,455,"1,060,222"
2587800,SOUTH PHILADELPHIA BEAUTY ACADEMY,PA,15,"30,792"
336400,ST CHARLES BORROMEO SEMINARY,PA,15,"42,550"
655100,ST MARGARET MEMORIAL HOSPITAL SCHOOL OF NURSING,PA,39,"82,814"
657400,"ST. LUKE'S HOSPITAL OF BETHLEHEM, PA",PA,33,"56,132"
2539900,STAR TECHNICAL INSTITUTE,PA,570,"1,129,660"
2615400,STAR TECHNICAL INSTITUTE,PA,593,"1,164,840"
2206300,STROUDSBURG SCHOOL OF COSMETOLOGY,PA,29,"49,763"
3561400,SUSQUEHANNA COUNTY CAREER & TECHNOLOGY CENTER,PA,3,"3,157"
336900,SUSQUEHANNA UNIVERSITY,PA,313,"756,698"
337000,SWARTHMORE COLLEGE,PA,179,"487,025"
3582300,TALENT ACADEMY,PA,24,"64,896"
1252300,TALMUDICAL YESHIVA OF PHILADELPHIA,PA,24,"73,464"
337100,TEMPLE UNIVERSITY,PA,"7,278","19,273,226"
791200,THADDEUS STEVENS COLLEGE OF TECHNOLOGY,PA,219,"586,225"
337600,THIEL COLLEGE,PA,527,"1,283,801"
1239300,THOMAS JEFFERSON UNIVERSITY,PA,122,"331,360"
491000,THOMPSON INSTITUTE,PA,"1,537","3,693,277"
3010800,TRI STATE BUSINESS INSTITUTE,PA,652,"1,349,214"
783900,TRIANGLE TECH,PA,278,"697,240"
2090200,TRIANGLE TECH,PA,156,"380,107"
2129000,TRIANGLE TECH,PA,167,"410,133"
2174400,TRIANGLE TECH,PA,286,"704,789"
2129001,TRIANGLE TECH - BUSINESS CAREERS INSTITUTE,PA,34,"91,005"
337800,UNIVERSITY OF PENNSYLVANIA,PA,"1,203","3,130,263"
338000,UNIVERSITY OF PITTSBURGH - BRADFORD,PA,461,"1,102,003"
338100,UNIVERSITY OF PITTSBURGH - GREENSBURG,PA,570,"1,296,384"
337900,UNIVERSITY OF PITTSBURGH - PITTSBURGH,PA,"3,897","9,230,573"
338200,UNIVERSITY OF PITTSBURGH AT JOHNSTOWN,PA,904,"2,006,555"
338300,UNIVERSITY OF PITTSBURGH AT TITUSVILLE,PA,252,"532,244"
335300,UNIVERSITY OF SCIENCES IN PHILADELPHIA,PA,478,"1,273,908"
338400,UNIVERSITY OF SCRANTON,PA,734,"1,783,775"
335000,UNIVERSITY OF THE ARTS (THE),PA,512,"1,318,606"
973700,UPHS  PRESBYTERIAN MEDICAL CENTER SCHOOL OF PRACTICAL NURSING,PA,18,"44,654"
594200,UPMC PRESBYTERIAN SCHOOL OF RADIOLOGIC TECHNOLOGY,PA,8,"22,126"
657700,UPMC SHADYSIDE,PA,34,"112,646"
534100,UPPER BUCKS COUNTY AREA VOCATIONAL TECHNICAL SCHOOL,PA,14,"40,850"
338500,URSINUS COLLEGE,PA,297,"693,056"
330600,VALLEY FORGE CHRISTIAN COLLEGE,PA,342,"867,259"
338600,VALLEY FORGE MILITARY COLLEGE,PA,39,"101,312"
2306200,VENANGO COUNTY AREA VOCATIONAL TECHNICAL SCHOOL,PA,23,"75,600"
2061000,VENUS BEAUTY SCHOOL,PA,96,"231,855"
338800,VILLANOVA UNIVERSITY,PA,666,"1,617,853"
2192800,WALNUT HILL COLLEGE,PA,195,"562,546"
338900,WASHINGTON AND JEFFERSON COLLEGE,PA,283,"720,813"
658200,WASHINGTON HOSPITAL (THE) - SCHOOL OF NURSING,PA,58,"126,337"
658202,WASHINGTON HOSPITAL (THE) - SCHOOL OF RADIOLOGIC TECHNOLOGY,PA,9,"30,400"
339100,WAYNESBURG COLLEGE,PA,568,"1,300,164"
1162200,WELDER TRAINING & TESTING INSTITUTE,PA,7,"21,075"
332800,WEST CHESTER UNIVERSITY OF PENNSYLVANIA,PA,"1,921","4,661,021"
2350100,WESTERN AREA CAREER & TECHNOLOGY CENTER,PA,31,"105,530"
658300,WESTERN PENNSYLVANIA HOSPITAL SCHOOL OF NURSING,PA,42,"80,754"
2202300,WESTERN SCHOOL OF HEALTH AND BUSINESS CAREERS,PA,690,"1,673,486"
339200,WESTMINISTER COLLEGE,PA,348,"808,212"
1017600,WESTMORELAND COUNTY COMMUNITY COLLEGE,PA,"2,089","4,104,963"
331300,WIDENER UNIVERSITY,PA,615,"1,561,039"
2529800,WILKES BARRE AREA VOCATIONAL TECHNICAL SCHOOL PRACTICAL NURSING PRGM,PA,108,"230,829"
339400,WILKES UNIVERSITY,PA,595,"1,429,391"
339600,WILSON COLLEGE,PA,197,"473,584"
3503300,WINNER INSTITUTE OF ARTS & SCIENCES,PA,43,"78,983"
3455400,WRIGHTCO TECHNOLOGIES TECHNICAL TRAINING INSTITUTE,PA,83,"204,234"
1313400,YESHIVATH BETH MOSHE,PA,11,"31,502"
339900,YORK COLLEGE OF PENNSYLVANIA,PA,794,"1,689,500"
536500,YORK COUNTY SCHOOL OF TECHNOLOGY,PA,46,"99,206"
2127400,YORK TECHNICAL INSTITUTE,PA,587,"1,163,893"
2120800,YORKTOWNE BUSINESS INSTITUTE,PA,220,"518,229"
3101200,A-1 BUSINESS AND TECHNICAL COLLEGE,PR,498,"1,423,561"
3122500,ACADEMIA SERRANT,PR,204,"514,345"
3142300,ACADEMIA VOCATIONAL DEL TURABO,PR,130,"270,866"
2552100,AMERICAN BUSINESS COLLEGE,PR,493,"836,612"
2303800,AMERICAN EDUCATIONAL COLLEGE,PR,718,"2,031,067"
3600300,AMERICAN TECHNOLOGICAL COLLEGE,PR,390,"815,096"
1194100,AMERICAN UNIVERSITY OF PUERTO RICO,PR,"2,238","6,931,315"
1194101,AMERICAN UNIVERSITY OF PUERTO RICO - MANATI'S CAMPUS,PR,"1,966","6,009,885"
2234900,ANTILLES SCHOOL OF TECHNICAL CAREERS,PR,455,"1,474,070"
3544300,ATENAS COLLEGE,PR,830,"2,569,633"
2505400,"ATLANTIC COLLEGE, INC",PR,614,"1,794,232"
2297700,AUTOMECA TECHNICAL COLLEGE,PR,"1,981","5,599,979"
502200,BAYAMON CENTRAL UNIVERSITY,PR,"2,950","9,052,251"
3120500,CAGUAS CENTRAL COLLEGE,PR,158,"345,109"
3025500,CAGUAS INSTITUTE OF MECHANICAL TECHNOLOGY,PR,"2,175","6,202,281"
3608300,CARIBBEAN FORENSIC & TECHNICAL COLLEGE,PR,193,"551,513"
1252500,CARIBBEAN UNIVERSITY,PR,"3,333","10,031,894"
1072400,CARLOS ALBIZU UNIVERSITY-SAN JUAN MAIN CAMPUS,PR,350,"946,925"
3585300,CENTRO DE CAPACITACION Y ASESORAMIENTO VETELBA,PR,352,"891,344"
2189100,CENTRO DE ESTUDIOS MULTIDISCIPLINARIOS,PR,"1,662","4,844,065"
3336300,CENTURY COLLEGE,PR,281,"642,719"
2335500,COLEGIO BIBLICO PENTECOSTAL DE PUERTO RICO,PR,172,"499,685"
3157600,"COLEGIO DE LAS CIENCIAS, ARTES Y TELEVISION",PR,340,"717,592"
2552300,COLEGIO MAYOR DE TECHNOLOGIA,PR,300,"851,283"
3061900,COLEGIO TECHNOLOGICO Y COMERCIAL DE PUERTO RICO,PR,138,"271,376"
2097000,COLEGIO TECNICO METROPOLITANO,PR,419,"1,138,572"
1056700,COLEGIO TECNOLOGICO DE SAN JUAN,PR,782,"2,320,862"
890200,COLUMBIA CENTRO UNIVERSITARIO,PR,"1,381","3,923,790"
2241905,COMMONWEALTH OF PR DEPT OF EDUC -JOSE A MONTANEZ GENARO VOC SCHOOL,PR,677,"2,147,676"
2241904,COMMONWEALTH OF PR DEPT OF EDUCA - RAMON AVILA VOCATIONAL SCHOOL,PR,591,"1,778,104"
2241901,COMMONWEALTH OF PR DEPT OF EDUCA-CARLOS F DANIELS VOCATIONAL SCHOOL,PR,65,"189,559"
2241908,COMMONWEALTH OF PR DEPT OF EDUCA-INSTITUTO TECNOLOGICO DE PONCE,PR,561,"1,728,683"
2241902,COMMONWEALTH OF PR DEPT OF EDUCATION - TOMAS  C ONGAY,PR,44,"121,301"
2241900,COMMONWEALTH OF PUERTO RICO DEPARTMENT OF EDUCATION -DEPT OF EDUCATIO,PR,617,"1,746,842"
1081900,CONSERVATORIO DE MUSICA DE PUERTO RICO,PR,183,"545,252"
3070500,D'MART INSTITUTE,PR,"1,551","3,396,927"
3021900,EDIC  COLLEGE,PR,754,"2,230,605"
2570400,EDUCATIONAL TECHNICAL COLLEGE -(EDUTEC)-1,PR,691,"1,451,726"
2165100,ELECTRONIC DATA PROCESSING COLLEGE OF PUERTO RICO,PR,"1,879","5,553,493"
2189300,EMMA'S BEAUTY ACADEMY,PR,509,"1,251,067"
3075600,EMMA'S BEAUTY ACADEMY,PR,653,"1,576,331"
2569400,ESCUELA DE ARTES PLASTICAS DE PUERTO RICO,PR,251,"784,966"
3106900,ESCUELA DE PERITOS ELECTRICISTAS DE ISABELA,PR,212,"436,267"
2576100,ESCUELA TECNICA DE ELECTRICIDAD,PR,805,"2,161,360"
3123100,GLOBELLE TECHNICAL INSTITUTE INCORPORATED,PR,195,"453,589"
2593700,HISPANIC AMERICAN COLLEGE,PR,159,"268,706"
2260800,HUERTAS JUNIOR COLLEGE,PR,"2,077","5,042,717"
2340600,HUMACAO COMMUNITY COLLEGE,PR,554,"1,302,198"
2504500,INSTITUCION CHAVIANO DE MAYAGUEZ,PR,78,"259,637"
2343600,INSTITUTE OF BEAUTY CAREERS,PR,784,"1,676,497"
1194000,INSTITUTO COMERCIAL DE PUERTO RICO JUNIOR COLLEGE-MAIN,PR,"1,880","4,478,111"
2166400,INSTITUTO DE BANCA Y COMERCIO - SAN JUAN,PR,"16,108","43,133,145"
2170300,INSTITUTO DE EDUCACION TECNICA OCUPACIONAL LA REINE-MANATI,PR,827,"1,992,302"
3115600,INSTITUTO DE EDUCACION VOCACIONAL,PR,547,"1,268,148"
3116700,INSTITUTO FONTECHA,PR,"1,490","4,170,071"
3098100,INSTITUTO IRMA VALENTIN - MANATI,PR,365,"678,826"
2512100,INSTITUTO IRMA VALENTIN - UTUADO,PR,225,"450,338"
2611100,INSTITUTO MERLIX,PR,399,"1,000,691"
3452300,INSTITUTO PRE-VOCACIONAL E INDUSTRIAL DE PUERTO RICO,PR,39,"123,825"
3124200,INSTITUTO TECNICO DEL FUTURO,PR,110,"336,617"
3644300,INSTITUTO TECNOLOGICO EMPRESARIAL,PR,185,"379,562"
3469300,INSTITUTO VOCACIONAL AUREA E. MENDEZ,PR,148,"383,819"
393807,INTER AMERICAN UNIVERSITY OF PUERTO RICO -  FAJARDO CAMPUS,PR,"2,262","6,884,831"
393804,INTER AMERICAN UNIVERSITY OF PUERTO RICO - AGUADILLA CAMPUS,PR,"4,370","13,429,341"
393805,INTER AMERICAN UNIVERSITY OF PUERTO RICO - ARECIBO CAMPUS,PR,"4,389","13,677,568"
393806,INTER AMERICAN UNIVERSITY OF PUERTO RICO - BARRANQUITAS CAMPUS,PR,"2,246","7,064,296"
393811,INTER AMERICAN UNIVERSITY OF PUERTO RICO - BAYAMON CAMPUS,PR,"5,017","15,190,725"
393808,INTER AMERICAN UNIVERSITY OF PUERTO RICO - GUAYAMA CAMPUS,PR,"2,333","7,043,151"
393802,INTER AMERICAN UNIVERSITY OF PUERTO RICO - METROPOLITAN CAMPUS,PR,"5,733","16,700,407"
393809,INTER AMERICAN UNIVERSITY OF PUERTO RICO - PONCE CAMPUS,PR,"5,277","16,325,784"
393803,INTER AMERICAN UNIVERSITY OF PUERTO RICO - SAN GERMAN CAMPUS,PR,"4,442","14,022,178"
2276400,INTERNATIONAL JUNIOR COLLEGE - MAIN CAMPUS,PR,"1,185","3,157,462"
2562500,INTERNATIONAL TECHNICAL COLLEGE,PR,264,"691,468"
3112100,JOHN DEWEY COLLEGE,PR,"3,513","9,841,567"
2195800,LICEO DE ARTE Y TECNOLOGIA,PR,"1,304","3,238,194"
3025900,"LICEO DE ARTE, DISENOS Y COMERCIO",PR,717,"1,882,355"
2549700,MAISON D' ESTHETIQUE ACADEMY,PR,122,"320,324"
2063100,MBTI BUSINESS TRAINING INSTITUTE,PR,"1,858","4,798,098"
2195400,MODERN HAIRSTYLING INSTITUTE,PR,362,"742,806"
2195500,MODERN HAIRSTYLING INSTITUTE,PR,105,"192,533"
2195900,MODERN HAIRSTYLING INSTITUTE,PR,401,"968,706"
3414300,"MONTECLARO, ESCUELA DE HOTELERIA Y ARTES CULINARIAS",PR,12,"33,600"
2260600,NATIONAL COLLEGE OF BUSINESS AND TECHNOLOGY,PR,"4,534","10,606,870"
