OPEID,Institution,State,Recipients,Awards
2227800,MITCHELL'S HAIRSTYLING ACADEMY,NC,15,"40,989"
808700,MONTGOMERY COMMUNITY COLLEGE,NC,452,"1,065,919"
294800,MONTREAT COLLEGE,NC,345,"716,390"
294900,MOUNT OLIVE COLLEGE,NC,785,"1,589,710"
2205000,MR DAVID'S SCHOOL OF HAIR DESIGN,NC,60,"155,947"
855700,NASH COMMUNITY COLLEGE,NC,992,"1,918,300"
290500,NORTH CAROLINA AGRICULTURAL AND TECHNICAL STATE UNIVERSITY,NC,"3,883","10,924,576"
295000,NORTH CAROLINA CENTRAL UNIVERSITY,NC,"2,638","7,664,774"
398100,NORTH CAROLINA SCHOOL OF THE ARTS,NC,149,"422,372"
297200,NORTH CAROLINA STATE UNIVERSITY,NC,"3,535","9,249,585"
295100,NORTH CAROLINA WESLEYAN COLLEGE,NC,720,"1,707,836"
703100,PAMLICO COMMUNITY COLLEGE,NC,193,"432,987"
295300,PEACE COLLEGE,NC,169,"453,982"
295500,PFEIFFER UNIVERSITY,NC,355,"860,803"
295600,PIEDMONT BAPTIST COLLEGE,NC,116,"280,651"
964600,PIEDMONT COMMUNITY COLLEGE,NC,819,"1,893,241"
406200,PITT COMMUNITY COLLEGE,NC,"2,046","4,892,753"
648200,PRESBYTERIAN HOSPITAL SCHOOL OF NURSING,NC,53,"100,853"
295700,QUEENS UNIVERSITY OF CHARLOTTE,NC,284,"603,067"
544700,RANDOLPH COMMUNITY COLLEGE,NC,929,"2,420,123"
546400,RICHMOND COMMUNITY COLLEGE,NC,"1,187","2,888,361"
2280900,ROANOKE BIBLE COLLEGE,NC,83,"192,270"
861300,ROANOKE CHOWAN COMMUNITY COLLEGE,NC,759,"1,979,431"
861200,ROBESON COMMUNITY COLLEGE,NC,"1,584","3,696,131"
295800,ROCKINGHAM COMMUNITY COLLEGE,NC,744,"1,582,720"
575400,ROWAN CABARRUS COMMUNITY COLLEGE,NC,"1,868","4,036,275"
296700,SAINT ANDREWS PRESBYTERIAN COLLEGE,NC,192,"525,771"
296000,SALEM COLLEGE,NC,356,"908,649"
789200,SAMPSON COMMUNITY COLLEGE,NC,896,"2,040,778"
296100,SANDHILLS COMMUNITY COLLEGE,NC,"1,912","4,193,572"
3109000,SCHOOL OF COMMUNICATION ARTS OF NORTH CAROLINA,NC,169,"349,685"
296200,SHAW UNIVERSITY,NC,"1,955","5,307,053"
1026400,SOUTH COLLEGE,NC,195,"382,722"
798500,SOUTH PIEDMONT COMMUNITY COLLEGE,NC,883,"1,883,960"
296400,SOUTHEASTERN COMMUNITY COLLEGE,NC,"1,228","3,216,358"
846600,SOUTHWESTERN COMMUNITY COLLEGE,NC,790,"1,882,283"
296800,ST AUGUSTINES COLLEGE,NC,"1,069","3,262,156"
1119400,STANLY COMMUNITY COLLEGE,NC,680,"1,455,621"
297000,SURRY COMMUNITY COLLEGE,NC,"1,073","2,433,850"
943000,TRI-COUNTY COMMUNITY COLLEGE,NC,734,"1,730,251"
297400,UNIVERSITY OF NORTH CAROLINA - CHAPEL HILL-,NC,"2,206","5,648,663"
297500,UNIVERSITY OF NORTH CAROLINA - CHARLOTTE,NC,"3,804","9,450,658"
297600,UNIVERSITY OF NORTH CAROLINA - GREENSBORO,NC,"3,137","7,680,990"
290700,UNIVERSITY OF NORTH CAROLINA AT ASHEVILLE,NC,770,"1,972,850"
295400,UNIVERSITY OF NORTH CAROLINA AT PEMBROKE,NC,"2,038","5,199,144"
298400,UNIVERSITY OF NORTH CAROLINA AT WILMINGTON (THE),NC,"2,091","5,174,597"
990300,VANCE - GRANVILLE COMMUNITY COLLEGE,NC,"2,375","5,035,164"
297800,WAKE FOREST UNIVERSITY,NC,331,"793,136"
484400,WAKE TECHNICAL COMMUNITY COLLEGE,NC,"2,374","5,005,961"
297900,WARREN WILSON COLLEGE,NC,180,"478,845"
648300,WATTS SCHOOL OF NURSING,NC,38,"78,982"
298000,WAYNE COMMUNITY COLLEGE,NC,"1,325","2,963,039"
298100,WESTERN CAROLINA UNIVERSITY,NC,"1,592","4,099,426"
298200,WESTERN PIEDMONT COMMUNITY COLLEGE,NC,"1,333","3,189,712"
298300,WILKES COMMUNITY COLLEGE,NC,"1,102","2,476,382"
484500,WILSON TECHNICAL COMMUNITY COLLEGE,NC,"1,252","3,001,490"
298500,WINGATE UNIVERSITY,NC,343,"848,687"
3009500,WINSTON-SALEM BARBER SCHOOL,NC,52,"115,999"
298600,WINSTON-SALEM STATE UNIVERSITY,NC,"1,800","5,244,215"
484600,AAKER'S BUSINESS COLLEGE,ND,248,"457,558"
298800,BISMARCK STATE COLLEGE,ND,"1,151","2,641,510"
2236500,CANKDESKA CIKANA (LITTLE HOOP) COMMUNITY COLLEGE,ND,179,"392,485"
298900,DICKINSON STATE UNIVERSITY,ND,890,"2,210,641"
2553700,FORT BERTHOLD COMMUNITY COLLEGE,ND,205,"563,320"
2298200,HEADQUARTERS ACADEMY OF HAIR DESIGN,ND,70,"202,650"
299000,JAMESTOWN COLLEGE,ND,488,"1,213,408"
775600,JOSEFS SCHOOL OF HAIR DESIGN,ND,57,"98,609"
1040600,JOSEF'S SCHOOL OF HAIR DESIGN,ND,48,"97,087"
299100,LAKE REGION STATE COLLEGE,ND,350,"795,171"
299300,MAYVILLE STATE UNIVERSITY,ND,250,"632,158"
935400,MEDCENTER ONE COLLEGE OF NURSING,ND,44,"113,631"
299400,MINOT STATE UNIVERSITY,ND,"1,478","3,482,881"
299500,MINOT STATE UNIVERSITY - BOTTINEAU,ND,279,"689,242"
3087200,MOLER BARBER COLLEGE OF HAIR STYLING,ND,10,"20,365"
299600,NORTH DAKOTA STATE COLLEGE OF SCIENCE,ND,974,"2,282,152"
299700,NORTH DAKOTA STATE UNIVERSITY OF AGRICULTURE & APPLIED SCIENCE,ND,"2,674","6,297,407"
1229500,R D HAIRSTYLING COLLEGE,ND,38,"77,039"
2188200,SITTING BULL COLLEGE,ND,250,"548,255"
1205900,TRINITY BIBLE COLLEGE,ND,234,"699,942"
2301100,TURTLE MOUNTAIN COMMUNITY COLLEGE,ND,488,"1,299,112"
2242900,UNITED TRIBES TECHNICAL COLLEGE,ND,360,"1,051,738"
299200,UNIVERSITY OF MARY,ND,714,"1,614,812"
300500,UNIVERSITY OF NORTH DAKOTA,ND,"2,752","6,700,114"
300800,VALLEY CITY STATE UNIVERSITY,ND,338,"829,282"
300700,WILLISTON STATE COLLEGE,ND,450,"1,163,925"
849200,ALEGENT HEALTH SCHOOL OF RADIOLOGIC TECHNOLOGY,NE,4,"15,050"
952300,BAHNER COLLEGE OF HAIRSTYLING,NE,92,"213,331"
974300,BELLEVUE UNIVERSITY,NE,"1,024","1,960,407"
639900,BRYAN LGH COLLEGE OF HEALTH SCIENCES,NE,76,"150,747"
961700,CAPITOL SCHOOLS OF HAIRSTYLING AND ESTHETICS,NE,55,"116,315"
2099500,CENTRAL COMMUNITY COLLEGE,NE,862,"1,554,509"
2099501,CENTRAL COMMUNITY COLLEGE - HASTINGS CAMPUS,NE,639,"1,294,146"
253900,CHADRON STATE COLLEGE,NE,920,"2,286,253"
986200,CLARKSON COLLEGE,NE,144,"322,228"
2079700,COLLEGE OF HAIR DESIGN,NE,106,"268,765"
254000,COLLEGE OF SAINT MARY,NE,399,"970,229"
254100,CONCORDIA UNIVERSITY,NE,352,"805,872"
3164300,CREATIVE CENTER (THE),NE,59,"167,125"
254200,CREIGHTON UNIVERSITY,NE,586,"1,401,894"
254300,DANA COLLEGE,NE,236,"577,848"
254400,DOANE COLLEGE,NE,488,"1,136,726"
254700,GRACE UNIVERSITY,NE,216,"490,972"
254800,HASTINGS COLLEGE,NE,314,"722,536"
1151900,JOSEPH'S COLLEGE OF BEAUTY,NE,334,"865,255"
472100,LINCOLN SCHOOL OF COMMERCE,NE,623,"1,560,201"
3323300,LITTLE PRIEST TRIBAL COLLEGE,NE,89,"213,810"
255701,MCCOOK COMMUNITY COLLEGE--A DIVISION OF MID-PLAINS COMMUNITY COLLEGE,NE,187,"481,151"
1258600,METROPOLITAN COMMUNITY COLLEGE,NE,"3,400","4,640,933"
255300,MIDLAND LUTHERAN COLLEGE,NE,390,"943,238"
255700,MID-PLAINS COMMUNITY COLLEGE,NE,615,"1,435,205"
3279300,MYOTHERAPY INSTITUTE,NE,8,"13,750"
1297600,NEBRASKA CHRISTIAN COLLEGE,NE,84,"201,526"
849100,NEBRASKA COLLEGE OF BUSINESS,NE,804,"2,131,769"
735800,NEBRASKA COLLEGE OF TECHNICAL AGRICULTURE,NE,129,"333,663"
2550800,NEBRASKA INDIAN COMMUNITY COLLEGE,NE,65,"143,716"
640400,NEBRASKA METHODIST COLLEGE OF NURSING & ALLIED HEALTH - MAIN CAMPUS,NE,125,"305,080"
255500,NEBRASKA WESLEYAN UNIVERSITY,NE,438,"1,070,906"
1166700,NORTHEAST COMMUNITY COLLEGE,NE,"1,087","2,475,786"
3127300,OMAHA SCHOOL OF MASSAGE THERAPY,NE,54,"112,594"
255900,PERU STATE COLLEGE,NE,436,"1,065,659"
2508300,SOUTHEAST COMMUNITY COLLEGE,NE,"2,218","3,664,298"
2508301,SOUTHEAST COMMUNITY COLLEGE - BEATRICE CAMPUS,NE,375,"835,979"
2508302,SOUTHEAST COMMUNITY COLLEGE - MILFORD CAMPUS,NE,353,"620,326"
256300,UNION COLLEGE,NE,300,"795,136"
256500,UNIVERSITY OF NEBRASKA,NE,"3,838","9,049,615"
255100,UNIVERSITY OF NEBRASKA - KEARNEY,NE,"1,791","4,264,824"
255400,UNIVERSITY OF NEBRASKA - OMAHA,NE,"2,631","6,008,389"
689500,UNIVERSITY OF NEBRASKA MEDICAL CENTER,NE,230,"501,721"
750100,VATTEROTT COLLEGE,NE,426,"963,363"
3023300,VATTEROTT COLLEGE - OMAHA,NE,356,"903,317"
256600,WAYNE STATE COLLEGE,NE,"1,132","2,775,797"
256000,WESTERN NEBRASKA COMMUNITY COLLEGE,NE,930,"2,046,584"
2610500,XENON INTERNATIONAL SCHOOL OF HAIR DESIGN II,NE,55,"123,489"
256700,YORK COLLEGE,NE,213,"518,276"
473300,CHESTER COLLEGE OF NEW ENGLAND,NH,48,"116,357"
257200,COLBY-SAWYER COLLEGE,NH,191,"444,350"
3101300,COLLEGE FOR LIFELONG LEARNING,NH,649,"1,040,904"
849300,CONTINENTAL ACADEMIE OF HAIR DESIGN,NH,15,"46,329"
1318900,CONTINENTAL ACADEMIE OF HAIR DESIGN,NH,34,"81,053"
473100,DANIEL WEBSTER COLLEGE,NH,193,"431,794"
257300,DARTMOUTH COLLEGE,NH,519,"1,249,808"
864500,EMPIRE BEAUTY SCHOOL,NH,124,"239,406"
2179600,EMPIRE BEAUTY SCHOOL,NH,160,"354,872"
2300200,ESTHETICS INSTITUTE AT CONCORD ACADEMY,NH,7,"7,443"
257500,FRANKLIN PIERCE COLLEGE,NH,753,"1,620,982"
472900,HESSER COLLEGE,NH,"1,536","2,949,907"
2245400,KEENE BEAUTY ACADEMY,NH,34,"88,409"
259000,KEENE STATE COLLEGE,NH,848,"1,890,301"
473000,MCINTOSH COLLEGE,NH,905,"1,939,682"
2174800,MICHAEL'S SCHOOL OF HAIR DESIGN AND ESTHETICS,NH,60,"117,462"
257900,NEW ENGLAND COLLEGE,NH,209,"526,806"
2247000,NEW ENGLAND SCHOOL OF HAIR DESIGN,NH,46,"98,864"
258200,NEW HAMPSHIRE COMMUNITY TECHNICAL COLLEGE AT MANCHESTER/STRATHAM,NH,738,"1,322,861"
529100,NEW HAMPSHIRE COMMUNITYTECHNICAL COLLEGE AT BERLIN/LACONIA - BERLIN,NH,617,"1,196,759"
3182300,NEW HAMPSHIRE INSTITUTE OF ART,NH,23,"38,274"
923600,NEW HAMPSHIRE TECHNICAL COLLEGE AT NASHUA/CLAREMONT,NH,500,"1,000,691"
258100,NEW HAMPSHIRE TECHNICAL INSTITUTE,NH,707,"1,453,655"
259100,PLYMOUTH STATE UNIVERSITY OF THE UNIVERSITY SYSTEM OF NEW HAMPSHIRE,NH,825,"1,863,759"
2211600,PORTSMOUTH BEAUTY SCHOOL OF HAIR DESIGN,NH,24,"62,307"
258600,RIVIER COLLEGE,NH,305,"638,232"
258700,SAINT ANSELM COLLEGE,NH,302,"708,395"
2140400,SAINT JOSEPH SCHOOL OF PRACTICAL NURSING,NH,61,"110,078"
3305300,SECOND START,NH,34,"72,231"
258000,SOUTHERN NEW HAMPSHIRE UNIVERSITY,NH,954,"1,746,321"
3043100,THOMAS MORE COLLEGE OF  LIBERAL ARTS,NH,21,"53,550"
258900,UNIVERSITY OF NEW HAMPSHIRE,NH,"1,980","4,552,206"
3437300,UPPER VALLEY TEACHER INSTITUTE,NH,30,"92,150"
2558700,ACADEMY OF COMPUTER CAREERS,NJ,341,"493,189"
3389300,ACADEMY OF MASSAGE THERAPY,NJ,65,"134,941"
2525900,ARTISTIC ACADEMY OF HAIR DESIGN,NJ,23,"38,212"
259600,ATLANTIC CAPE COMMUNITY COLLEGE,NJ,"2,553","5,329,798"
2067600,ATLANTIC COUNTY VOCATIONAL TECHNICAL SCHOOL,NJ,27,"83,115"
2132300,BERDAN INSTITUTE,NJ,362,"702,523"
473600,BERGEN COMMUNITY COLLEGE,NJ,"2,654","6,559,735"
2312000,BERGEN COUNTY TECHNICAL SCHOOLS - BERGEN WORKFORCE CENTER,NJ,12,"23,718"
750200,BERKELEY COLLEGE,NJ,806,"1,882,016"
750202,BERKELEY COLLEGE - PARAMUS,NJ,124,"271,945"
750201,BERKELEY COLLEGE - WOODBRIDGE,NJ,346,"836,852"
794700,BETH MEDRASH GOVOHA OF AMERICA,NJ,"1,031","3,891,200"
259700,BLOOMFIELD COLLEGE,NJ,"1,142","3,026,241"
1191100,BRICK COMPUTER SCIENCE INSTITUTE,NJ,63,"115,092"
840400,BROOKDALE COMMUNITY COLLEGE,NJ,"2,536","5,651,107"
773000,BURLINGTON COUNTY COLLEGE - PEMBERTON CAMPUS,NJ,"1,390","2,570,222"
2301900,BUSINESS TRAINING INSTITUTE,NJ,174,"334,857"
259800,CALDWELL COLLEGE,NJ,420,"1,014,132"
686500,CAMDEN COUNTY COLLEGE,NJ,"4,330","10,092,294"
907800,CAPRI INSTITUTE OF HAIR DESIGN,NJ,109,"220,645"
2103700,CAPRI INSTITUTE OF HAIR DESIGN,NJ,54,"99,662"
2183600,CAPRI INSTITUTE OF HAIR DESIGN,NJ,94,"156,511"
2265500,CAPRI INSTITUTE OF HAIR DESIGN,NJ,78,"139,434"
259900,CENTENARY COLLEGE,NJ,296,"729,317"
3324300,CENTRAL CAREER SCHOOL,NJ,46,"63,544"
641000,CHARLES E GREGORY SCHOOL OF NURSING (THE),NJ,25,"58,600"
1085100,CHUBB INSTITUTE,NJ,756,"1,051,495"
264200,COLLEGE OF NEW JERSEY (THE),NJ,895,"2,308,380"
260000,COLLEGE OF SAINT ELIZABETH,NJ,235,"605,845"
2252700,CONCORDE SCHOOL OF HAIR DESIGN,NJ,259,"576,653"
772900,COUNTY COLLEGE OF MORRIS,NJ,943,"2,067,644"
260100,CUMBERLAND COUNTY COLLEGE,NJ,"1,099","2,575,695"
2154000,DIVERS ACADEMY INTERNATIONAL,NJ,58,"83,841"
1234600,DOVER BUSINESS COLLEGE,NJ,276,"547,404"
2223900,DRAKE COLLEGE OF BUSINESS,NJ,750,"1,832,751"
260300,DREW UNIVERSITY,NJ,238,"675,125"
2131100,DUCRET SCHOOL OF THE ARTS,NJ,7,"11,300"
2291000,ENGINE CITY TECHNICAL INSTITUTE,NJ,70,"148,951"
710700,ESSEX COUNTY COLLEGE,NJ,"3,951","10,121,507"
2261800,EUROPEAN ACADEMY OF COSMETOLOGY,NJ,120,"263,554"
260700,FAIRLEIGH DICKINSON UNIVERSITY,NJ,"1,331","3,458,170"
261000,FELICIAN COLLEGE,NJ,425,"1,060,981"
849400,GENERAL TECHNICAL INSTITUTE,NJ,9,"12,077"
260800,GEORGIAN COURT COLLEGE,NJ,505,"1,288,755"
750700,GIBBS COLLEGE,NJ,"2,355","4,798,759"
690100,GLOUCESTER COUNTY COLLEGE,NJ,"1,389","3,054,021"
2104000,HARRIS SCHOOL OF BUSINESS,NJ,80,"150,056"
2186700,HARRISON CAREER INSTITUTE,NJ,"1,782","3,889,018"
2586800,HARRISON CAREER INSTITUTE,NJ,775,"1,675,577"
3629300,HELMA INSTITUTE OF MASSAGE THERAPY,NJ,22,"45,194"
1246200,HOHOKUS - HACKENSACK SCHOOL OF BUSINESS & MEDICAL SCIENCES,NJ,279,"540,480"
2053700,HOHOKUS SCHOOL,NJ,307,"632,429"
641700,HOLY NAME HOSPITAL SCHOOL OF NURSING,NJ,27,"71,517"
1295400,HUDSON COUNTY COMMUNITY COLLEGE,NJ,"3,900","10,232,492"
3197300,INSTITUTE FOR HEALTH EDUCATION (THE),NJ,34,"72,314"
3536300,INSTITUTE FOR THERAPEUTIC MASSAGE,NJ,39,"56,589"
2146800,JOE KUBERT SCHOOL OF CARTOON & GRAPHIC ART (THE),NJ,36,"110,297"
262200,KEAN UNIVERSITY,NJ,"2,610","6,788,905"
3530300,KEYSKILLS LEARNING,NJ,8,"10,891"
750600,LINCOLN TECHNICAL INSTITUTE,NJ,"1,827","4,083,298"
1246100,LINCOLN TECHNICAL INSTITUTE - CITTONE INSTITUTE (THE),NJ,"1,985","4,466,151"
474000,MERCER COUNTY COMMUNITY COLLEGE,NJ,"1,994","4,353,732"
2219800,METROPOLITAN TECHNICAL INSTITUTE,NJ,2,"1,471"
3122600,MICRO TECH TRAINING CENTER,NJ,292,"819,229"
261500,MIDDLESEX COUNTY COLLEGE,NJ,"2,915","7,348,838"
2359000,MIDDLESEX COUNTY VOCATIONAL & TECHNICAL HIGH SCHOOLS,NJ,46,"111,576"
539900,MONMOUTH COUNTY VOCATIONAL SCHOOL DISTRICT,NJ,73,"160,543"
261600,MONMOUTH UNIVERSITY,NJ,"1,010","2,488,973"
261700,MONTCLAIR STATE UNIVERSITY,NJ,"2,838","7,606,906"
1152300,MORRIS COUNTY SCHOOL OF TECHNOLOGY,NJ,8,"21,600"
642000,MOUNTAINSIDE HOSPITAL SCHOOL OF NURSING,NJ,34,"80,901"
642100,"MRMC-SCHOOLS OF NURSING, MEDICAL IMAGING & THERAPEUTIC SCIENCES",NJ,122,"219,708"
1170800,NATURAL MOTION INSTITUTE OF HAIR DESIGN,NJ,124,"248,327"
3424500,NEW COMMUNITY WORKFORCE DEVELOPMENT CENTER,NJ,190,"328,397"
2223700,NEW HORIZONS INSTITUTE OF COSMETOLOGY (AKA) NEW HORIZONS BEAUTY SCHOOL,NJ,204,"431,594"
261300,NEW JERSEY CITY UNIVERSITY,NJ,"2,597","7,143,345"
262100,NEW JERSEY INSTITUTE OF TECHNOLOGY,NJ,"1,445","3,921,156"
262400,OCEAN COUNTY COLLEGE,NJ,"1,530","3,347,067"
2523700,OCEAN COUNTY VOCATIONAL - TECHNICAL SCHOOLS,NJ,75,"111,767"
2219600,OMEGA INSTITUTE,NJ,157,"306,342"
759300,PARISIAN BEAUTY ACADEMY,NJ,131,"287,383"
999400,PASSAIC COUNTY COMMUNITY COLLEGE,NJ,"3,367","6,607,060"
1062900,PB COSMETOLOGY EDUCATION CENTRE,NJ,74,"170,102"
2131600,PENNCO TECH,NJ,350,"794,033"
262700,PRINCETON UNIVERSITY,NJ,372,"968,500"
3077500,RABBI JACOB JOSEPH SCHOOL,NJ,9,"40,550"
860900,RABBINICAL COLLEGE OF AMERICA,NJ,75,"281,812"
934400,RAMAPO COLLEGE OF NEW JERSEY,NJ,924,"2,401,840"
773100,RARITAN VALLEY COMMUNITY COLLEGE,NJ,721,"1,542,446"
1209000,REIGNBOW BEAUTY ACADEMY,NJ,160,"370,294"
2528200,REIGNBOW HAIR FASHION INSTITUTE,NJ,91,"192,195"
2092300,RETS INSTITUTE,NJ,318,"677,523"
934500,RICHARD STOCKTON COLLEGE OF NEW JERSEY (THE),NJ,"1,605","4,062,890"
262800,RIDER UNIVERSITY,NJ,851,"2,331,754"
1090300,RIZZIERI AVEDA SCHOOL OF BEAUTY AND WELLNESS,NJ,47,"69,782"
2061800,ROMAN ACADEMY OF BEAUTY CULTURE,NJ,81,"178,640"
260900,ROWAN UNIVERSITY,NJ,"2,029","5,084,294"
262900,"RUTGERS, THE STATE UNIVERSITY OF NEW JERSEY",NJ,"10,444","28,605,275"
642902,SAINT FRANCIS MEDICAL CENTER - SCHOOL OF RADIOLOGIC TECH,NJ,3,"5,650"
263800,SAINT PETER'S COLLEGE,NJ,946,"2,599,444"
546100,SALEM COMMUNITY COLLEGE,NJ,391,"800,735"
263200,SETON HALL UNIVERSITY,NJ,"1,131","2,969,292"
2234600,SHORE BEAUTY SCHOOL,NJ,40,"84,448"
3666300,SOMERSET CHRISTIAN COLLEGE,NJ,8,"10,908"
546000,SOMERSET COUNTY TECHNICAL INSTITUTE,NJ,33,"71,740"
3574400,SOMERSET SCHOOL OF MASSAGE THERAPY,NJ,38,"69,978"
2586900,STAR TECHNICAL INSTITUTE,NJ,610,"1,391,540"
3187300,STENOTECH CAREER INSTITUTE,NJ,27,"66,250"
263900,STEVENS INSTITUTE OF TECHNOLOGY,NJ,375,"977,937"
736200,STUART SCHOOL OF BUSINESS ADMINISTRATION (THE),NJ,82,"158,389"
2568800,SUSSEX COUNTY COMMUNITY COLLEGE,NJ,522,"1,050,877"
1198900,TALMUDICAL ACADEMY,NJ,20,"66,000"
545200,TETERBORO SCHOOL OF AERONAUTICS,NJ,93,"268,869"
2192200,THOMAS A EDISON STATE COLLEGE,NJ,620,"1,094,716"
264300,UNION COUNTY COLLEGE,NJ,"3,637","8,619,329"
1039400,UNIVERSITY OF MEDICINE AND DENTISTRY OF NEW JERSEY,NJ,36,"76,204"
2503900,WARREN COUNTY COMMUNITY COLLEGE,NJ,148,"307,946"
262500,WILLIAM PATERSON UNIVERSITY OF NEW JERSEY,NJ,"1,971","4,959,703"
3126100,WORLDWIDE EDUCATIONAL SERVICES,NJ,129,"184,620"
3301300,WORLDWIDE EDUCATIONAL SERVICES,NJ,62,"89,018"
2496900,ALBUQUERQUE BARBER COLLEGE,NM,17,"55,443"
474200,ALBUQUERQUE TECHNICAL VOCATIONAL INSTITUTE,NM,"6,998","11,982,181"
2532900,BUSINESS SKILLS INSTITUTE,NM,243,"498,913"
474300,CLOVIS COMMUNITY COLLEGE,NM,"1,566","3,251,648"
264900,COLLEGE OF SANTA FE,NM,456,"1,181,193"
265000,COLLEGE OF THE SOUTHWEST,NM,384,"926,671"
2357600,CROWNPOINT INSTITUTE OF TECHNOLOGY,NM,280,"638,781"
1063200,DEWOLFF COLLEGE OF HAIRSTYLING AND COSMETOLOGY,NM,130,"317,495"
265100,EASTERN NEW MEXICO UNIVERSITY,NM,"3,352","8,817,159"
265101,EASTERN NEW MEXICO UNIVERSITY - ROWSELL,NM,1,0
3014700,EDDY COUNTY BEAUTY COLLEGE,NM,48,"112,740"
2146400,INSTITUTE OF AMERICAN INDIAN AND ALASKA NATIONAL CULTURE AND ARTS DEV,NM,127,"361,526"
3029300,INTERNATIONAL INSTITUTE OF CHINESE MEDICINE,NM,2,"4,000"
996200,LUNA COMMUNITY COLLEGE,NM,462,"1,131,172"
3206300,MESALANDS COMMUNITY COLLEGE,NM,249,"655,560"
3099300,METROPOLITAN COLLEGE,NM,313,"755,833"
265300,NEW MEXICO HIGHLANDS UNIVERSITY,NM,"1,082","3,026,665"
265400,NEW MEXICO INSTITUTE OF MINING & TECHNOLOGY,NM,333,"852,085"
265500,NEW MEXICO JUNIOR COLLEGE,NM,"1,197","2,770,452"
265600,NEW MEXICO MILITARY INSTITUTE,NM,106,"260,681"
265700,NEW MEXICO STATE UNIVERSITY,NM,"8,032","20,524,782"
265704,NEW MEXICO STATE UNIVERSITY - GRANTS,NM,4,"8,850"
2083900,NORTHERN NEW MEXICO COMMUNITY COLLEGE,NM,767,"1,801,633"
1300500,OLYMPIAN UNIVERSITY OF COSMETOLOGY,NM,128,"303,599"
3297300,ROSWELL BEAUTY COLLEGE OF COSMETOLOGY ARTS & SCIENCES,NM,16,"8,570"
209300,SAINT JOHN'S COLLEGE,NM,130,"345,373"
266000,SAN JUAN COLLEGE,NM,"1,776","4,320,748"
2278100,SANTA FE COMMUNITY COLLEGE,NM,"1,096","2,017,173"
3128200,SOUTHWEST HEALTH CAREER INSTITUTE,NM,251,"565,574"
2511000,SOUTHWESTERN INDIAN POLYTECHNIC INSTITUTE,NM,464,"744,112"
3430300,UNIVERSAL THERAPEUTIC MASSAGE INSTITUTE,NM,144,"210,080"
266300,UNIVERSITY OF NEW MEXICO,NM,"8,750","22,828,636"
266400,WESTERN NEW MEXICO UNIVERSITY,NM,"1,353","3,585,706"
1323200,ACADEMY OF HAIR DESIGN,NV,105,"208,339"
3084600,ART INSTITUTE OF LAS VEGAS (THE),NV,244,"517,765"
2621500,CAREER COLLEGE OF NORTHERN NEVADA,NV,448,"834,015"
3088200,CARSON CITY BEAUTY ACADEMY,NV,69,"195,862"
1036200,COMMUNITY COLLEGE OF SOUTHERN NEVADA,NV,"5,971","12,743,626"
3474500,DAHAN INSTITUTE OF MASSAGE STUDIES,NV,265,"199,839"
697700,GREAT BASIN COLLEGE,NV,515,"1,008,197"
3043200,HERITAGE COLLEGE,NV,586,"1,428,537"
2237500,LAS VEGAS COLLEGE,NV,"1,035","1,805,849"
736700,MARINELLO SCHOOLS OF BEAUTY,NV,138,"354,317"
1009800,MORRISON UNIVERSITY,NV,76,"136,602"
919200,SIERRA NEVADA COLLEGE,NV,195,"432,563"
2097100,SOUTHERN NEVADA UNIVERSITY OF COSMETOLOGY,NV,136,"335,724"
2107700,TRUCKEE MEADOWS COMMUNITY COLLEGE,NV,"1,629","2,945,996"
256900,UNIVERSITY OF NEVADA - LAS VEGAS,NV,"3,886","9,739,704"
256800,UNIVERSITY OF NEVADA - RENO,NV,"1,592","3,764,614"
1036300,WESTERN NEVADA COMMUNITY COLLEGE,NV,753,"1,387,751"
2299900,A BUSINESS CAREER INSTITUTE,NY,8,"9,134"
266600,ADELPHI UNIVERSITY,NY,935,"2,417,213"
3103700,ADIRONDACK BEAUTY SCHOOL,NY,26,"67,897"
2171900,AILEY SCHOOL (THE),NY,25,"63,623"
288500,ALBANY COLLEGE OF PHARMACY,NY,167,"396,407"
2170200,ALBANY SCHOHARIE SCHENECTADY SARATOGA BOCES PRACTICAL NURSING PROGRAM,NY,59,"184,762"
266800,ALFRED UNIVERSITY,NY,731,"1,884,296"
3358300,ALLEN SCHOOL,NY,887,"2,084,942"
1081300,AMERICAN ACADEMY MCALLISTER INSTITUTE,NY,74,"180,050"
746500,AMERICAN ACADEMY OF DRAMATIC ARTS,NY,59,"165,455"
3342400,AMERICAN BARBER INSTITUTE,NY,120,"250,241"
3031000,AMERICAN CENTER FOR CAREER TRAINING,NY,163,"298,255"
757200,AMERICAN MUSICAL & DRAMATIC ACADEMY,NY,220,"552,671"
751800,APEX TECHNICAL SCHOOL,NY,"1,557","3,671,011"
643502,"ARNOT ODGEN MEDICAL CENTER, SCHOOL OF RADIOLOGY TECHNOLOGY",NY,7,"18,200"
643500,ARNOT OGDEN MEDICAL CENTER - SCHOOL OF RADIOLOGIC TECHNOLOGY,NY,37,"108,262"
2525600,ART INSTITUTE OF NEW YORK CITY (THE),NY,"1,405","3,060,629"
3095500,ASA INSTITUTE OF BUSINESS AND COMPUTER TECHNOLOGY,NY,"4,302","11,875,342"
2506000,ASSOCIATED BETH RIVKAH SCHOOLS,NY,84,"318,265"
737200,AUSTIN BEAUTY SCHOOL,NY,98,"188,432"
267100,BARD COLLEGE,NY,245,"694,199"
270800,BARNARD COLLEGE,NY,419,"1,218,345"
